"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Dormant","/ˈdɔɹmənt/","adj.","no changes","dormancy (n.)","休眠的；蟄伏的；暫停活動的","Grass goes dormant during the winter, waiting for spring before it grows again.","dormant volcano; lie dormant; dormant account","C1"
"Ordinance","/ˈɔɹdənəns/","n.","ordinance, ordinances","None","條例；法令","Alderman Richard Mell then pushed through antipeddling ordinances in the 33rd and 47th wards.","city ordinance; local ordinance; zoning ordinance","C1"
"Emaciated","/ɪˈmeɪʃiˌeɪtɪd/","adj.","emaciated, more emaciated, most emaciated","None","消瘦的；憔悴的","The rescue workers were shocked to find the emaciated survivors, who had not eaten for two weeks.","emaciated state; emaciated figure; skinny and emaciated","C1"
"Mausoleum","/ˌmɔsəˈliəm/","n.","mausoleum, mausoleums","None","陵墓；宏偉的紀念性墓室","The emperor commissioned an elaborate marble mausoleum to house the remains of his dynasty.","ornate mausoleum; family mausoleum; visit the mausoleum","C1"
"Ungainly","/əˈnɡeɪnli/","adj.","ungainly, more ungainly, most ungainly","None","笨拙的；不雅觀的","Using the Salvage Man as an example, Spenser demonstrated that ""ungainly appearances do not disqualify one from noble birth""","ungainly gait; ungainly creature; rather ungainly","C1"
"Wheedle","/ˈʍiː.dəl/","v.","wheedle, wheedles, wheedled, wheedled, wheedling","None","哄騙；誘勸","I'd like one of those, too, if you can wheedle a discount out of him.","wheedle out of; wheedle into; try to wheedle","C1"
"Saunter","/ˈsɔntɚ/","v.","saunter, saunters, sauntered, sauntered, sauntering","None","漫步；閒逛","One could lie under elm trees in a lawn, or saunter in meadows by the side of a stream.","saunter down the street; saunter home; saunter into the room","C1"
"Pugnacious","/pəˈɡnæʃɪs/","adj.","pugnacious, more pugnacious, most pugnacious","pugnacity (n.), pugnaciously (adv.)","好鬥的；愛滋事的","They commented that the composer's vision is expressed in two main contrasting moods: ""the one contemplative and trance-like, the other pugnacious and sinister""","pugnacious and sinister; pugnacious adversary; pugnacious temperament","C1"
"Patriarch","/ˈpeɪtɹiˌɑɹk/","n.","patriarch, patriarchs","None","家長；族長；創始人","As patriarch of the family and founder of the company, he stars in the A&E reality show based on his Louisiana life and company.","family patriarch; patriarch of the clan; founding patriarch","C1"
"Undulate","/ˈʌndʒəˌleɪt/","v.","undulate, undulates, undulated, undulated, undulating","None","波動；起伏","The rolling fields undulate gently toward the horizon, creating a landscape of peaceful, wave-like hills.","gently undulate; undulate hills; undulate terrain","C1"
"Complacent","/kəmˈpleɪsənt/","adj.","complacent, more complacent, most complacent","complacency (n.), complacently (adv.)","自滿的；得意忘形的","He grew complacent as the years rolled on and the money rolled in.","complacent can afford; complacent acceptance; complacent and detached","C1"
"Quibble","/ˈkwɪbəl/","v.","quibble, quibbles, quibbled, quibbled, quibbling","None","吹毛求疵；爭論瑣事","They are constantly quibbling over insignificant details.","quibble over details; minor quibble; hard to quibble","C1"
"Fresco","/ˈfɹɛskoʊ/","n.","fresco, frescoes","None","壁畫（在濕灰泥上繪製的畫作）","The cathedral ceiling is decorated with a magnificent Renaissance fresco depicting biblical scenes.","Renaissance fresco; elaborate fresco; painted fresco","C1"
"Virtuoso","/vɚtʃuˈoʊsoʊ/","n.","virtuoso, virtuosos","None","藝術大師；演藝精湛者","King's singing and virtuoso guitar technique earned him the eponymous title ""king of the blues""","virtuoso guitar technique; virtuoso performance; true virtuoso","C1"
"Blunder","/ˈblʌndɚ/","n.","blunder, blunders","blundering (v.)","大錯；失誤","According to Stewart, the veto was ""for many his defining blunder, setting a tone of perpetual confrontation with Congress that prevailed for the rest of his presidency""","strategic blunder; biggest blunder; great blunder","C1"
"Embezzlement","/ɛˈmbɛzəlmənt/","n.","embezzlement, embezzlements","None","盜用；挪用公款","He was arrested for embezzlement of company funds.","embezzlement of funds; charged with embezzlement; widespread embezzlement","C1"
"Saturate","/ˈsætʃɚˌeɪt/","v.","saturate, saturates, saturated, saturated, saturating","None","使飽和；浸透","Heavy rain had saturated the ground, making it impossible to dig any further.","saturate the market; saturate the soil; saturate the solution","C1"
"Blatant","/ˈbleɪtənt/","adj.","blatant, more blatant, most blatant","blatancy (n.), blatantly (adv.)","公然的；明目張膽的；喧囂的","Biographer Lawrence Sutin stated that ""blatant bigotry is a persistent minor element in Crowley's writings""","blatant infringement; exceptionally blatant; blatant bigotry","C1"
"Paradigm","/ˈpɛɹəˌdaɪm/","n.","paradigm, paradigms","None","範例；典範","""French History in the Last Twenty Years: the Rise and Fall of the Annales Paradigm""","a useful paradigm; establish a paradigm; shift the paradigm","C1"
"Savoir","/sævˈwɑːr/","n. [U]","no changes","None","處事能力；社交手腕（通常指savoir-faire）","She moved through every diplomatic occasion with natural savoir, never seeming out of place regardless of the company.","savoir-faire; social savoir-faire; diplomatic savoir-faire","C1"
"Trepidation","/ˌtɹɛpɪˈdeɪʃən/","n.","trepidation, trepidations","None","恐懼；焦慮；顫抖","I decided, with considerable trepidation, to let him drive my car without me.","with trepidation; initial trepidation; express trepidation","C1"
"Blurt","/ˈblɝt/","v.","blurt, blurts, blurted, blurted, blurting","None","未經思考即脫口說出；衝口而出","In her excitement, she blurted out the surprise before anyone could stop her.","blurt out a secret; blurt out the truth; blurt something out","C1"
"Archaic","/ɑˈɹkeɪɪk/","adj.","archaic, more archaic, most archaic","None","古老的；過時的","The contract used archaic language that few modern lawyers could interpret.","archaic language; archaic style; archaic custom","C1"
"Malleable","/ˈmæliəbəl/","adj.","malleable, more malleable, most malleable","malleability (n.)","具延展性的；易受影響的","Iron becomes malleable when heated to extremely high temperatures, allowing it to be shaped into tools.","malleable form; malleable antimony; highly malleable","C1"
"Vacuous","/ˈvækjuəs/","adj.","vacuous, more vacuous, most vacuous","None","空洞的；無知的；茫然的","The movie was criticized for its vacuous dialogue.","vacuous truth; vacuous statement; vacuous universe","C1"
"Ostracize","/ˈɔstɹəˌsaɪz/","v.","ostracize, ostracizes, ostracized, ostracized, ostracizing","ostracism (n.)","排斥；放逐","The classmates ostracized the new student for refusing to conform to their social norms.","ostracize dissenters; socially ostracize; ostracize a minority","C1"
"Ostentatious","/ˌɑstəˈnteɪʃəs/","adj.","ostentatious, more ostentatious, most ostentatious","ostentation (n.), ostentatiously (adv.)","炫耀的；賣弄的；豪華的","Her ostentatious display of wealth — the fur coat, the diamond rings — made everyone uncomfortable.","ostentatious display; ostentatious lifestyle; ostentatious wealth","C1"
"Replete","/ɹiˈplit/","adj.","replete, more replete, most replete","repletion (n.)","充滿的；飽食的","The museum was replete with ancient artifacts and Renaissance paintings.","replete with detail; replete with references; replete with examples","C1"
"Prognosticate","/ˌpɹɑˈɡnɑstəˌkeɪt/","v.","prognosticate, prognosticates, prognosticated, prognosticated, prognosticating","None","預測；預後","Examining the tea-leaves, she prognosticated dark days ahead.","prognosticate the outcome; prognosticate doom; difficult to prognosticate","C1"
"Eminent","/ˈɛmənənt/","adj.","eminent, more eminent, most eminent","eminence (n.)","卓越的；著名的","His eminent good sense has been a godsend to this project.","eminent scholar; eminent domain; eminent scientist","C1"
"Feasible","/ˈfizəbəl/","adj.","feasible, more feasible, most feasible","feasibility (n.), feasibly (adv.)","可行的；可能的","His plan to rid Trafalgar Square of pigeons by bringing in peregrine falcons to eat them was dismissed as not feasible.","economically feasible; a feasible plan; technically feasible","C1"
"Voracious","/vɔˈɹeɪʃəs/","adj.","voracious, more voracious, most voracious","None","狼吞虎嚥的；貪婪的","He is voracious by suppertime.","voracious reader; voracious appetite; powerful and voracious","C1"
"Indiscriminate","/ɪndɪsˈkɹɪmənət/","adj.","indiscriminate, more indiscriminate, most indiscriminate","None","不加區別的；隨意的","The UK's fishing industry has complained that Ocean is “indiscriminate” (arguably an ironic adjective for anyone involved in trawling).","indiscriminate use; indiscriminate killing; indiscriminate appetite","C1"
"Accost","/əˈkɔst/","v.","accost, accosts, accosted, accosted, accosting","None","被搭訕；被攔截","A beggar accosted me as soon as I stepped outside.","accost passersby; accost a stranger; accost the researcher","C1"
"Drudgery","/ˈdɹʌdʒɚi/","n. [U]","no changes","None","苦工；單調乏味的工作","The word ""robot"" comes from the word ""robota"", meaning, in Czech and Polish, ""labour, drudgery""","drudgery and toil; mindless drudgery; daily drudgery","C1"
"Sally","/ˈsæli/","n.","sally, sallies","None","突圍；（俏皮話的）迸發","Finally Abd al-Rahman gathered his men as he was ""resolved on an audacious sally""","make a sally; sally forth; audacious sally","C1"
"Interminable","/ɪˈntɝmənəbəl/","adj.","no changes","None","冗長得令人厭煩的；無休止的","The Guardian also describes Monopoly as ""a collection of terrible design choices"" combined with ""an array of house rules that serve only to make the experience ever more interminable""","interminable talks; interminable proceedings; interminable activities","C1"
"Laconic","/lɑˈkɑnɪk/","adj.","laconic, more laconic, most laconic","laconicism (n.)","簡潔的；說話簡練的","According to Diodorus, Alexander's companions asked him on his deathbed to whom he bequeathed his kingdom; his laconic reply was ""tôi kratistôi""—""to the strongest""","laconic reply; laconic style; laconic response","C1"
"Reticent","/ˈɹɛtɪsənt/","adj.","reticent, more reticent, most reticent","reticence (n.), reticently (adv.)","沈默寡言的；有保留的","However, Hearn continues by explaining that ""the reticent Howells found nothing in the proofs of Huckleberry Finn so offensive that it needed to be struck out""","initially reticent; reticent about sharing; remain reticent","C1"
"Consternation","/ˌkɑnstɚˈneɪʃən/","n. [U]","no changes","consternate (v.)","驚愕；惶恐","""Out!"" exclaimed her husband, with something like genuine consternation in his voice.","consternation and alarm; great consternation; cause consternation","C1"
"Discern","/dɪˈsɝn/","v.","discern, discerns, discerned, discerned, discerning","None","辨別；看清","Meanwhile the brig had altered her tack, and was moving slowly to the east. Three hours later and the keenest eye could not have discerned her top-sails above the horizon.","discern the difference; discern a pattern; difficult to discern","C1"
"Precocious","/pɹɪˈkoʊʃəs/","adj.","precocious, more precocious, most precocious","precocity (n.), precociously (adv.)","早熟的；（才智等）提早發育的","It was at Cambridge that Bacon first met Queen Elizabeth I, who was impressed by his precocious intellect, and was accustomed to calling him ""The young lord keeper""","precocious child; precocious talent; precocious intellect","C1"
"Perverse","/pɚˈvɝs/","adj.","perverse, more perverse, most perverse","None","任性的；反常的；墮落的","His perverse sense of humor often left people confused and uncomfortable.","perverse incentive; perverse logic; perverse pleasure","C1"
"Chagrin","/ʃəˈɡɹɪn/","n. [U]","no changes","chagrined (v.)","懊惱；委屈","But when I reached the passage about the ‘sadism’ and ‘demonicalness’ of my persecution of you, my chagrin couldn’t hold out, and gaiety broke through.","feel chagrin; express chagrin; chagrin at the news","C1"
"Disparage","/dɪˈspɛɹɪdʒ/","v.","disparage, disparages, disparaged, disparaged, disparaging","None","貶低；輕視"," On the other hand, Schopenhauer disparaged republicanism as being ""as unnatural to man as it is unfavorable to higher intellectual life and thus to the arts and sciences""","disparage the findings; disparage opponents; disparage the theory","C1"
"Perfunctory","/pɚˈfʌŋktɚi/","adj.","perfunctory, more perfunctory, most perfunctory","perfunctorily (adv.), perfunctoriness (n.)","敷衍的；例行公事的","He then poured some wine for me to taste, and harassed me with perfunctory courtesies that had to be acknowledged.","perfunctory use; perfunctory account; perfunctory expression","C1"
"Infamous","/ˈɪnfəməs/","adj.","infamous, more infamous, most infamous","infamy (n.)","聲名狼藉的；臭名昭著的","The Lions decided ""to get their retaliation in first"" with the infamous ""99 call""","infamous quotes; infamous review; infamous feature","C1"
"Jostle","/ˈdʒɑsəl/","v.","jostle, jostles, jostled, jostled, jostling","None","推擠；擠過","The physical capacity of the building is only about 400 seats, which has led to ""jostling for space""","jostle for position; jostle through the crowd; jostle for space","C1"
"Laudable","/ˈlɔdəbəl/","adj.","laudable, more laudable, most laudable","None","值得稱讚的","The charity's laudable efforts to provide clean water to remote villages earned them a national award.","laudable effort; highly laudable; laudable goal","C1"
"Dupe","/ˈdup/","v.","dupe, dupes, duped, duped, duping","None","欺騙；愚弄","The con artist duped hundreds of elderly victims out of their savings.","easily duped; dupe the public; dupe someone into","C1"
"Inadvertent","/ˌɪnəˈdvɝtənt/","adj.","no changes","inadvertence (n.)","無意的；疏忽的","We check everything because an inadvertent error could be disastrous.","inadvertent error; inadvertent omission; inadvertent disclosure","C1"
"Incipient","/ɪˈnsɪpiənt/","adj.","no changes","incipience (n.)","初期的；剛開始的","After 500 years, incipient towns appeared.","incipient stages; incipient species; incipient decline","C1"
"Tremulous","/ˈtɹɛmjələs/","adj.","tremulous, more tremulous, most tremulous","None","發抖的；震顫的","Or that they completely dismissed how perfect her tremulous hesitance fits into the abstinence anthem 'Let's Wait Awhile'","tremulous voice; tremulous with fear; tremulous hands","C1"
"Ominous","/ˈɑmənəs/","adj.","ominous, more ominous, most ominous","ominously (adv.), ominousness (n.)","不祥的；威脅的","After growing substantially in the 1990s and modestly in the 2000s, the total number of American kids fell from 2010 through 2019, an ominous milestone.","ominous sign; ominous silence; ominous cloud","C1"
"Repudiate","/ɹiˈpjudiˌeɪt/","v.","repudiate, repudiates, repudiated, repudiated, repudiating","repudiation (n.)","拒絕；否認；拋棄","The fierce willingness to repudiate domination in a holistic manner is the starting point for progressive cultural revolution.","repudiate past methods; repudiate methods; repudiate war","C1"
"Cessation","/ˌsɛˈseɪʃən/","n.","cessation, cessations","None","停止；中斷","The treaty called for an immediate cessation of hostilities along the contested northern border.","cessation of hostilities; cessation of fire; temporary cessation","C1"
"Bristle","/ˈbɹɪsəl/","v.","bristle, bristles, bristled, bristled, bristling","bristly (adv.)","（毛髮等）豎起；發怒","His hair began to bristle with anger when the subject was mentioned.","bristle with anger; bristle at criticism; bristle with weapons","C1"
"Respite","/ˈɹɛspɪt/","n. [U]","no changes","None","喘息；暫緩","The state TV channel Korean Central Television (KCTV) described the service as a ""respite from radio interference""","respite from suffering; brief respite; spiritual respite","C1"
"Excruciating","/ɪksˈkɹuʃiˌeɪtɪŋ/","adj.","excruciating, more excruciating, most excruciating","None","極痛苦的；劇烈的","When he at last opened his eyes, he was conscious of nothing but an excruciating pain through his temples. He was vaguely aware of unfamiliar surroundings.","excruciating pain; excruciating interviews; excruciating history","C1"
"Reverberate","/ɹɪˈvɝbɚət/","v.","reverberate, reverberates, reverberated, reverberated, reverberating","reverberation (n.)","回響；反彈","The explosion reverberated through the valley, shaking windows miles away.","reverberate through the hall; shock waves reverberate; echoes reverberate","C1"
"Fretful","/ˈfɹɛtfəl/","adj.","fretful, more fretful, most fretful","None","煩躁的；焦躁不安的","The child was fretful and restless all night, unable to settle despite her mother's efforts.","fretful child; fretful and restless; fretful mood","C1"
"Impresario","/ˌɪmpɹɪˈsɑɹiˌoʊ/","n.","impresario, impresarios","None","（劇團、樂團等）經理人；主辦者","The famous impresario staged grand operas that drew audiences from across Europe.","theatrical impresario; famous impresario; veteran impresario","C1"
"Succumb","/səˈkʌm/","v.","succumb, succumbs, succumbed, succumbed, succumbing","None","屈服；死於","Thai culture as in many other Asian cultures, is succumbing to the influence of westernization.","succumb to pneumonia; succumb to disease; succumb to fear","C1"
"Adverse","/æˈdvɝs/","adj.","adverse, more adverse, most adverse","adversity (n.), adversely (adv.)","不利的；相反的","Happy were it for us all if we bore prosperity as well and wisely as we endure an adverse fortune.","adverse criticism; adverse weather; adverse conditions","C1"
"Extortion","/ɪkˈstɔɹʃən/","n. [U]","no changes","None","敲詐；勒索","The extortion thesis was first articulated by law professor Milton Handler, who published a law review article in 1971 calling the class action a form of ""legalized blackmail""","charged with extortion; extortion attempt; criminal extortion","C1"
"Loath","/ˈloʊθ/","adj.","loath, more loath, most loath","None","不情願的；厭惡的","I was loath to return to the office without the Henderson file.","loath to admit; loath to change; loath to leave","C1"
"Venom","/ˈvɛnəm/","n.","venom, venoms","None","毒液；惡毒","I will watch with the wiliness of a snake, that I may sting with its venom.","snake venom; spit venom; venom in his voice","C1"
"Bigot","/ˈbɪɡət/","n.","bigot, bigots","bigotry (n.), bigoted (adj.)","偏執者；固執己見的人","On August 27, 2016, King called LePage ""a bigot, a homophobe, and a racist""","poisonous bigot; intellectual bigot; racist bigot","C1"
"Solicit","/səˈlɪsɪt/","v.","solicit, solicits, solicited, solicited, soliciting","None","請求；徵求；教唆","In 1766, the college authorized Morgan Edwards to travel to Europe to ""solicit Benefactions for this Institution""","solicit feedback; solicit donations; solicit opinions","C1"
"Astute","/əˈstut/","adj.","astute, more astute, most astute","astuteness (n.), astutely (adv.)","精明的；狡猾的","His success in rebuilding the lands and his astute military and diplomatic leadership propelled him into the ranks of the prominent rulers in an era of ""absolutism""","astute observation; astute leadership; astute investors","C1"
"Ineffectual","/ˌɪnəˈfɛktʃuəl/","adj.","ineffectual, more ineffectual, most ineffectual","None","無效的；無能的","She came to despise her ineffectual and often drunken husband, with whom she shared what their son later described as a life of ""shabby-genteel poverty""","ineffectual protest; ineffectual husband; ineffectual computations","C1"
"Nefarious","/nəˈfɛɹiəs/","adj.","nefarious, more nefarious, most nefarious","nefariously (adv.), nefariousness (n.)","邪惡的；不法的","Secretary of State Colin Powell's former chief of staff, Lawrence Wilkerson, said Diego Garcia was used by the CIA for ""nefarious activities""","nefarious activities; nefarious scheme; nefarious plot","C1"
"Vexatious","/vɛˈkseɪʃəs/","adj.","vexatious, more vexatious, most vexatious","None","令人煩惱的；棘手的","In 2010 the Mike Rann acted to strengthen the ability of the courts to act against vexatious litigants by ""increasing the range of courts and tribunals that can declare people as vexatious""","frivolous and vexatious; vexatious litigant; vexatious litigation","C1"
"Amicable","/ˈæmɪkəbəl/","adj.","amicable, more amicable, most amicable","amicability (n.), amicably (adv.)","友好的；和睦的","They hoped to reach an amicable agreement.","amicable agreement; amicable fellow; amicable numbers","C1"
"Scrutinize","/ˈskɹutəˌnaɪz/","v.","scrutinize, scrutinizes, scrutinized, scrutinized, scrutinizing","scrutiny (n.), scrutinizer (n.)","細查；詳審","Those pronounced him youngest who scrutinized his face the closest.","scrutinize propositions; scrutinize findings; scrutinize progress","C1"
"Malady","/ˈmælədi/","n.","malady, maladies","None","疾病；弊端","Hay jokingly wrote to sculptor Augustus Saint-Gaudens that ""there is nothing the matter with me except old age, the Senate, and one or two other mortal maladies""","mortal malady; chronic maladies; illness or malady","C1"
"Inclement","/ɪnˈklɛmənt/","adj.","inclement, more inclement, most inclement","None","（天氣）嚴酷的；險惡的","He has been eight years upon a project for extracting sunbeams out of cucumbers, which were to be put in phials hermetically sealed, and let out to warm the air in raw inclement summers.","inclement weather; inclement conditions; inclement sky","C1"
"Peruse","/pɚˈuz/","v.","peruse, peruses, perused, perused, perusing","perusal (adj.), peruser (n.)","細讀；精讀","Traub had his own darkroom where he and the young Kubrick would spend many hours perusing photographs and watching the chemicals ""magically make images on photographic paper""","peruse photographs; peruse volume; peruse the hundreds","C1"
"Premonition","/pɹɛməˈnɪʃən/","n.","premonition, premonitions","premonitory (adj.)","預感；預兆","Friedrich often used single figures, or features like crosses, set alone amidst a huge landscape, ""making them images of the transitoriness of human life and the premonition of death""","fearful premonition; premonition of danger; premonition of death","C1"
"Desist","/dɪˈsɪst/","v.","desist, desists, desisted, desisted, desisting","None","停止；打消念頭","Please desist from telephoning me at this number.","cease and desist; desist letter; desist notices","C1"
"Recoil","/ɹiˈkɔɪl/","v.","recoil, recoils, recoiled, recoiled, recoiling","None","畏縮；退縮；（槍炮）反衝","He recoiled in disgust when he saw the mess.","instinctively recoil; either the recoil; recoil in horror","C1"
"Mastiff","/ˈmæstəf/","n.","mastiff, mastiffs","None","獒犬；大型獵犬","The English Mastiff is known for its gentle temperament despite its imposing size.","fierce mastiff; guard mastiff; mastiff breed","C1"
"Pertinent","/ˈpɝtɪnɪnt/","adj.","pertinent, more pertinent, most pertinent","pertinence (n.), pertinently (adv.)","相關的；中肯的","Fourthly, I have made an effort to call the attention of the reader to the pertinent literature.","pertinent information; highly pertinent question; pertinent to the discussion","C1"
"Wan","/ˈwɑn/","adj.","wan, wanner, wannest","None","蒼白的；病態的；無力的","Big fair wan lovely pale-freckled Kathleen with that buoyant bust gave kindly smiles but mostly she was silent.","wan smile; wan complexion; wan and tired","C1"
"Obsess","/əˈbsɛs/","v.","obsess, obsesses, obsessed, obsessed, obsessing","None","使痴迷；使困擾","She became so obsessed with the mystery novel that she read through the night.","obsess over details; completely obsessed; obsess about appearance","C1"
"Doleful","/ˈdoʊlfəl/","adj.","doleful, more doleful, most doleful","None","憂愁的；悲哀的","The doleful peal of the bell indicated another funeral was being held.","doleful peal; doleful expression; doleful tone","C1"
"Elusive","/ɪˈlusɪv/","adj.","elusive, more elusive, most elusive","None","難以捉摸的；易忘的","The nature of art has been described by philosopher Richard Wollheim as ""one of the most elusive of the traditional problems of human culture""","elusive quarry; elusive phenomenon; elusive concepts","C1"
"Imminent","/ˈɪmənənt/","adj.","imminent, more imminent, most imminent","imminence (n.)","即將發生的；逼近的","However, in New York if a person threatens another person with imminent injury without engaging in physical contact, that is called ""menacing""","imminent threat; imminent attack; imminent end","C1"
"Histrionics","/ˌhɪstɹiˈɑnɪks/","n. [U]","no changes","None","做作的行為；演戲似的舉動","In a 2005 study, the musical scholar Steven Huebner contrasts the two composers: ""Saint-Saëns obviously had no time for Massenet's histrionics""","corny histrionics; propensity for histrionics; conscious histrionics","C1"
"Engrossed","/ɪnˈɡɹoʊst/","adj.","engrossed, more engrossed, most engrossed","None","全神貫注的","The children were engrossed by the story.","engrossed in a book; engrossed in work; completely engrossed","C1"
"Salient","/ˈseɪliənt/","adj.","salient, more salient, most salient","salience (n.), saliently (adv.)","顯著的；主要的","The article is not exhaustive, but it covers the salient points pretty well.","salient observations; salient case; particularly salient","C1"
"Inert","/ɪˈnɝt/","adj.","inert, more inert, most inert","None","惰性的；呆滯的；遲緩的","This does mean some magical objects and wands rendered inert by previous changes will work again.","rendered inert; inert atmosphere; inert parts","C1"
"Squeamish","/ˈskwimɪʃ/","adj.","squeamish, more squeamish, most squeamish","None","易嘔吐的；過分拘泥的","He felt squeamish at the sight of blood and had to look away.","squeamish about blood; feel squeamish; squeamish viewer","C1"
"Inundate","/ˈɪnəˌndeɪt/","v.","inundate, inundates, inundated, inundated, inundating","inundation (n.)","淹沒；泛濫；（信件等）如洪水般來到","The Dutch would sometimes inundate the land to hinder the Spanish army.","inundate with queries; inundate with requests; inundate with complaints","C1"
"Garbled","/ˈɡɑɹbəld/","adj.","garbled, more garbled, most garbled","None","引起誤解的；混淆的","The garbled transmission made it impossible to understand the rescue team's instructions.","data appears garbled; garbled list; garbled text","C1"
"Coerce","/koʊˈɝs/","v.","coerce, coerces, coerced, coerced, coercing","coercion (n.), coercive (adj.)","強制；脅迫","They coerced their children into going to the country park.","coerce prisoners; coerce into marriages; coerce labor","C1"
"Phlegmatic","/flɛˈɡmætɪk/","adj.","phlegmatic, more phlegmatic, most phlegmatic","phlegmatically (adv.)","冷靜的；沈著的；遲鈍的","Calm and phlegmatic, with a clear eye, Mr. Fogg seemed a perfect type of that English composure which Angelica Kauffmann has so skilfully represented on canvas.","phlegmatic account; curiously phlegmatic; word phlegmatic","C1"
"Corroborate","/kɚˈɑbɚˌeɪt/","v.","corroborate, corroborates, corroborated, corroborated, corroborating","corroboration (n.), corroborative (adj.)","證實；確證","First, the fireman may be killed. Second, he may not notice the signal at all. Third, in any case he will loyally corroborate his driver and the good old jury will discount that.","corroborate the findings; corroborate the hypothesis; corroborate witness testimony","C1"
"Sanguine","/ˈsæŋɡwɪn/","adj.","sanguine, more sanguine, most sanguine","sanguinely (adv.), sanguinity (n.)","樂觀的；紅潤的","Despite the setbacks, she remained sanguine about the company's long-term prospects.","sanguine outlook; remain sanguine about; sanguine expectations","C1"
"Lax","/ˈlæks/","adj.","lax, laxer, laxest","laxity (n.), laxly (adv.)","鬆弛的；放鬆的；不嚴格的","Security at the venue was so lax that anyone could walk in without showing identification.","lax security; lax regulations; morally lax","C1"
"Elapse","/ɪˈlæps/","v.","elapse, elapses, elapsed, elapsed, elapsing","None","（時間）過去；消逝","He allowed a month to elapse before beginning the work.","days elapse; time elapse; elapse before","C1"
"Meticulous","/məˈtɪkjələs/","adj.","meticulous, more meticulous, most meticulous","meticulously (adv.), meticulousness (n.)","極其細心的；一絲不苟的","The meticulous care with which the operation in Sicily was planned has paid dividends. Our casualties in men, in ships and materiel have been low—in fact, far below our estimate.","meticulous craftsmanship; meticulous analysis; meticulous attention","C1"
"Inhibition","/ˌɪnhəˈbɪʃən/","n.","inhibition, inhibitions","None","禁止；抑制；禁慾","Researchers observed that the drug caused a marked inhibition of enzyme activity in the treated cells.","without inhibition; social inhibition; lose all inhibition","C1"
"Sporadic","/spɚˈædɪk/","adj.","sporadic, more sporadic, most sporadic","sporadically (adv.)","零星的；斷斷續續的","Researchers observed only sporadic rainfall during the dry season, which limited crop yields that year.","sporadic references; sporadic public appearances; sporadic failures","C1"
"Domicile","/ˈdɑ.mɪ.saɪl/","n.","domicile, domiciles","None","住處；住所","The call to jury duty was sent to my legal domicile; too bad I was on vacation at the time.","legal domicile; permanent domicile; change of domicile","C1"
"Conjecture","/kəˈndʒɛktʃɚ/","n.","conjecture, conjectures","conjectural (adj.)","推測；猜測","I explained it, but it is pure conjecture whether he understood, or not.","mere conjecture; conjecture and speculation; hazard a conjecture","C1"
"Rash","/ˈɹæʃ/","adj.","rash, more rash, most rash","None","輕率的；魯莽的","It was rash of him to quit his job without having another one lined up.","a rash decision; rash and impulsive; rash judgment","C1"
