word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Conviction,/kənˈvɪkʃən/,n.,"conviction, convictions",convict (n.),guilty verdict; firm belief｜定罪；堅定的信念,She spoke with such conviction that everyone in the room believed she was telling the truth.,deep conviction; religious conviction; previous convictions,C1
Pragmatism,/ˈpræɡməˌtɪzəm/,n. [U],no changes,"pragmatic (adj.), pragmatist (n.)",pragmatism; a practical approach｜實用主義；務實作風,"The mayor was widely known for his political pragmatism, often choosing practical solutions over ideological purity.",political pragmatism; economic pragmatism; pure pragmatism,C1
Pragmatic,/præɡˈmætɪk/,adj.,"pragmatic, more pragmatic, most pragmatic","pragmatically (adv.), pragmatism (n.)",practical; pragmatic｜務實的；實用主義的,He was highly practical and would come up with pragmatic solutions on various issues.,a pragmatic approach; pragmatic solution; highly pragmatic,C1
Concurrent,/kənˈkɜrənt/,adj.,no changes,"concurrently (adv.), concurrence (n.)",happening at the same time; concurrent｜同時發生的；並發的,The two concurrent trials related to the same scandal attracted massive media attention simultaneously.,concurrent events; run concurrently; concurrent with,C1
Aftermath,/ˈæftərˌmæθ/,n.,"aftermath, aftermaths",None,aftermath; consequences｜後果；餘波,"In the aftermath of the earthquake, thousands of displaced families sought shelter in temporary camps.",in the aftermath; aftermath of the war; deal with the aftermath,B1
Plausible,/ˈplɔzəbəl/,adj.,"plausible, more plausible, most plausible","plausibility (n.), plausibly (adv.)",seemingly true; plausible｜貌似真實的；有道理的,"There is no definite answer, but if the question itself is analyzed, a plausible answer might surface.",a plausible explanation; plausible excuse; highly plausible,B1
Bilingual,/baɪˈlɪŋɡwəl/,adj.,no changes,bilingualism (n.),bilingual; fluent in two languages｜雙語的；能流利使用兩種語言的,Growing up in a bilingual household gave her a natural advantage when learning foreign languages at school.,bilingual education; become bilingual; bilingual dictionary,C1
Prior,/ˈpraɪər/,adj.,no changes,None,previous; prior｜先前的；在前的,"Prior to the Revolutionary War, the United States was a British colony.",prior to the meeting; weeks prior to; immediately prior to,B1
Resistant,/rɪˈzɪstənt/,adj.,"resistant, more resistant, most resistant","resistance (n.), resist (v.)",resistant; showing resistance｜抵抗的；有抵抗力的,Many of the older institutions were resistant to the sweeping technological changes proposed by the new administration.,water resistant; disease resistant; highly resistant,C1
Luxurious,/lʌɡˈʒʊriəs/,adj.,"luxurious, more luxurious, most luxurious","luxuriously (adv.), luxury (n.)",luxurious; extremely comfortable｜奢華的；極為舒適的,"As he got older, his cars became faster and probably more expensive and luxurious.",a luxurious hotel; luxurious lifestyle; extremely luxurious,B1
Ostentatious,/ˌɑstɛnˈteɪʃəs/,adj.,"ostentatious, more ostentatious, most ostentatious","ostentatiously (adv.), ostentation (n.)",ostentatious; showy｜炫耀的；賣弄的,His ostentatious display of jewelry and luxury cars made his wealth impossible to ignore.,ostentatious display; ostentatious lifestyle; rather ostentatious,B1
Flourish,/ˈflɜrɪʃ/,v.,"flourish, flourishes, flourished, flourished, flourishing",flourishing (v.),to thrive; to prosper｜繁榮；興旺,"This specific type of tropical plant flourishes in hot and humid regions, requiring minimal maintenance to grow.",begin to flourish; flourish in; businesses flourish,C1
Conspicuous,/kənˈspɪkjuəs/,adj.,"conspicuous, more conspicuous, most conspicuous",conspicuously (adv.),conspicuous; easily noticed｜顯眼的；引人注目的,The most conspicuous fact is that people now live better than half a century ago.,highly conspicuous; conspicuous consumption; conspicuous by its absence,B2
Evident,/ˈɛvədənt/,adj.,"evident, more evident, most evident","evidently (adv.), evidence (n.)",evident; obvious｜明顯的；明白的,It was evident from her expression that she was deeply upset by the unexpected news.,clearly evident; become evident; self-evident,B1
Vague,/veɪɡ/,adj.,"vague, more vague, most vague","vaguely (adv.), vagueness (n.)",vague; unclear｜模糊的；不明確的,"The news reports remain uncertain, and the details surrounding the incident are still clouded and extremely vague.",a vague idea; vague memory; deliberately vague,B1
Open-and-shut,/ˌoʊpən ən ˈʃʌt/,adj.,"open-and-shut, more open-and-shut, most open-and-shut",None,clear-cut; straightforward｜一目了然的；簡單明瞭的,The detective thought it was an open-and-shut case until the prime suspect was murdered.,an open-and-shut case; open-and-shut issue; seemingly open-and-shut,B1
Pioneering,/ˌpaɪəˈnɪrɪŋ/,adj.,"pioneering, more pioneering, most pioneering",pioneer (v.),pioneering; innovative｜開創性的；先驅的,Her pioneering research on gene editing opened up new possibilities in the treatment of hereditary diseases.,pioneering work; pioneering spirit; a pioneering study,C1
Pioneer,/ˌpaɪəˈnɪr/,n.,"pioneer, pioneers",pioneering (v.),pioneer; trailblazer｜先驅；拓荒者,"Marie Curie was a true pioneer in the field of radioactivity, winning two Nobel Prizes for her groundbreaking research.",a true pioneer; space pioneer; early pioneers,B1
Avant-garde,/ˌævɑnˈɡɑrd/,adj.,"avant-garde, more avant-garde, most avant-garde",None,avant-garde; pioneering｜前衛的；先鋒的,The gallery showcased avant-garde installations that challenged traditional notions of what art should look like.,avant-garde art; avant-garde film; extremely avant-garde,C1
Initial,/ɪˈnɪʃəl/,adj.,no changes,"initially (adv.), initiate (v.)",initial; beginning｜最初的；開始的,"Her initial reaction to the news was shock, but she quickly composed herself and began planning next steps.",initial reaction; initial stage; initial thought,C1
Trailblazing,/ˈtreɪlˌbleɪzɪŋ/,adj.,"trailblazing, more trailblazing, most trailblazing",trailblazer (n.),trailblazing; pioneering｜開創性的；先驅的,The engineer's trailblazing approach to battery design has already attracted interest from major automotive manufacturers.,trailblazing efforts; a trailblazing leader; trailblazing research,C1
Ambivalent,/æmˈbɪvələnt/,adj.,"ambivalent, more ambivalent, most ambivalent","ambivalently (adv.), ambivalence (n.)",conflicting; indecisive｜矛盾的；搖擺不定的,"She felt ambivalent about the job offer, torn between the higher salary and the longer commute.",feel ambivalent; ambivalent attitude; ambivalent about,C1
Bashful,/ˈbæʃfəl/,adj.,"bashful, more bashful, most bashful","bashfully (adv.), bashfulness (n.)",shy; bashful｜害羞的；羞怯的,"Suddenly becoming bashful in front of the large audience, the young boy could think of absolutely nothing to say.",a bashful smile; bashful about; quite bashful,B1
Conceited,/kənˈsitɪd/,adj.,"conceited, more conceited, most conceited","conceit (n.), conceitedly (adv.)",conceited; arrogant｜自負的；驕傲自滿的,"He was so conceited that he refused to accept any criticism of his work, insisting he was always right.",highly conceited; sound conceited; arrogant and conceited,B1
Haughty,/ˈhɔti/,adj.,"haughty, haughtier, haughtiest","haughtily (adv.), haughtiness (n.)",arrogant; haughty｜傲慢的；高傲的,"He was a haughty young musician with a loyal fan base, often treating local journalists with obvious disdain.",a haughty look; haughty demeanor; proud and haughty,B1
Egoistic,/ˌiɡoʊˈɪstɪk/,adj.,"egoistic, more egoistic, most egoistic","egoistically (adv.), egoism (n.)",self-centered; selfish｜自我中心的；自私自利的,Everything we experience is normally experienced from an egoistic point of view.,egoistic behavior; highly egoistic; an egoistic person,C1
Contemptuous,/kənˈtɛmptʃuəs/,adj.,"contemptuous, more contemptuous, most contemptuous","contemptuously (adv.), contempt (n.)",contemptuous; disdainful｜輕蔑的；鄙視的,The diplomat’s contemptuous disregard for international law led to a significant breakdown in negotiations.,a contemptuous look; contemptuous of; deeply contemptuous,B1
Assuming,/əˈsumɪŋ/,adj.,"assuming, more assuming, most assuming",assume (v.),self-righteous; arrogant｜自以為是的；傲慢的,"She was assuming in her manner, taking it for granted that everyone would follow her lead.",an assuming attitude; too assuming; highly assuming,B1
Arrogant,/ˈærəɡənt/,adj.,"arrogant, more arrogant, most arrogant","arrogantly (adv.), arrogance (n.)",arrogant; overbearing｜傲慢的；狂妄自大的,"His colleagues found him incredibly arrogant, refusing to consider their ideas even when they were clearly better than his own.",an arrogant tone; arrogant attitude; incredibly arrogant,B1
Compelling,/kəmˈpɛlɪŋ/,adj.,"compelling, more compelling, most compelling","compellingly (adv.), compel (v.)",compelling; convincing｜令人信服的；扣人心弦的,She made a compelling argument that changed everyone's mind.,compelling case; compelling argument; compelling evidence,B1
At random,/æt ˈrændəm/,adv.,no changes,None,randomly; arbitrarily｜隨機地；任意地,The teacher selected a student at random to answer the difficult question.,choose at random; pick at random; selected at random,B1
Propagate,/ˈprɑpəˌɡeɪt/,v.,"propagate, propagates, propagated, propagated, propagating","propagation (n.), propagator (n.)",to spread; to reproduce｜傳播；繁殖,Most plant species are propagated from freshly collected seeds sown immediately after harvest.,propagate ideas; propagate plants; successfully propagate,C1
Emerge,/ɪˈmɜrdʒ/,v.,"emerge, emerges, emerged, emerged, emerging","emergence (n.), emergent (adj.)",to appear; to emerge｜出現；浮現,Serious structural problems began to emerge only a few months after the corporate merger was officially completed.,emerge from; slowly emerge; evidence emerges,B1
Dormant,/ˈdɔrmənt/,adj.,no changes,dormancy (n.),dormant; static｜休眠的；靜止的,"During the prolonged drought, many desert seeds remain dormant in the soil until sufficient rainfall triggers germination.",lie dormant; dormant volcano; remain dormant,C1
Inactive,/ɪnˈæktɪv/,adj.,"inactive, more inactive, most inactive",inactivity (n.),inactive; idle｜不活動的；閒置的,"After his retirement from the military, he led a relatively inactive life compared to his previous demanding career.",physically inactive; remain inactive; currently inactive,B1
Preserve,/prɪˈzɜrv/,v.,"preserve, preserves, preserved, preserved, preserving","preservation (n.), preservative (n.)",to protect; to preserve｜保護；保存,Archaeologists carefully document each excavation site in order to preserve fragile artifacts for future scholarly analysis.,preserve the environment; preserve tradition; carefully preserve,C1
Supplement,/ˈsʌpləmənt/,v.,"supplement, supplements, supplemented, supplemented, supplementing","supplementary (adj.), supplementation (n.)",to supplement; to add｜補充；增補,Many students supplement their lecture notes with material drawn from peer-reviewed academic journals.,supplement income; supplement the diet with vitamins; supplement a report with evidence,C1
Supplementary,/ˌsʌpləˈmɛntəri/,adj.,"supplementary, more supplementary, most supplementary",supplement (n.),supplementary; additional｜補充的；附加的,I want my child to spend more time on the supplementary reading materials.,supplementary materials; supplementary income; supplementary reading,C1
Extensive,/ɪkˈstɛnsɪv/,adj.,"extensive, more extensive, most extensive","extensively (adv.), extension (n.)",wide-ranging; extensive｜廣泛的；大量的,The research team conducted extensive surveys across multiple continents to gather sufficient data for their study.,extensive damage; extensive knowledge; extensive research,B1
Steep,/stip/,v.,"steep, steeps, steeped, steeped, steeping",None,to soak; to steep｜浸泡；使沉浸於,"To extract the most flavor from the premium leaves, you should steep the tea in boiling water for at least five minutes.",steep tea leaves; let it steep; steep oneself in,C1
Contract,/kənˈtrækt/,v.,"contract, contracts, contracted, contracted, contracting",contraction (n.),to shrink; to contract; to become infected｜收縮；感染,"When metal is exposed to cold temperatures, it tends to contract and become slightly smaller in size.",muscles contract; contract a virus; contract slightly,C1
Halt,/hɔlt/,n.,"halt, halts",halting (adj.),a pause; a halt｜暫停；停頓,The sudden failure of the local electrical grid brought industrial production to a complete halt for several hours.,grind to a halt; bring to a halt; temporary halt,B1
Penchant,/ˈpɛntʃənt/,n.,"penchant, penchants",None,a strong liking for; a penchant for｜對...的強烈愛好,My neighbors have a strong penchant for hosting loud barbecue parties and serving burgers and fries every weekend.,a penchant for drama; penchant for sweets; develop a penchant for,B1
Inundate,/ˈɪnʌnˌdeɪt/,v.,"inundate, inundates, inundated, inundated, inundating",inundation (n.),to flood; to overwhelm｜淹沒；使應接不暇,The customer service department was inundated with complaints after the faulty product was released.,inundate with calls; inundate the market; completely inundate,C1
Misconception,/ˌmɪskənˈsɛpʃən/,n.,"misconception, misconceptions",None,misunderstanding; misconception｜誤解；錯誤觀念,There is a popular misconception that only poor people get these diseases.,common misconception; clear up a misconception; widespread misconception,B2
Modify,/ˈmɑdəˌfaɪ/,v.,"modify, modifies, modified, modified, modifying","modification (n.), modifier (n.)",to change; to modify｜修改；更改,The engineering team needs to modify the software to meet the specific requirements of our new enterprise clients.,modify behavior; slightly modify; modify a plan,C1
Swift,/swɪft/,adj.,"swift, swifter, swiftest","swiftly (adv.), swiftness (n.)",fast; quick; rapid｜迅速的；敏捷的,The government's swift response to the flood disaster saved hundreds of lives.,swift action; swift response; swift recovery,B1
Ambidexterity,/ˌæmbidɛkˈstɛrəti/,n. [U],no changes,ambidextrous (adj.),the ability to use both hands equally well｜雙手都很靈巧,Her ambidexterity allowed her to write clearly with either hand.,demonstrate ambidexterity; natural ambidexterity; strategic ambidexterity,B1
Gigantic,/dʒaɪˈɡæntɪk/,adj.,"gigantic, more gigantic, most gigantic",gigantically (adv.),huge; gigantic; enormous｜巨大的；龐大的,The gigantic wave crashed onto the beach and swept away several beach umbrellas and chairs.,a gigantic task; gigantic proportions; truly gigantic,B1
Domestic,/dəˈmɛstɪk/,adj.,"domestic, more domestic, most domestic","domestically (adv.), domesticate (v.)",domestic; household; of the home｜國內的；家庭的,She had not gone to school here and her role was mainly helping with domestic chores.,domestic market; domestic flights; domestic violence,B1
Timid,/ˈtɪmɪd/,adj.,"timid, more timid, most timid","timidly (adv.), timidity (n.)",shy; timid; lacking courage｜膽小的；羞怯的,"I was much too timid to ask for what I wanted during the negotiation, resulting in a less favorable contract.",a timid smile; feel timid; timid about,B1
Vanish,/ˈvænɪʃ/,v.,"vanish, vanishes, vanished, vanished, vanishing",vanishing (v.),to disappear; to vanish｜消失；絕跡,The suspect managed to vanish without a trace before the police arrived at the scene.,vanish into thin air; suddenly vanish; completely vanish,C1
Poetic,/poʊˈɛtɪk/,adj.,"poetic, more poetic, most poetic","poetically (adv.), poetry (n.)",poetic; lyrical｜詩意的；充滿詩意的,The poetic landscape attracted many tourists who wanted to experience its unique beauty.,poetic justice; poetic language; highly poetic,C1
Eminent,/ˈɛmənənt/,adj.,"eminent, more eminent, most eminent","eminence (n.), eminently (adv.)",famous; prominent; eminent｜著名的；顯赫的,It was a grand event attended by hundreds of the country's most eminent scholars.,an eminent scientist; eminent scholar; eminent figure,B2
Heritage,/ˈhɛrɪtɪdʒ/,n. [U],no changes,None,heritage; legacy; tradition｜遺產；傳統,The ancient temple is part of our cultural heritage that must be preserved for future generations to appreciate.,cultural heritage; rich heritage; national heritage,C1
Vicious,/ˈvɪʃəs/,adj.,"vicious, more vicious, most vicious","viciously (adv.), viciousness (n.)",evil; vicious; cruel｜邪惡的；凶殘的,"While we were at his place, we were forced to listen to his vicious remarks.",a vicious circle; vicious attack; vicious dog,B1
Vice,/vaɪs/,n. [U],no changes,None,vice; wickedness; corruption｜惡習；墮落,"Two decades ago, the city was considered by the police to be a haven of vice.",vice and virtue; secret vice; political vice,C1
Immoral,/ɪˈmɒrəl/,adj.,"immoral, more immoral, most immoral","immorality (n.), immorally (adv.)",immoral; unethical｜不道德的,"What he did was not grossly immoral, but it was certainly irresponsible.",grossly immoral; immoral behavior; considered immoral,C1
Depraved,/dɪˈpreɪvd/,adj.,"depraved, more depraved, most depraved",depravity (n.),depraved; corrupt｜墮落的；腐化的,The court heard shocking testimony about the depraved acts committed by the suspect over several years.,a depraved mind; depraved act; deeply depraved,C1
Profligate,/ˈprɑflɪɡət/,adj.,"profligate, more profligate, most profligate",profligacy (n.),extravagant; licentious｜揮霍的；放蕩的,We should not tolerate the mayor’s profligate use of taxpayers’ money.,profligate spending; profligate lifestyle; wildly profligate,B1
Blameworthy,/ˈbleɪmˌwɜrði/,adj.,"blameworthy, more blameworthy, most blameworthy",None,deserving blame｜應受責備的,The committee concluded that the manager's decision was blameworthy and had directly caused the accident.,morally blameworthy; highly blameworthy; considered blameworthy,C1
Meager,/ˈmiɡər/,adj.,"meager, more meager, most meager","meagerly (adv.), meagerness (n.)",scanty; meager｜微薄的；貧乏的,She lived on a meager salary that barely covered her rent and basic food expenses.,a meager income; meager portions; meager existence,B1
Destitute,/ˈdɛstəˌtut/,adj.,"destitute, more destitute, most destitute",destitution (n.),destitute; impoverished｜一貧如洗的；赤貧的,The devastating flood left thousands of people completely destitute and homeless just before the harsh winter began.,leave destitute; completely destitute; destitute and homeless,B1
Overjoyed,/ˌoʊvərˈdʒɔɪd/,adj.,"overjoyed, more overjoyed, most overjoyed",None,ecstatic; extremely happy｜狂喜的；極度高興的,Susan is overjoyed to have her husband safely back from the front line.,absolutely overjoyed; overjoyed to hear; overjoyed at,B1
Upbeat,/ˈʌpˌbit/,adj.,"upbeat, more upbeat, most upbeat",None,optimistic; cheerful｜樂觀的；快樂的,"Despite facing numerous personal difficulties, my brother remains a genuinely upbeat guy who always smiles.",upbeat mood; stay upbeat; generally upbeat,B1
Elated,/ɪˈleɪtɪd/,adj.,"elated, more elated, most elated",elation (n.),elated; jubilant｜興高采烈的,She was absolutely elated when she found out she had been accepted into her dream university.,feel elated; absolutely elated; elated by the news,B1
