"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Sedate","/sɪˈdeɪt/","adj.","sedate, more sedate, most sedate","sedation (n.), sedative (adj.), sedateness (n.)","characterized by dignity and propriety","The sedate atmosphere of the library encouraged quiet study and reflection.","sedate manner; sedate pace; sedate atmosphere","C2"
"Seminal","/ˈsɛmənəl/","adj.","seminal, more seminal, most seminal","None","pertaining to or containing or consisting of semen","The scientist's seminal research on genetics paved the way for future discoveries in the field.","seminal work; seminal idea; seminal paper","C2"
"Sentient","/ˈsɛn.ʃi.ənt/","adj.","no changes","sentience (n.), sentiency (n.)","endowed with feeling and unstructured consciousness","As a sentient being, she was deeply aware of the emotions and experiences of those around her.","sentient being; sentient creature; sentient life","C2"
"Scurrilous","/ˈskɝələs/","adj.","scurrilous, more scurrilous, most scurrilous","scurrility (n.)","expressing offensive reproach","The politician's scurrilous comments about his opponent were condemned by both parties.","scurrilous attack; scurrilous language; scurrilous remark","C2"
"Sentinel","/ˈsɛntənəl/","n.","sentinel, sentinels","None","a person employed to keep watch for some anticipated event","The sentinel stood watch throughout the night, alert to any sign of danger.","sentinel duty; vigilant sentinel; sentinel post","C2"
"Sedulous","/ˈsɛdʒʊləs/","adj.","sedulous, more sedulous, most sedulous","sedulously (adv.), sedulity (n.)","marked by care and persistent effort","His sedulous work ethic earned him a reputation as one of the most dedicated employees in the company.","sedulous effort; sedulous pursuit; sedulous attention","C2"
"Semblance","/ˈsɛmbləns/","n.","semblance, semblances","None","an outward or token appearance or form that is deliberately misleading","The semblance of normality was shattered when the true extent of the corruption was revealed.","semblance of order; mere semblance; deceptive semblance","C2"
"Serpentine","/ˈsɝpəˌntaɪn/","adj.","serpentine, more serpentine, most serpentine","None","resembling a serpent in form","The garden path had a serpentine design, winding gracefully through the flower beds.","serpentine movement; serpentine shape; serpentine path","C2"
"Servile","/ˈsɝvəl/","adj.","servile, more servile, most servile","servility (n.), servilely (adv.)","submissive or fawning in attitude or behavior","The servile attitude of the assistant was off-putting to those who valued independence and respect.","servile attitude; servile behavior; servile submission","C2"
"Sextant","/ˈsɛk.stənt/","n.","sextant, sextants","None","a unit of angular distance equal to 60 degrees","Using a sextant, the navigator calculated the ship's position with precision.","navigate with a sextant; sextant reading; use a sextant","C2"
"Sibilant","/ˈsɪb.ɪ.lənt/","n.","sibilant, sibilants","sibilate (v.)","a consonant characterized by a hissing sound (like s or sh)","The sibilant sound of the wind through the trees added to the eerie atmosphere of the night.","sibilant sound; sibilant hiss; sibilant consonant","C2"
"Serendipity","/ˌsɛɹəˈndɪpɪti/","n.","serendipity, serendipities","serendipitous (adj.), serendipitously (adv.)","good luck in making unexpected and fortunate discoveries","Their meeting was a stroke of serendipity, leading to a successful business partnership.","stroke of serendipity; serendipity moment; serendipity discovery","C2"
"Skeptical","/ˈskɛptəkəl/","adj.","skeptical, more skeptical, most skeptical","skepticism (n.), skeptically (adv.)","denying or questioning the tenets of especially a religion","The professor took a skeptical view of the new theory, demanding more evidence before accepting it.","skeptical view; skeptical stance; skeptical of claims","C2"
"Sinecure","/ˈsaɪ.nəˌkjʊɹ/","n.","sinecure, sinecures","None","a benefice to which no spiritual or pastoral duties are attached","The wealthy patron was given a sinecure as a churchwarden, requiring no actual work but providing a generous income.","lucrative sinecure; cushy sinecure; sought-after sinecure","C2"
"Sinuous","/ˈsɪnwəs/","adj.","sinuous, more sinuous, most sinuous","sinuosity (n.), sinuousness (n.)","curved or curving in and out","The snake moved in a sinuous pattern through the grass, its body curving gracefully with each movement.","sinuous river; sinuous dance; sinuous path","C2"
"Solicitous","/səˈlɪsətəs/","adj.","solicitous, more solicitous, most solicitous","solicitude (n.), solicitously (adv.)","full of anxiety and concern","The parents were solicitous about their child's health, constantly checking for any signs of illness after the outbreak.","solicitous parent; solicitous concern; solicitous care","C2"
"Saturate","/ˈsætʃɚˌeɪt/","v.","saturate, saturates, saturated, saturated, saturating","saturation (n.)","cause (a chemical compound, vapour, solution, magnetic material) to unite with the greatest possible amount of another substance","The sponge quickly saturated with water, absorbing as much as it could hold.","saturate with water; saturate the market; saturate the solution","C2"
"Sequester","/sɪˈkwɛstɚ/","v.","sequester, sequesters, sequestered, sequestered, sequestering","sequestration (n.)","requisition forcibly, as of enemy property","During the war, the government decided to sequester the enemy's assets to prevent them from funding further conflict.","sequester assets; sequester jury; sequester property","C2"
"Solicit","/səˈlɪsɪt/","v.","solicit, solicits, solicited, solicited, soliciting","solicitor (n.), solicitation (n.)","make a solicitation or entreaty for something; request urgently or persistently","The charity worker continued to solicit donations, urging people to contribute whatever they could to the cause.","solicit donations; solicit feedback; solicit support","C2"
"Sinewy","/ˈsɪnjui/","adj.","sinewy, more sinewy, most sinewy","sinew (n.)","(of meat) full of sinews; especially impossible to chew","The sinewy texture of the beef brisket made it challenging to chew, even after hours of slow cooking.","sinewy texture; sinewy meat; sinewy arms","C2"
"Skittish","/ˈskɪtɪʃ/","adj.","skittish, more skittish, most skittish","skittishness (n.)","unpredictably excitable (especially of horses)","The skittish colt danced around the corral, its movements unpredictable and full of nervous energy.","skittish horse; skittish behavior; skittish market","C2"
"Somber","/ˈsɑmbɚ/","adj.","somber, more somber, most somber","somberly (adv.), somberness (n.)","lacking brightness or color; dull","The somber atmosphere at the funeral was broken only by occasional quiet sobs from the mourners.","somber mood; somber expression; somber atmosphere","C2"
"Sate","/ˈseɪt/","v.","sate, sates, sated, sated, sating","None","fill to satisfaction","After a long day of hiking, the meal of steak and potatoes served to sate their hunger completely.","sate hunger; sate curiosity; sate appetite","C2"
"Sonorous","/ˈsɑnɚəs/","adj.","sonorous, more sonorous, most sonorous","sonority (n.), sonorousness (n.)","full and loud and deep","The priest's sonorous voice echoed through the cathedral, reaching every corner with its deep resonance.","sonorous voice; sonorous sound; sonorous speech","C2"
"Scrutinize","/ˈskɹutəˌnaɪz/","v.","scrutinize, scrutinizes, scrutinized, scrutinized, scrutinizing","scrutiny (n.), scrutinizer (n.)","to look at critically or searchingly, or in minute detail","The detective scrutinized the evidence, looking for any small detail that might solve the case.","scrutinize evidence; scrutinize closely; scrutinize data","C2"
"Sporadic","/spɚˈædɪk/","adj.","sporadic, more sporadic, most sporadic","sporadically (adv.)","recurring in scattered and irregular or unpredictable instances","The power outages occurred sporadically, making it difficult for residents to plan their days.","sporadic outbreaks; sporadic rain; sporadic incidents","C2"
"Sophisticated","/səˈfɪstəˌkeɪtɪd/","adj.","sophisticated, more sophisticated, most sophisticated","sophistication (n.)","having or showing refined knowledge, taste, or complexity; technologically advanced","The new system uses sophisticated algorithms to detect fraud in real time.","sophisticated technology; sophisticated palate; sophisticated audience","C2"
"Spurious","/ˈspjʊɹiəs/","adj.","spurious, more spurious, most spurious","spuriously (adv.), spuriousness (n.)","plausible but false","The spurious claim that the product was organic was quickly debunked by consumer advocacy groups.","spurious claim; spurious argument; spurious evidence","C2"
"Squander","/ˈskwɑndɚ/","v.","squander, squanders, squandered, squandered, squandering","squanderer (n.)","spend thoughtlessly; throw away","He squandered his inheritance on frivolous purchases, leaving himself with nothing after just a few years.","squander money; squander opportunity; squander resources","C2"
"Stagnant","/ˈstæɡnənt/","adj.","stagnant, more stagnant, most stagnant","stagnate (v.), stagnancy (n.)","not circulating or flowing","The stagnant pond bred mosquitoes and emitted an unpleasant odor, prompting calls for its cleanup.","stagnant water; stagnant economy; stagnant air","C2"
"Somnolent","/ˈsɑmnələnt/","adj.","somnolent, more somnolent, most somnolent","somnolence (n.)","inclined to or marked by drowsiness","The somnolent cat lay curled up on the windowsill, barely stirring even when the doorbell rang.","somnolent state; somnolent afternoon; somnolent feeling","C2"
"Sordid","/ˈsɔɹdəd/","adj.","sordid, more sordid, most sordid","sordidly (adv.), sordidness (n.)","morally degraded","The sordid details of the scandal shocked the community, revealing a side of the politician they had never seen.","sordid affair; sordid history; sordid details","C2"
"Staunch","/ˈstɔntʃ/","adj.","staunch, stauncher, staunchest","staunchness (n.)","firm and dependable especially in loyalty","The staunch defender of civil rights never wavered in her commitment to justice, even in the face of adversity.","staunch supporter; staunch ally; staunch defender","C2"
"Stellar","/ˈstɛlɚ/","adj.","stellar, more stellar, most stellar","None","indicating the most important performer or role","The young actress gave a stellar performance, outshining even the most experienced members of the cast.","stellar performance; stellar reputation; stellar career","C2"
"Stentorian","/stɛnˈtɔː.ɹi.ən/","adj.","stentorian, more stentorian, most stentorian","stentor (n.)","used of the voice","The sergeant's stentorian voice boomed across the parade ground, ensuring every soldier heard his commands.","stentorian voice; stentorian roar; stentorian shout","C2"
"Steadfast","/ˈstɛˌdfæst/","adj.","steadfast, more steadfast, most steadfast","steadfastness (n.)","marked by firm determination or resolution; not shakable","Despite the challenges, she remained steadfast in her decision to pursue a career in medicine, never doubting her choice.","steadfast resolve; steadfast loyalty; steadfast commitment","C2"
"Stipulate","/ˈstɪpjəˌleɪt/","v.","stipulate, stipulates, stipulated, stipulated, stipulating","stipulation (n.), stipulatory (adj.)","specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement","The contract stipulated that all work must be completed by the end of the year, leaving no room for delays.","stipulate terms; stipulate conditions; stipulate requirements","C2"
"Specious","/ˈspiʃəs/","adj.","specious, more specious, most specious","speciously (adv.), speciousness (n.)","plausible but false","The specious argument, though convincing at first, fell apart under closer scrutiny, revealing its flaws.","specious argument; specious reasoning; specious claim","C2"
"Stigma","/ˈstɪɡmə/","n.","stigma, stigmas","stigmatic (adj.), stigmatize (v.)","a mark of disgrace associated with a particular circumstance, quality, or person","The stigma of the flower was covered in pollen grains after the bee's visit.","stigma attached; stigma surrounding; stigma of mental illness","C2"
"Squalid","/ˈskwɑləd/","adj.","squalid, more squalid, most squalid","squalidness (n.)","morally degraded","The squalid conditions of the abandoned building made it unsafe for habitation.","squalid conditions; squalid living; squalid environment","C2"
"Stoic","/ˈstoʊɪk/","adj.","stoic, stoicer, stoicest","stoically (adv.), stoicism (n.)","seeming unaffected by pleasure or pain; impassive","Despite the chaos around him, the stoic captain remained calm and focused.","stoic demeanor; stoic expression; stoic silence","C2"
"Stringent","/ˈstɹɪndʒənt/","adj.","stringent, more stringent, most stringent","stringency (n.)","demanding strict attention to rules and procedures","The company enforced stringent security measures following the data breach.","stringent regulations; stringent measures; stringent requirements","C2"
"Staid","/ˈsteɪd/","adj.","staid, staider, staidest","staidness (n.)","characterized by dignity and propriety","The staid gentleman was known for his dignified demeanor and proper conduct.","staid personality; staid demeanor; staid appearance","C2"
"Strut","/ˈstɹʌt/","v.","strut, struts, strutted, strutted, strutting","None","to walk with a lofty proud gait, often in an attempt to impress others","He tried to strut confidently across the room, but his nerves made him stumble.","strut across; strut around; strut into","C2"
"Soporific","/ˌsɑp.əˈɹɪf.ɪk/","adj.","soporific, more soporific, most soporific","soporifically (adv.)","sleep inducing","The soporific lecture on economic theory had many students nodding off.","soporific effect; soporific drug; soporific lecture","C2"
"Stratagem","/ˈstɹætədʒəm/","n.","stratagem, stratagems","None","a maneuver in a game or conversation","Her stratagem to outwit her opponent involved a clever misdirection.","stratagem devised; stratagem employed; stratagem in negotiation","C2"
"Subjugate","/ˈsʌbdʒəˌɡeɪt/","v.","subjugate, subjugates, subjugated, subjugated, subjugating","subjugator (n.), subjugation (n.)","put down by force or intimidation","The invading army sought to subjugate the local population through fear and control.","subjugate people; subjugate nation; subjugate opposition","C2"
"Submissive","/səˈbmɪsɪv/","adj.","submissive, more submissive, most submissive","submit (v.), submissiveness (n.)","inclined or willing to submit to orders or wishes of others or showing such inclination","The submissive dog quickly obeyed its owner's commands without hesitation.","submissive behavior; submissive attitude; submissive nature","C2"
"Subordinate","/səˈbɔɹdəˌneɪt/","n.","subordinate, subordinates","subordination (n.), subordinateness (n.)","an assistant subject to the authority or control of another","The manager delegated the task to her subordinate, trusting his expertise.","subordinate role; subordinate position; subordinate staff","C2"
"Sublime","/səˈblaɪm/","adj.","sublime, more sublime, most sublime","sublimate (n.), sublimity (n.)","inspiring awe","The view from the mountain was so sublime that it left them speechless.","sublime beauty; sublime moment; sublime experience","C2"
"Stupor","/ˈstupɚ/","n.","stupor, stupors","stuporous (adj.)","a state of near-unconsciousness or insensibility","In a stupor of shock, she struggled to process the sudden accident.","stupor induced; stupor of shock; stupor caused by","C2"
"Subservient","/səˈbsɝviənt/","adj.","subservient, more subservient, most subservient","subserve (v.), subservience (n.), subservientness (n.)","prepared to obey others unquestioningly; less important; subordinate","He felt frustrated by his role as a subservient to a boss who took credit for his ideas.","subservient role; subservient position; subservient attitude","C2"
"Subpoena","/səˈpinə/","v.","subpoena, subpoenas, subpoenaed, subpoenaed, subpoenaing","None","serve or summon with a subpoena","The lawyer was subpoenaed to testify in the high-profile court case.","subpoena issued; subpoena served; subpoena received","C2"
"Substantive","/ˈsʌbstəntɪv/","adj.","substantive, more substantive, most substantive","substantival (adj.)","having a firm basis in reality and being therefore important, meaningful, or considerable","The committee focused on substantive issues rather than getting distracted by minor details.","substantive change; substantive evidence; substantive discussion","C2"
"Subside","/səˈbsaɪd/","v.","subside, subsides, subsided, subsided, subsiding","subsiding (n.), subsidence (n.)","wear off or die down","After the storm, the floodwaters gradually subsided, revealing the extent of the damage.","subside quickly; subside gradually; subside over time","C2"
"Subversive","/səˈbvɝsɪv/","adj.","subversive, more subversive, most subversive","subvert (v.), subversiveness (n.)","in opposition to a civil authority or government","The subversive group aimed to overthrow the government through covert means.","subversive activities; subversive element; subversive group","C2"
"Subsequent","/ˈsʌbsəkwənt/","adj.","no changes","subsequence (n.), subsequentness (n.)","following in time or order","Subsequent events proved that their initial decision had been the correct one.","subsequent events; subsequent actions; subsequent development","C2"
"Supersede","/ˌsupɚˈsid/","v.","supersede, supersedes, superseded, superseded, superseding","supersedure (n.), supersession (n.)","take the place or move into the position of","The new technology will supersede the old system, improving efficiency across the board.","supersede previous; supersede outdated; supersede existing","C2"
"Subtle","/ˈsʌtəl/","adj.","subtle, subtler, subtlest","None","difficult to detect or grasp by the mind or analyze","The subtle flavors of the dish were appreciated by the experienced food critic.","subtle difference; subtle change; subtle hint","C2"
"Superficial","/ˌsupɚˈfɪʃəl/","n.","superficial, superficials","superficies (n.), superficiality (n.)","A surface detail.","The superficial scratches of the table were barely noticeable after the refinishing.","superficial resemblance; superficial analysis; superficial understanding","C2"
"Stolid","/ˈstɑləd/","adj.","stolid, more stolid, most stolid","stolidity (n.), stolidness (n.)","having or revealing little emotion or sensibility; not easily aroused or excited; - Nordhoff & Hall","The stolid accountant rarely showed emotion, even during stressful situations.","stolid expression; stolid demeanor; stolid silence","C2"
"Stultify","/ˈstʌltəˌfaɪ/","v.","stultify, stultifies, stultified, stultified, stultifying","stultification (n.)","prove to be of unsound mind or demonstrate someone's incompetence","His erratic behavior and poor decisions began to stultify his career prospects.","stultify efforts; stultify progress; stultify creativity","C2"
"Satiate","/ˈsæʃət/","v.","satiate, satiates, satiated, satiated, satiating","satiety (n.), satiation (n.)","fill to satisfaction","After a long day of hiking, the meal completely satiated their hunger.","satiate hunger; satiate desire; satiate appetite","C2"
"Supple","/ˈsʌpəl/","adj.","supple, suppler, supplest","suppleness (n.)","moving and bending with ease","The gymnast's supple movements and ability to bend with ease impressed the judges.","supple movements; supple leather; supple body","C2"
"Supplant","/səˈplænt/","v.","supplant, supplants, supplanted, supplanted, supplanting","supplanter (n.), supplanting (n.)","take the place or move into the position of","The new software will eventually supplant the outdated system currently in use.","supplant the old system; supplant traditional methods; supplant outdated technology","C2"
"Superfluous","/ˈsupɚfˌlwʌs/","adj.","no changes","superfluity (n.)","serving no useful purpose; having no excuse for being","The extra decorations were superfluous and did not add any real value to the event.","superfluous details; superfluous expenses; superfluous information","C2"
"Succor","/ˈsʌkɚ/","n.","succor, succors","succorer (n.)","assistance in time of difficulty","The stranded hiker received succor from a passing traveler who offered food and water.","provide succor; offer succor; in need of succor","C2"
"Sundry","/ˈsʌndɹi/","adj.","sundry, sundrier, sundriest","None","consisting of a haphazard assortment of different kinds","The shop carried sundry items, from groceries to household goods, catering to diverse needs.","sundry items; sundry topics; sundry occasions","C2"
"Supplicate","/ˈsʌplɪˌkeɪt/","v.","supplicate, supplicates, supplicated, supplicated, supplicating","suppliant (n.), supplicant (adj.), supplication (n.), supplicatory (adj.)","ask humbly (for something)","The villagers gathered to supplicate the gods for a bountiful harvest and good fortune.","supplicate for mercy; supplicate the court; supplicate humbly","C2"
"Supine","/səˈpaɪn/","adj.","no changes","supineness (n.)","lying on the back with face upward; inactive or passive","After a long day, he lay supine on the couch, too tired to move or engage in any activity.","supine position; supine posture; supine attitude","C2"
"Succinct","/səˈksɪŋkt/","adj.","succinct, more succinct, most succinct","succinctness (n.)","briefly giving the gist of something","The professor's succinct explanation helped the students grasp the complex concept quickly.","succinct summary; succinct explanation; succinct statement","C2"
"Surmise","/sɚˈmaɪz/","v.","surmise, surmises, surmised, surmised, surmising","surmisal (n.)","infer from incomplete evidence","Based on the evidence, the detective could only surmise what had happened at the crime scene.","surmise the outcome; surmise the truth; surmise from evidence","C2"
"Suppress","/səˈpɹɛs/","v.","suppress, suppresses, suppressed, suppressed, suppressing","suppresser (n.), suppressor (n.), suppression (n.), suppressive (adj.)","To put an end to, especially with force, to crush, do away with; to prohibit, subdue.","The government worked to suppress the rebellion, using both military force and propaganda.","suppress a rebellion; suppress evidence; suppress emotions","C2"
"Susceptible","/səˈsɛptəbəl/","adj.","susceptible, more susceptible, most susceptible","susceptibility (n.), susceptibleness (n.)","(often followed by `of' or `to') yielding readily to or capable of","She is highly susceptible to allergies, especially during the spring season.","susceptible to disease; susceptible of change; susceptible to influence","C2"
"Symmetry","/ˈsɪmətɹi/","n.","symmetry, symmetries","symmetric (adj.), symmetrise (v.), symmetrize (v.)","Exact correspondence on either side of a dividing line, plane, center or axis.","The symmetry of the building's architecture was striking, with each side mirroring the other.","perfect symmetry; symmetry in nature; symmetry of design","C2"
"Surreptitious","/ˌsɝəˈptɪʃəs/","adj.","surreptitious, more surreptitious, most surreptitious","None","marked by quiet and caution and secrecy; taking pains to avoid being observed","The spy made a surreptitious entry into the building, careful to avoid being seen by security.","surreptitious glance; surreptitious meeting; surreptitious behavior","C2"
"Synthesis","/ˈsɪnθəsəs/","n.","synthesis, syntheses","synthetic (adj.), synthesise (v.), synthesist (n.), synthetical (adj.)","the process of producing a chemical compound (usually by the union of simpler chemical compounds)","The chemist focused on the synthesis of new compounds to develop more effective medications.","chemical synthesis; synthesis of ideas; synthesis process","C2"
"Synthetic","/sɪˈnθɛtɪk/","adj.","no changes","synthesis (n.)","Of, or relating to synthesis.","The synthetic fabric was designed to mimic the properties of natural fibers while being more durable.","synthetic materials; synthetic drugs; synthetic fibers","C2"
"Tacit","/ˈtæsɪt/","adj.","tacit, more tacit, most tacit","None","implied by or inferred from actions or statements","Her tacit agreement was evident in her nod, though she didn't say anything to confirm it.","tacit agreement; tacit approval; tacit understanding","C2"
"Sustain","/səˈsteɪn/","v.","sustain, sustains, sustained, sustained, sustaining","sustainer (n.), sustenance (n.), sustainable (adj.), sustainment (n.)","lengthen or extend in duration or space","The team's efforts to sustain their winning streak paid off as they clinched another victory.","sustain an injury; sustain a relationship; sustain growth","C2"
"Tardy","/ˈtɑɹdi/","adj.","tardy, tardier, tardiest","tardiness (n.)","after the expected or usual time; delayed","The tardy student rushed into class, apologizing for being late due to the traffic.","tardy arrival; tardy response; tardy student","C2"
"Surfeit","/ˈsɝfət/","n.","surfeit, surfeits","None","the state of being more than full","The surfeit of food at the banquet left guests overwhelmed and unable to try everything.","surfeit of food; surfeit of information; surfeit of wealth","C2"
"Tangible","/ˈtændʒəbəl/","n.","tangible, tangibles","tangibly (adv.), tangibility (n.)","A physical object; something that can be touched.","The artist worked with various tangible materials, from clay to metal, to create his sculptures.","tangible evidence; tangible benefits; tangible results","C2"
"Temperance","/ˈtɛmpɚəns/","n. [U]","no changes","temper (v.)","the trait of avoiding excesses","His temperance was admirable; he always avoided excess and lived a balanced life.","temperance movement; temperance in eating; temperance society","C2"
"Sycophant","/ˈsaɪkəfənt/","n.","sycophant, sycophants","sycophancy (n.), sycophantic (adj.)","a person who tries to please someone in order to gain a personal advantage","The sycophant praised the boss constantly, hoping to gain favor and secure a promotion.","obnoxious sycophant; sycophant at work; sycophant behavior","C2"
"Tantamount","/ˈtæntəˌmaʊnt/","adj.","no changes","None","being essentially equal to something","Ignoring the safety rules is tantamount to risking your life and the lives of others.","tantamount to treason; tantamount to fraud; tantamount to surrender","C2"
"Taciturn","/ˈtæsɪˌtɝn/","adj.","taciturn, more taciturn, most taciturn","taciturnity (n.)","habitually reserved and uncommunicative","Known for being taciturn, he rarely spoke, leaving others to wonder what he was thinking.","taciturn nature; taciturn personality; taciturn demeanor","C2"
"Tenet","/ˈtɛnət/","n.","tenet, tenets","None","a religious doctrine that is proclaimed as true without proof","The religious group upheld the tenet of non-violence, believing it to be a fundamental truth.","fundamental tenet; religious tenet; tenet of faith","C2"
"Tentative","/ˈtɛntətɪv/","adj.","tentative, more tentative, most tentative","None","Of or pertaining to a trial or trials; essaying; experimental.","The scientist conducted a tentative experiment to test the new hypothesis before moving on to a full study.","tentative plan; tentative agreement; tentative schedule","C2"
"Tedious","/ˈtidiəs/","adj.","tedious, more tedious, most tedious","tedium (n.), tediousness (n.)","Boring, monotonous, time-consuming, wearisome, livelong.","The lecture was so tedious that half the audience fell asleep within the first hour.","tedious task; tedious process; tedious lecture","C2"
"Tenacious","/təˈneɪʃəs/","adj.","tenacious, more tenacious, most tenacious","tenaciously (adv.), tenacity (n.)","good at remembering","Despite the passage of time, she remained tenacious in her recollection of details from her childhood.","tenacious memory; tenacious grip; tenacious effort","C2"
"Temerity","/təˈmɛɹəti/","n. [U]","no changes","temerarious (adj.)","fearless daring","The young athlete showed temerity by attempting a dangerous maneuver no one else dared to try.","act with temerity; show temerity; display temerity","C2"
"Tawdry","/ˈtɔdɹi/","adj.","tawdry, tawdrier, tawdriest","tawdriness (n.)","tastelessly showy","The town's annual parade was known for its tawdry floats and lack of tasteful decorations.","tawdry jewelry; tawdry outfit; tawdry decorations","C2"
"Tenuous","/ˈtɛnjəwəs/","adj.","tenuous, more tenuous, most tenuous","tenuity (n.)","having thin consistency","The model’s tenuous grasp on reality was evident in her erratic social media posts.","tenuous connection; tenuous argument; tenuous relationship","C2"
"Terrestrial","/tɚˈɛstɹiəl/","adj.","no changes","None","of or relating to or inhabiting the land as opposed to the sea or air","The study focused on terrestrial ecosystems and their impact on climate change.","terrestrial environment; terrestrial species; terrestrial habitat","C2"
"Tempestuous","/ˌtɛˈmpɛstʃuəs/","adj.","tempestuous, more tempestuous, most tempestuous","tempest (n.), tempestuousness (n.)","characterized by violent emotions or behavior","Their tempestuous relationship was marked by frequent arguments and passionate reconciliations.","tempestuous relationship; tempestuous storm; tempestuous outburst","C2"
"Therapeutic","/ˌθɛɹəˈpjutɪk/","adj.","therapeutic, more therapeutic, most therapeutic","therapeutically (adv.), therapy (n.)","tending to cure or restore to health","The therapeutic massage helped relieve the tension in his shoulders after a long week.","therapeutic treatment; therapeutic effect; therapeutic properties","C2"
"Thwart","/ˈθwɔɹt/","v.","thwart, thwarts, thwarted, thwarted, thwarting","thwarter (n.), thwarting (n.)","hinder or prevent (the efforts, plans, or desires) of","The unexpected rainstorm threatened to thwart their plans for an outdoor wedding.","thwart efforts; thwart plans; thwart attempts","C2"
"Timorous","/ˈtɪmɚəs/","adj.","timorous, more timorous, most timorous","timorousness (n.)","timid by nature or revealing timidity","The timorous child clung to his mother's arm as they entered the crowded room.","timorous nature; timorous voice; timorous glance","C2"
"Terminal","/ˈtɝmənəl/","adj.","no changes","None","of or relating to or situated at the ends of a delivery route","The terminal delivery driver was responsible for the last leg of the parcel's journey.","terminal illness; terminal station; terminal velocity","C2"
"Tepid","/ˈtɛpɪd/","adj.","tepid, more tepid, most tepid","tepidity (n.), tepidness (n.)","moderately warm","She sipped the tepid coffee and grimaced at its lukewarm temperature.","tepid response; tepid water; tepid reaction","C2"
"Terse","/ˈtɝs/","adj.","terse, terser, tersest","terseness (n.)","brief and to the point; effectively cut short","The professor's terse response left no room for further debate on the topic.","terse statement; terse reply; terse explanation","C2"
"Tout","/ˈtaʊt/","n.","tout, touts","touter (n.)","someone who buys tickets to an event in order to resell them at a profit","The tout was arrested for selling fake tickets outside the stadium.","ticket tout; street tout; tout tickets","C2"
"Transgress","/tɹænzˈɡɹɛs/","v.","transgress, transgresses, transgressed, transgressed, transgressing","transgressor (n.), transgression (n.)","act in disregard of laws, rules, contracts, or promises","He was fired for transgressing company policy by sharing confidential information with a competitor.","transgress boundaries; transgress rules; transgress laws","C2"
"Transcribe","/tɹænsˈkɹaɪb/","v.","transcribe, transcribes, transcribed, transcribed, transcribing","transcriber (n.), transcription (n.)","write out from speech, notes, etc.","The secretary was tasked with transcribing the meeting's minutes for distribution to all attendees.","transcribe speech; transcribe notes; transcribe interview","C2"
