word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Countermand,/ˌkaʊntəˈmɑːnd/,v.,"countermand, countermands, countermanded, countermanded, countermanding",None,cancel officially｜正式取消,The general decided to countermand the order after receiving new intelligence.,countermand an order; countermand a directive; countermand a decision,C2
Credence,/ˈkɹidəns/,n. [U],no changes,None,the mental attitude that something is believable and should be accepted as true｜相信某事屬實且應被接受的心理態度,"The evidence was lacking, so the jury gave no credence to the witness's testimony.",give credence to; lend credence to; gain credence,C2
Coy,/ˈkɔɪ/,adj.,"coy, coyer, coyest",coyness (n.),affectedly modest or shy especially in a playful or provocative way｜故作害羞或矜持，常帶調皮或挑釁意味,"The actress gave a coy smile as she accepted the award, adding to her charm.",coy smile; coy demeanor; coy response,C2
Cower,/ˈkaʊɚ/,v.,"cower, cowers, cowered, cowered, cowering",None,crouch or curl up｜蜷縮,The lost hiker cowered under a tree during the thunderstorm.,cower in fear; cower in the corner; cower before danger,C2
Cupidity,/kjuˈpɪdɪti/,n. [U],no changes,None,extreme greed for material wealth｜極度貪財,His cupidity led him to make some risky financial decisions that eventually backfired.,cupidity for money; cupidity for power; cupidity for fame,C2
Cryptic,/ˈkɹɪptɪk/,adj.,"cryptic, more cryptic, most cryptic",cryptically (adv.),of an obscure nature｜晦澀的,"The cryptic message left everyone puzzled, as its meaning was obscure and difficult to decipher.",cryptic message; cryptic warning; cryptic remark,C2
Curator,/kjʊˈɹeɪtɚ/,n.,"curator, curators","curatorial (adj.), curatorship (n.)",the custodian of a collection (as a museum or library)｜博物館或圖書館等收藏品的管理人,"As the curator of the museum, she was responsible for preserving and displaying the priceless artifacts.",museum curator; art curator; chief curator,C2
Credulous,/ˈkɹɛdʒələs/,adj.,"credulous, more credulous, most credulous","credulity (n.), credulousness (n.)",disposed to believe on little evidence｜輕信的,The credulous investor believed the scammer's too-good-to-be-true promises and lost his life savings.,credulous person; credulous nature; credulous belief,C2
Crescendo,/kɹɪˈʃɛndoʊ/,n.,"crescendo, crescendos",None,a gradual increase in volume｜音量漸增,The orchestra reached a thunderous crescendo before the final note faded into silence.,crescendo of applause; crescendo of sound; dramatic crescendo,C2
Criterion,/kɹaɪˈtɪɹiən/,n.,"criterion, criteria","criterial (adj.), criterional (adj.)",a basis for comparison; a reference point against which other things can be evaluated｜比較的基準；評估事物的參照點,The main criterion for the job was a strong background in computer programming and problem-solving.,key criterion; primary criterion; selection criterion,C2
Culpable,/ˈkʌlpəbəl/,adj.,"culpable, more culpable, most culpable","culpability (n.), culpableness (n.)",deserving blame or censure as being wrong or evil or injurious｜應受譴責的,The company acknowledged that it was culpable for the data breach and apologized to its customers.,morally culpable; legally culpable; culpable negligence,C2
Cumbersome,/ˈkʌmbɚsəm/,adj.,"cumbersome, more cumbersome, most cumbersome",cumbersomeness (n.),difficult to handle or use especially because of size or weight｜笨重的,"The cumbersome machinery slowed down the construction project, making it difficult to meet deadlines.",cumbersome process; cumbersome equipment; cumbersome procedure,C2
Curtail,/kɚˈteɪl/,v.,"curtail, curtails, curtailed, curtailed, curtailing",curtailment (n.),place restrictions on｜限制,The new regulations were designed to curtail excessive spending and reduce the budget deficit.,curtail freedom; curtail spending; curtail activities,C2
Cynical,/ˈsɪnɪkəl/,adj.,"cynical, more cynical, most cynical","cynicism (n.), cynically (adv.)",Of or relating to the belief that human actions are motivated only or primarily by base desires or selfishness.｜認為人類行為僅由自私或卑劣欲望所驅使的,His cynical view of politics led him to believe that all politicians were motivated by self-interest.,cynical attitude; cynical view; cynical outlook,C2
Debase,/dəˈbeɪs/,v.,"debase, debases, debased, debased, debasing","debaser (n.), debasement (n.)",corrupt morally or by intemperance or sensuality｜道德敗壞,"The scandal served to debase his reputation, leading many to question his integrity.",morally debase; debase currency; debase oneself,C2
Crestfallen,/ˈkɹɛsˌtfɔlən/,adj.,"crestfallen, more crestfallen, most crestfallen",None,brought low in spirit｜意志消沉的,"After losing the championship game, the team was crestfallen and struggled to regain their confidence.",crestfallen expression; look crestfallen; crestfallen face,C2
Cursory,/ˈkɝsɚi/,adj.,"cursory, more cursory, most cursory",None,hasty and without attention to detail; not thorough｜草率的,"The detective gave the crime scene a cursory glance before moving on, missing a crucial piece of evidence.",cursory glance; cursory inspection; cursory review,C2
Debacle,/dəˈbɑkəl/,n.,"debacle, debacles",None,a sudden and violent collapse｜突發的猛烈崩潰,The financial debacle led to the collapse of several major banks and shook the global economy.,complete debacle; economic debacle; financial debacle,C2
Decimate,/ˈdɛsəˌmeɪt/,v.,"decimate, decimates, decimated, decimated, decimating",decimation (n.),"kill one in every ten, as of mutineers in Roman armies｜每十人中殺一人","The invading army decided to decimate the local population, killing one in every ten people as a warning.",decimate population; decimate ranks; decimate enemy,C2
Daunt,/ˈdɔnt/,v.,"daunt, daunts, daunted, daunted, daunting",None,cause to lose courage｜使膽怯,The scale of the problem did not daunt her; she tackled it with quiet confidence and determination.,daunt opponent; daunt spirit; daunt the bravest,C2
Debate,/dəˈbeɪt/,v.,"debate, debates, debated, debated, debating","debater (n.), debatable (adj.)",argue with one another｜互相爭論,"The two politicians debated the merits of the new policy, each presenting strong arguments.",debate the issue; debate the merits; debate whether,C2
Decipher,/dɪˈsaɪfɚ/,v.,"decipher, deciphers, deciphered, deciphered, deciphering","decipherable (adj.), decipherment (n.)",convert code into ordinary language｜將密碼轉換為普通語言,"The team worked tirelessly to decipher the ancient manuscript, hoping to unlock its secrets.",decipher message; decipher code; decipher handwriting,C2
Debilitate,/dəˈbɪləˌteɪt/,v.,"debilitate, debilitates, debilitated, debilitated, debilitating","debility (n.), debilitation (n.), debilitative (adj.)",make weak｜使虛弱,"The illness debilitated him, leaving him too weak to perform everyday tasks.",debilitating illness; debilitate health; debilitate economy,C2
Dearth,/ˈdɝθ/,n. [U],no changes,None,an acute insufficiency｜嚴重短缺,"There was a dearth of resources, making it challenging to provide adequate aid to the disaster-stricken area.",dearth of resources; dearth of information; dearth of opportunities,C2
Debunk,/dɪˈbʌŋk/,v.,"debunk, debunks, debunked, debunked, debunking",debunking (n.),expose while ridiculing; especially of pretentious or false claims and ideas｜揭穿並嘲弄；尤指針對虛偽或虛假的說法及想法,The documentary aimed to debunk common myths about nutrition and promote healthier eating habits.,debunk myth; debunk theory; debunk claim,C2
Defame,/dɪˈfeɪm/,v.,"defame, defames, defamed, defamed, defaming","defamer (n.), defamation (n.), defamatory (adj.)",charge falsely or with malicious intent; attack the good name and reputation of someone｜誣告或懷有惡意地指控；損害他人的名譽,"The article defamed the actor, accusing him of crimes without any evidence, which led to a lawsuit.",defame character; defame reputation; defame name,C2
Debauchery,/dəˈbɔtʃɚi/,n.,"debauchery, debaucheries",debauch (v.),a wild gathering involving excessive drinking and promiscuity｜狂歡作樂的聚會，伴隨過度饮酒和濫交,"The debauchery at the party was evident, with guests indulging in excessive drinking and unruly behavior.",wild debauchery; act of debauchery; debauchery and excess,C2
Deference,/ˈdɛfɚəns/,n. [U],no changes,"defer (v.), deferent (adj.), deferential (adj.)",a courteous expression (by word or deed) of esteem or regard｜以言語或行動表示敬意或尊重,"Out of deference to his mentor, he always sought his advice before making important decisions.",show deference; treat with deference; deference to elders,C2
Deface,/dɪˈfeɪs/,v.,"deface, defaces, defaced, defaced, defacing",defacement (n.),mar or spoil the appearance of｜破壞或損害外觀,"Vandals defaced the ancient statue, marring its beauty and upsetting the local community.",deface property; deface monument; deface image,C2
Defile,/dɪˈfaɪl/,v.,"defile, defiles, defiled, defiled, defiling","defiler (n.), defilement (n.)",to desecrate or profane; to make filthy or polluted｜褻瀆；弄髒或污染,"The new evidence served to defile his previously sterling reputation, casting doubt on his integrity.",defile reputation; defile name; defile image,C2
Decorum,/dɪˈkɔɹəm/,n. [U],no changes,decorous (adj.),propriety in manners and conduct｜舉止得體,The dinner party guests were impressed by the young man's decorum and polite conversation.,sense of decorum; maintain decorum; breach of decorum,C2
Deflect,/dɪˈflɛkt/,v.,"deflect, deflects, deflected, deflected, deflecting","deflector (n.), deflexion (n.), deflection (n.), deflective (adj.)","to cause something to change direction; to divert attention, criticism, or blame｜使某物改變方向；轉移注意力、批評或指責","The goalkeeper's quick reflexes deflected the powerful shot, saving the team from a certain goal.",deflect attention; deflect criticism; deflect blame,C2
Decant,/dəˈkænt/,v.,"decant, decants, decanted, decanted, decanting","decanter (n.), decantation (n.)",pour out｜倒出,"After letting the wine breathe, the host carefully decanted it into elegant crystal glasses.",decant wine; carefully decant; decant into a glass,C2
Definitive,/dɪˈfɪnɪtɪv/,adj.,no changes,"definitively (adv.), definitiveness (n.)",conclusive and authoritative; final and leaving no room for doubt or question｜決定性的且具權威性的；最終的且不容置疑的,The Supreme Court issued a definitive ruling that settled the matter once and for all.,definitive answer; definitive guide; definitive version,C2
Decrepit,/dəˈkɹɛpɪt/,adj.,"decrepit, more decrepit, most decrepit",None,worn and broken down by hard use｜破舊且損耗的,"The old, decrepit barn was barely standing, with its roof caved in and walls tilting dangerously.",decrepit building; decrepit state; decrepit condition,C2
Default,/dɪˈfɔlt/,n.,"default, defaults",defaulter (n.),The condition of failing to meet an obligation.｜未能履行義務的狀態,The company is in default after failing to make the required payments on its loans.,loan default; in default; default on payments,C2
Defunct,/dɪˈfʌŋkt/,adj.,no changes,defunctness (n.),no longer in force or use; inactive｜不再有效或使用；不活躍的,"The once-popular social media platform is now defunct, having lost all its users to newer apps.",defunct company; defunct law; defunct system,C2
Defeatist,/dɪˈfitɪst/,n.,"defeatist, defeatists","defeat (n.), defeatism (n.)",someone who is resigned to defeat without offering positive suggestions｜不提出正面建議而屈服於失敗的人,"Critics called him a defeatist, but he continued to argue that the campaign could not succeed.",a defeatist; called a defeatist; being a defeatist,C2
Deliberate,/dɪˈlɪbəˌreɪt/,v.,"deliberate, deliberates, deliberated, deliberated, deliberating","deliberation (n.), deliberative (adj.), deliberateness (n.)",think about carefully; weigh｜仔細思考；權衡,The committee will deliberate on the proposal for several weeks before making a final decision.,deliberate on the matter; deliberate on the proposal; deliberate carefully,C2
Degenerate,/dɪˈdʒɛnəˌreɪt/,v.,"degenerate, degenerates, degenerated, degenerated, degenerating","degeneration (n.), degenerative (adj.)",grow worse｜變得更糟,The discussion degenerated into an argument when neither side was willing to compromise.,degenerate into chaos; degenerate into violence; degenerate into an argument,C2
Deleterious,/ˌdɛləˈtɪɹiəs/,adj.,"deleterious, more deleterious, most deleterious","deleteriously (adv.), deleteriousness (n.)",harmful to living things｜對生物有害的,The scientist warned that the chemical was deleterious and could cause long-term health issues.,deleterious effects; deleterious to health; deleterious consequences,C2
Deft,/ˈdɛft/,adj.,"deft, defter, deftest",deftness (n.),skillful in physical movements; especially of the hands｜動作熟練的；（尤指）手巧的,"The surgeon's deft hands moved with precision, performing the delicate operation with ease.",deft touch; deft hands; deft movement,C2
Declivity,/dɪˈklɪvɪti/,n.,"declivity, declivities",declivitous (adj.),a downward slope or bend｜下坡；向下的斜坡,"The mountain bikers navigated the steep declivity with caution, aware of the dangers it posed.",gentle declivity; steep declivity; gradual declivity,C2
Defray,/dɪˈfɹeɪ/,v.,"defray, defrays, defrayed, defrayed, defraying","defrayal (n.), defrayment (n.)",bear the expenses of｜支付…的費用,"The scholarship helped to defray the costs of tuition, books, and accommodation for the students.",defray costs; defray expenses; defray the charges,C2
Delineate,/dɪˈlɪniˌeɪt/,v.,"delineate, delineates, delineated, delineated, delineating","delineation (n.), delineative (adj.)",show the form or outline of｜描繪…的形狀或輪廓,The architect's drawings delineate the proposed changes to the building's facade in great detail.,delineate boundaries; delineate features; delineate the outline,C2
Delirium,/dɪˈlɪɹiəm/,n.,"delirium, deliriums",delirious (adj.),state of violent mental agitation｜精神狂躁的狀態,"In the throes of delirium, the patient mumbled incoherently and struggled against the restraints.",delirium tremens; state of delirium; in delirium,C2
Deluge,/ˈdɛljudʒ/,v.,"deluge, deluges, deluged, deluged, deluging",None,fill quickly beyond capacity; as with a liquid｜（液體等）迅速充滿；淹沒,"The heavy rains deluged the streets, flooding basements and overwhelming the city's drainage system.",deluge with questions; deluge of rain; deluge of information,C2
Delve,/ˈdɛlv/,v.,"delve, delves, delved, delved, delving",None,"turn up, loosen, or remove earth｜挖掘；翻土","The archaeologists delved into the ancient ruins, uncovering artifacts that had been buried for centuries.",delve into research; delve deeper; delve into the past,C2
Deign,/ˈdeɪn/,v.,"deign, deigns, deigned, deigned, deigning",None,do something that one considers to be below one's dignity｜屈尊（做某事）,"The celebrity would not deign to respond to the accusations, considering them beneath her dignity.",deign to reply; deign to speak; deign to help,C2
Demagogue,/ˈdɛməˌɡɑɡ/,n.,"demagogue, demagogues",None,a political leader who seeks support by appealing to popular passions and prejudices｜利用群眾情緒和偏見以爭取支持的政客,"The demagogue rallied the crowd with fiery speeches, appealing to their fears and promising quick fixes.",political demagogue; power-hungry demagogue; demagogue tactics,C2
Denigrate,/ˈdɛnəˌɡɹeɪt/,v.,"denigrate, denigrates, denigrated, denigrated, denigrating","denigration (n.), denigrative (adj.), denigratory (adj.)",cause to seem less serious; play down｜貶低；輕視,"The critics denounced the policy but failed to offer constructive alternatives, causing some to accuse them of denigrating the process.",denigrate someone's efforts; denigrate achievements; denigrate reputation,C2
Demeanor,/dɪˈminɚ/,n.,"demeanor, demeanors",None,the way a person behaves or carries themselves toward others; outward manner｜態度；舉止,His calm demeanor during the crisis reassured everyone that the situation was under control.,calm demeanor; professional demeanor; demeanor of confidence,C2
Denounce,/dɪˈnaʊns/,v.,"denounce, denounces, denounced, denounced, denouncing",denouncement (n.),speak out against｜公開譴責,The activist traveled the country to denounce the injustices faced by marginalized communities.,denounce injustice; publicly denounce; denounce corruption,C2
Depict,/dɪˈpɪkt/,v.,"depict, depicts, depicted, depicted, depicting",depiction (n.),"show in, or as in, a picture｜描繪；表現",The artist chose to depict the beauty of the natural world in her latest series of paintings.,depict reality; vividly depict; depict in detail,C2
Demur,/dɪˈmɝ/,v.,"demur, demurs, demurred, demurred, demurring","demurral (n.), demurrer (n.)",take exception to｜提出異議；反對,"The employee demurred when asked to work overtime, citing a prior commitment.",demur at the suggestion; demur at the proposal; demur politely,C2
Deplete,/dɪˈplit/,v.,"deplete, depletes, depleted, depleted, depleting",depletion (n.),To reduce the amount of; to remove (a substance from something)｜減少…的量；消耗,The factory's operations began to deplete the nearby lake of its clean water supply.,deplete resources; deplete energy; deplete nutrients,C2
Deplore,/dɪˈplɔɹ/,v.,"deplore, deplores, deplored, deplored, deploring",None,express strong disapproval of｜強烈譴責,Environmentalists deplore the destruction of the rainforest for commercial gain.,deplore violence; strongly deplore; deplore actions,C2
Demystify,/diˈmɪstəˌfaɪ/,v.,"demystify, demystifies, demystified, demystified, demystifying",None,make less mysterious or remove the mystery from｜使不再神秘；去除…的神秘感,The professor aimed to demystify quantum physics for his students with engaging lectures.,demystify process; demystify complex topics; demystify technology,C2
Denizen,/ˈdɛnəzən/,n.,"denizen, denizens",None,a person who inhabits a particular place｜居民；棲息者,"As a denizen of New York City, she knew every corner of the bustling metropolis.",denizen of the forest; urban denizen; denizen of the sea,C2
Depravity,/dɪˈpɹævəti/,n.,"depravity, depravities","deprave (v.), depraved (adj.)",moral perversion; impairment of virtue and moral principles｜道德敗壞；腐敗,The dictator's depravity was evident in his callous disregard for human rights.,moral depravity; depths of depravity; depravity of the regime,C2
Deride,/dɪˈɹaɪd/,v.,"deride, derides, derided, derided, deriding","derision (n.), derisive (adj.), derisory (adj.)",treat or speak of with contempt｜輕蔑地對待或談論,The critics deride the artist's work as unoriginal and poorly executed.,deride efforts; openly deride; deride opponents,C2
Depreciate,/dɪˈpɹiʃiˌeɪt/,v.,"depreciate, depreciates, depreciated, depreciated, depreciating","depreciator (n.), depreciation (n.), depreciative (adj.), depreciatory (adj.)",belittle｜輕視；貶低,"She tried not to depreciate her own achievements, despite the pressure from her peers.",depreciate currency; depreciate value; depreciate importance,C2
Deprecate,/ˈdɛpɹəˌkeɪt/,v.,"deprecate, deprecates, deprecated, deprecated, deprecating","deprecation (n.), deprecative (adj.), deprecatory (adj.)",express strong disapproval of; deplore｜強烈反對；痛惜,"He deprecated the new policy, arguing that it would cause more harm than good.",deprecate violence; deprecate behavior; strongly deprecate,C2
Desecrate,/dɛzəˈkɹeɪt/,v.,"desecrate, desecrates, desecrated, desecrated, desecrating",desecration (n.),violate the sacred character of a place or language｜褻瀆某地或某語言的神聖性,"The invaders desecrated the ancient temple, destroying priceless artifacts.",desecrate sacred ground; desecrate monument; desecrate temple,C2
Despot,/ˈdɛspət/,n.,"despot, despots","despotic (adj.), despotical (adj.)",a cruel and oppressive dictator｜殘暴專制的獨裁者,"The despot's rule was marked by fear and oppression, leaving the country in ruins.",ruthless despot; power-hungry despot; despot ruling,C2
Derelict,/ˈdɛɹəˌlɪkt/,adj.,"derelict, more derelict, most derelict",None,worn and broken down by hard use｜因長期使用而磨損破舊的,"The derelict building, with its crumbling walls and broken windows, was an eyesore.",derelict building; derelict ship; derelict site,C2
Contumacious,/kəˈntʌməsiəs/,adj.,"contumacious, more contumacious, most contumacious",contumacy (n.),wilfully obstinate; stubbornly disobedient｜故意固執的；頑固不服從的,"The contumacious child refused to obey the teacher's instructions, causing chaos in the classroom.",contumacious behavior; contumacious refusal; contumacious attitude,C2
Desolate,/ˈdɛsələt/,adj.,"desolate, more desolate, most desolate",desolation (n.),feeling or showing misery and loneliness; (of a place) deserted and bleak｜感到或表現出痛苦與孤獨；（地方）荒蕪淒涼,The abandoned mining town looked utterly desolate after the last residents departed.,desolate landscape; feel desolate; desolate wasteland,C2
Derivative,/dɚˈɪvətɪv/,adj.,"derivative, more derivative, most derivative",derive (v.),"imitative of another person's work, ideas, or style and therefore lacking originality｜模仿他人的作品、想法或風格，因而缺乏原創性","The novel was widely criticized as derivative, offering little more than a pale imitation of its influences.",derivative work; derivative style; derivative approach,C2
Detonation,/ˌdɛtəˈneɪʃən/,n.,"detonation, detonations",detonate (v.),a violent release of energy caused by a chemical or nuclear reaction｜化學或核反應引起的劇烈能量釋放,"The detonation of the bomb shook the entire city, leaving behind a trail of destruction.",nuclear detonation; cause detonation; detonation sequence,C2
Desiccate,/ˈdɛsəkeɪt/,v.,"desiccate, desiccates, desiccated, desiccated, desiccating","desiccant (n.), desiccation (n.)",preserve by removing all water and liquids from｜透過去除所有水分和液體來保存,The process of desiccating fruits helps preserve them for longer periods.,desiccate food; desiccate herbs; desiccate process,C2
Deter,/dɪˈtɝ/,v.,"deter, deters, deterred, deterred, deterring","determent (n.), deterrent (adj.), deterrence (n.)",To prevent something from happening.｜阻止某事發生,Strict laws deter people from driving under the influence of alcohol.,deter crime; deter threats; deter attacks,C2
Deviate,/ˈdiviˌeɪt/,v.,"deviate, deviates, deviated, deviated, deviating","deviation (n.), deviant (adj.)",turn aside; turn away from｜偏離；偏離常軌,"The car began to deviate from the road, heading towards the ditch.",deviate from path; deviate from norm; deviate from plan,C2
Desist,/dɪˈsɪst/,v.,"desist, desists, desisted, desisted, desisting",None,cease doing something; abstain from an action｜停止做某事；戒絕某種行為,"After years of smoking, she decided to desist and improve her health.",desist from smoking; desist immediately; desist from actions,C2
Devastate,/ˈdɛvəˌsteɪt/,v.,"devastate, devastates, devastated, devastated, devastating",devastation (n.),cause extensive destruction or ruin utterly｜造成大規模破壞或徹底毀滅,"The hurricane devastated the coastal town, leaving thousands homeless.",devastate community; devastate economy; devastate landscape,C2
Detrimental,/ˌdɛtɹəˈmɛntəl/,adj.,"detrimental, more detrimental, most detrimental",detriment (n.),tending to cause harm or damage｜趨於造成傷害或損害的,Smoking is detrimental to your health and can lead to serious diseases.,detrimental effects; detrimental to health; detrimental impact,C2
Devout,/dɪˈvaʊt/,adj.,"devout, more devout, most devout",devoutness (n.),deeply religious｜虔誠的,"Despite facing hardships, she remained devout and attended church regularly.",devout christian; devout muslim; devout believer,C2
Devoid,/dɪˈvɔɪd/,adj.,no changes,None,completely wanting or lacking｜完全缺乏的,"The room was devoid of furniture, with nothing but bare walls and a dusty floor.",devoid of emotion; devoid of merit; devoid of content,C2
Dexterous,/ˈdɛkstɚəs/,adj.,"dexterous, more dexterous, most dexterous",None,skillful in physical movements; especially of the hands｜（尤指雙手）靈巧的,The dexterous juggler amazed the crowd by keeping several balls in the air simultaneously.,dexterous hands; dexterous movements; dexterous skill,C2
Diadem,/ˈdaɪəˌdɛm/,n.,"diadem, diadems",None,an ornamental jeweled headdress signifying sovereignty｜象徵主權的飾冠珠寶,"The queen wore a stunning diadem, encrusted with diamonds and sapphires, during the coronation.",royal diadem; jeweled diadem; ancient diadem,C2
Didactic,/daɪˈdæktɪk/,adj.,"didactic, more didactic, most didactic",None,"intended to teach, often in an excessive or moralizing way｜教誨性的；說教式的",The professor's didactic lectures often left students feeling like they were being lectured rather than engaged.,didactic approach; didactic tone; didactic purpose,C2
Dichotomy,/daɪˈkɑtəmi/,n.,"dichotomy, dichotomies","dichotomize (v.), dichotomous (adj.)",being twofold; a classification into two opposed parts or subclasses｜二分法；對立分類,The dichotomy between her public persona and private life was startling to those who knew her well.,false dichotomy; clear dichotomy; stark dichotomy,C2
Desultory,/ˈdɛsəˌltɔɹi/,adj.,"desultory, more desultory, most desultory",None,marked by lack of definite plan or regularity or purpose; jumping from one thing to another｜無計畫的；漫無目的的；東拉西扯的,His desultory approach to studying resulted in poor grades and a lack of understanding of the material.,desultory conversation; desultory manner; desultory thoughts,C2
Diabolical,/ˌdaɪəˈbɑlɪkəl/,adj.,"diabolical, more diabolical, most diabolical",None,showing the cunning or ingenuity or wickedness typical of a devil｜惡魔般的；邪惡的,The diabolical plan involved manipulating multiple people to achieve his sinister goals.,diabolical scheme; diabolical genius; diabolical plot,C2
Diffuse,/dɪˈfjus/,v.,"diffuse, diffuses, diffused, diffused, diffusing","diffusor (n.), diffusion (n.), diffusive (adj.), diffuseness (n.)",move outward｜擴散；散開,"The dye diffused through the water, creating a beautiful, swirling pattern.",diffuse light; diffuse heat; diffuse information,C2
Devious,/ˈdiviəs/,adj.,"devious, more devious, most devious",deviousness (n.),indirect in departing from the accepted or proper way; misleading｜迂迴的；不正直的；誤導的,His devious scheme involved misleading his colleagues to gain an unfair advantage.,devious path; devious plan; devious person,C2
Digress,/daɪˈɡɹɛs/,v.,"digress, digresses, digressed, digressed, digressing","digression (n.), digressive (adj.)","lose clarity or turn aside especially from the main subject of attention or course of argument in writing, thinking, or speaking｜離題；偏離主題","During the lecture, she would often digress into personal anecdotes that had little to do with the topic.",digress from the topic; digress from the main point; digress from the subject,C2
