"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Aim","/ˈeɪm/","n.","aim, aims","None","an anticipated outcome that is intended or that guides your planned actions","That is the aim of my next book.","main aim; clear aim; take aim","A2"
"Against","/əˈɡɛnst/","prep.","no changes","None","in opposition to; touching or leaning on the surface of something","It goes against everything what we believe in.","fight against; vote against; go against","A2"
"Aircraft","/ˈɛɹˌkɹæft/","n. [U]","no changes","None","a vehicle that can fly","The aircraft landed safely after a long flight.","aircraft carriers; landing aircraft; autonomous aircraft","A2"
"Alarm","/əˈlɑɹm/","n.","alarm, alarms","alarmist (n.)","a device that makes a loud sound to wake you up or warn you of danger","I could set an alarm on my phone.","smoke alarm; alarm clock; raise the alarm","A2"
"Alike","/əˈlaɪk/","adj.","alike, more alike, most alike","alikeness (n.)","having the same or similar characteristics","The two sisters look very much alike.","look alike; experts alike; think alike","A2"
"Album","/ˈælbəm/","n.","album, albums","None","a collection of songs released together as a single music recording","He bought the new album and played every song from start to finish.","debut album; new album; release an album","A2"
"Aloud","/əˈlaʊd/","adv.","no changes","None","in a voice loud enough to be heard, not silently","The teacher asked the children to read the story aloud.","read aloud; say aloud; laugh aloud","A2"
"Alive","/əˈlaɪv/","adj.","no changes","aliveness (n.)","possessing life","This is how it feels to be alive.","burned alive; alive again; game alive","A2"
"Altogether","/ˌɔltəˈɡɛðɚ/","adv.","no changes","None","completely or entirely; in total","They decided to stop eating meat altogether.","stop altogether; avoid altogether; quit altogether","A2"
"Ankle","/ˈæŋkəl/","n.","ankle, ankles","anklet (n.)","the joint that connects your foot to your leg","She twisted her ankle while running on the wet path.","sprained ankle; twist an ankle; broken ankle","A2"
"Alone","/əˈloʊn/","adj.","alone, more alone, most alone","aloneness (n.)","isolated from others","You're alone in your room at home.","left alone; stand alone; live alone","A2"
"Anyplace","/ˈɛniˌpleɪs/","adv.","no changes","None","in, at, or to any place; anywhere","I don't know, it won't go anyplace without a rattle.","anyplace else; go anyplace; not anyplace","A2"
"Amount","/əˈmaʊnt/","n.","amount, amounts","None","a total quantity of something","We generate enormous amounts of tax revenues.","huge amount; tremendous amount; fair amount","A2"
"Ancient","/ˈeɪntʃənt/","adj.","ancient, more ancient, most ancient","ancientness (n.)","belonging to a time very long ago","It's a saying of the ancient samurai.","ancient history; ancient times; ancient civilization","A2"
"Anger","/ˈæŋɡɚ/","n. [U]","no changes","None","a strong emotion; a feeling that is oriented toward some real or supposed grievance","There is general anger at the elite.","anger frustration; outward anger; anger grows","A2"
"Angle","/ˈæŋɡəl/","n.","angle, angles","angler (n.)","the direction from which something is viewed or measured, shown by two lines meeting at a point","He adjusted the camera to capture the scene from a low angle.","low angle; angle equal; right angle","A2"
"Among","/əˈmʌŋ/","prep.","no changes","None","in the middle of a group of people or things","She felt happy among her old friends.","among friends; among them; popular among students","A2"
"Ape","/ˈeɪp/","n.","ape, apes","aper (n.), apery (n.)","any of various primates with short tails or no tail at all","The ape climbed the tall tree with ease.","great ape; ape species; ape behaviour","A2"
"Anytime","/ˈɛniˌtaɪm/","adv.","no changes","None","at any moment; whenever you want","You can call me anytime you need help.","anytime soon; call anytime; come by anytime","A2"
"Appetite","/ˈæpəˌtaɪt/","n.","appetite, appetites","None","the feeling of wanting to eat food","After the long walk, the children had a huge appetite for dinner.","good appetite; lose your appetite; healthy appetite","A2"
"Anyway","/ˈɛniˌweɪ/","adv.","no changes","None","used to say something is true or happens whatever else is the case","It was raining, but we went to the park anyway.","go anyway; try anyway; stay anyway","A2"
"Appearance","/əˈpɪɹəns/","n.","appearance, appearances","appear (v.)","the way that someone or something looks to other people","She always cares a lot about her appearance before a party.","personal appearance; neat appearance; change your appearance","A2"
"Admit","/əˈdmɪt/","v.","admit, admits, admitted, admitted, admitting","admission (n.), admissive (adj.), admittable (adj.), admittance (n.), admittible (adj.)","declare to be true or admit the existence or reality or truth of","He finally admitted that he had made a mistake.","admit a mistake; admit guilt; admit defeat","A2"
"Affect","/əˈfɛkt/","v.","affect, affects, affected, affected, affecting","affection (n.), affective (adj.)","have an effect upon","It affects the revenues of a factory.","affect negatively; deeply affect; seriously affect","A2"
"Apply","/əˈplaɪ/","v.","apply, applies, applied, applied, applying","application (n.), applicable (adj.)","to ask for a job, a place, or money in a formal way","He decided to apply for a summer job at the local shop.","apply for a job; apply online; apply to a school","A2"
"Appreciate","/əˈpɹiʃiˌeɪt/","v.","appreciate, appreciates, appreciated, appreciated, appreciating","appreciator (n.), appreciative (adj.)","to be grateful for something or to enjoy its value","I really appreciate your help with my homework.","appreciate your help; greatly appreciate; appreciate the support","A2"
"Accept","/æˈksɛpt/","v.","accept, accepts, accepted, accepted, accepting","acceptant (adj.), acceptive (adj.), acceptable (adj.), acceptance (n.), acceptation (n.)","to agree to take or receive something that is offered to you","She was very happy to accept the job offer.","accept an offer; accept an invitation; accept help","A2"
"Arrange","/ɚˈeɪndʒ/","v.","arrange, arranges, arranged, arranged, arranging","arranger (n.), arrangement (n.)","to plan or organize something so it can happen","We need to arrange a meeting for next week with the team.","arrange a meeting; arrange a trip; arrange flowers","A2"
"Argue","/ˈɑɹɡju/","v.","argue, argues, argued, argued, arguing","arguer (n.), arguable (adj.), argument (n.), argumentation (n.), argumentative (adj.)","present reasons and arguments","My brothers often argue about which film to watch.","argue over; argue about; constantly argue","A2"
"Arrival","/ɚˈaɪvəl/","n.","arrival, arrivals","arrive (v.)","the act of reaching a place","We waited in the arrivals hall for my cousin to come through the doors.","on arrival; new arrival; time of arrival","A2"
"Approach","/əˈpɹoʊtʃ/","n.","approach, approaches","approachable (adj.)","ideas or actions intended to deal with a problem or situation","We need a different approach to solve this difficult problem.","quantitative approach; approach life; people approach","A2"
"Army","/ˈɑɹmi/","n.","army, armies","None","a permanent organization of the military land forces of a nation or state","Her father served in the army for ten years.","join the army; army base; large army","A2"
"Asleep","/əˈslip/","adj.","no changes","None","in a state of sleep","The baby fell asleep as soon as the car started moving.","fall asleep; fast asleep; sound asleep","A2"
"Arrow","/ˈæɹoʊ/","n.","arrow, arrows","None","a thin stick with a sharp point that is shot from a bow","The archer pulled back the arrow and aimed at the target.","shoot an arrow; a sharp arrow; bow and arrow","A2"
"Article","/ˈɑɹtəkəl/","n.","article, articles","None","nonfictional prose forming an independent part of a publication","Otherwise, I put them all together in an article once where I compared them.","news article; newspaper article; write an article","A2"
"Artist","/ˈɑɹtəst/","n.","artist, artists","art (n.), artistic (adj.)","a person whose creative work shows sensitivity and imagination","The artist spent three weeks painting the large mural on the wall.","a skilled artist; a young artist; a famous artist","A2"
"Attempt","/əˈtɛmpt/","n.","attempt, attempts","attempter (n.)","earnest and conscientious activity intended to do or accomplish something","There was an assassination attempt on his life.","first attempt; multiple attempts; deliberate attempt","A2"
"Badminton","/ˈbæˌdmɪntən/","n. [U]","no changes","None","a game played on a court with light long-handled rackets used to volley a shuttlecock over a net","She has played badminton every weekend since she was ten years old.","play badminton; badminton player; badminton court","A2"
"Attention","/əˈtɛnʃən/","n. [U]","no changes","attend (v.)","the act of carefully watching, listening, or thinking about something","The teacher asked the students to pay attention during the lesson.","pay attention; full attention; attract attention","A2"
"Author","/ˈɔθɚ/","n.","author, authors","authorial (adj.), authorship (n.)","writes (books or stories or articles or the like) professionally (for pay)","The author wrote three books about wild animals.","famous author; favourite author; best-selling author","A2"
"Average","/ˈævɚɪdʒ/","adj.","average, more average, most average","averageness (n.)","approximating the statistical norm or average or expected value","I have to wait six months on average.","above average; below average; on average","A2"
"Attend","/əˈtɛnd/","v.","attend, attends, attended, attended, attending","attender (n.), attendant (n.), attention (n.), attentive (adj.), attendance (n.)","be present at (meetings, church services, university), etc.","He shows up, he attends a meeting.","attend college; attend a class; attend a meeting","A2"
"Available","/əˈveɪləbəl/","adj.","available, more available, most available","avail (v.), availability (n.), availableness (n.)","obtainable or accessible and ready for use or service","There'd be a lot of money available.","commercially available; available information; available everywhere","A2"
"Backpack","/ˈbæˌkpæk/","n.","backpack, backpacks","backpacker (n.)","a bag you carry on your back with two straps","He put his books into his backpack.","a heavy backpack; carry a backpack; a school backpack","A2"
"Backward","/ˈbækwɚd/","adj.","backward, more backward, most backward","backwardness (n.)","moving or facing in the direction behind you","He took a quick backward step to let the car pass.","backward step; backward glance; backward motion","A2"
"Bake","/ˈbeɪk/","v.","bake, bakes, baked, baked, baking","baker (n.)","cook and make edible by putting in a hot oven","She learned how to bake bread during the school holidays.","bake a cake; bake bread; freshly baked","A2"
"Bakery","/ˈbeɪkɚi/","n.","bakery, bakeries","None","a workplace where baked goods (breads and cakes and pastries) are produced or sold","He stopped at the local bakery to buy fresh rolls for breakfast.","local bakery; visit a bakery; fresh from the bakery","A2"
"Avoid","/əˈvɔɪd/","v.","avoid, avoids, avoided, avoided, avoiding","avoidable (adj.), avoidance (n.)","to stay away from someone or something, or to stop something happening","Try to avoid sugary drinks if you want to stay healthy.","avoid trouble; avoid traffic; avoid contact","A2"
"Balcony","/ˈbælkəni/","n.","balcony, balconies","None","a platform with a railing that sticks out from the wall of a building above ground level","She stood on the balcony and watched the sun go down.","balcony railing; onto my balcony; marble balcony","A2"
"Balloon","/bəˈlun/","n.","balloon, balloons","balloonist (n.)","a small colourful bag made of thin rubber, filled with air or gas, used as a decoration or toy","The children let go of the red balloon and watched it float away.","water balloon; hot air balloon; blow up a balloon","A2"
"Barber","/ˈbɑɹbɚ/","n.","barber, barbers","None","a person whose job is to cut hair and shave beards","The barber gave him a clean cut and a friendly chat.","barber shop; a local barber; visit the barber","A2"
"Barbecue","/ˈbɑɹbɪˌkju/","n.","barbecue, barbecues","None","meat that has been barbecued or grilled in a highly seasoned sauce","We're buying some meat for the barbecue.","outdoor barbecue; barbecue grill; have a barbecue","A2"
"Balance","/ˈbæləns/","n.","balance, balances","balancer (n.)","a state of equilibrium","I think of balance it's a scale.","perfect balance; a good balance; lose balance","A2"
"Bar","/ˈbɑɹ/","n.","bar, bars","None","a room or establishment where alcoholic drinks are served over a counter","We met our friends at a small bar near the station.","local bar; behind bars; chocolate bar","A2"
"Bark","/ˈbɑɹk/","n.","bark, barks","barky (adj.), barker (n.)","the loud sound that a dog makes","The dog gave a loud bark when the stranger walked past.","loud bark; sharp bark; dog's bark","A2"
"Beard","/ˈbɪɹd/","n.","beard, beards","None","the hair growing on the lower part of a man's face","He trimmed his beard before the job interview.","full beard; grow a beard; beard oil","A2"
"Base","/ˈbeɪs/","n.","base, bases","baseness (n.)","installation from which a military force initiates operations","The soldiers returned safely to their military base after the mission.","military base; air base; naval base","A2"
"Bathe","/ˈbeɪð/","v.","bathe, bathes, bathed, bathed, bathing","bather (n.), bathing (n.)","cleanse the entire body","She bathed the baby carefully in the small white tub.","bathe in the sea; bathe the baby; regularly bathe","A2"
"Basics","/ˈbeɪsɪks/","n.","basics, no changes","None","the simplest and most important facts or skills needed to understand or do something","I'm very grateful that it taught me the basics of programming.","learn the basics; master the basics; the basics of","A2"
"Being","/ˈbiɪŋ/","n.","being, beings","None","the state or fact of existing","It's a human talking about being human.","human being; well-being; living being","A2"
"Basis","/ˈbeɪsəs/","n.","basis, bases","None","a relation that provides the foundation for something","The thing that brings you joy on a moment by moment basis.","regular basis; weekly basis; basis legislation","A2"
"Beg","/ˈbɛɡ/","v.","beg, begs, begged, begged, begging","beggary (n.)","call upon in supplication; entreat","She had to beg her parents to let her stay up late.","beg pardon; beg for help; beg to differ","A2"
"Beer","/ˈbɪɹ/","n. [U]","no changes","beery (adj.)","an alcoholic drink made from grain and usually served cold","My uncle likes to drink a cold beer after work.","cold beer; glass of beer; draft beer","A2"
"Basic","/ˈbeɪsɪk/","adj.","basic, more basic, most basic","None","simple and forming the most important part of something","It's pretty easy to learn basic stuff.","basic income; basic principles; basic stuff","A2"
"Beauty","/ˈbjuti/","n. [U]","no changes","beautify (v.), beauteous (adj.), beautician (n.)","the quality of being very pleasing to look at","We admired the beauty of the mountains.","natural beauty; the beauty of; great beauty","A2"
"Battle","/ˈbætəl/","n.","battle, battles","battler (n.)","a fight between two armies or groups in a war","The soldiers fought a long battle near the river.","win the battle; a fierce battle; fight a battle","A2"
"Beat","/ˈbit/","v.","beat, beats, beat, beaten, beating","beater (n.), beating (n.), beatable (adj.)","to win against someone in a game, race, or fight","Our team managed to beat the other school in the final match.","beat the team; beat an opponent; beat the record","A2"
"Biscuit","/ˈbɪskət/","n.","biscuit, biscuits","None","small round bread leavened with baking-powder or soda","She ate a chocolate biscuit with her cup of tea.","chocolate biscuit; cheese biscuit; water biscuit","A2"
"Beginner","/bɪˈɡɪnɚ/","n.","beginner, beginners","begin (v.)","a person who has just started to learn or do something","As a beginner, she found the first lesson quite easy.","complete beginner; beginner class; beginner level","A2"
"Behave","/bɪˈheɪv/","v.","behave, behaves, behaved, behaved, behaving","None","behave in a certain manner; show a certain behavior; conduct or comport oneself","Children learn how to behave well by watching the adults around them.","behave well; behave badly; behave yourself","A2"
"Bill","/ˈbɪl/","n.","bill, bills","None","the amount of money you have to pay for food, utilities, or services","We asked the waiter for the bill after dinner.","electricity bill; pay a bill; foot the bill","A2"
"Beyond","/bɪˈɑnd/","prep.","no changes","None","on or to the far side of something; further than; more than a particular level or point","The small farm lies just beyond the green hills.","beyond anything; beyond yourself; beyond simply","A2"
"Belief","/bɪˈlif/","n.","belief, beliefs","believe (v.)","a strong feeling that something is true or real","She has a strong belief that hard work brings success.","strong belief; religious belief; common belief","A2"
"Billion","/ˈbɪljən/","n.","billion, billions","None","the number 1,000,000,000 (one thousand million)","You said a billion, and you didn't say forever.","several billion; a billion dollars; worth billions","A2"
"Bend","/ˈbɛnd/","v.","bend, bends, bent, bent, bending","bender (n.), bendable (adj.)","form a curve","He bent down to pick up the book that had fallen on the floor.","bend down; bend the rules; around the bend","A2"
"Blame","/ˈbleɪm/","v.","blame, blames, blamed, blamed, blaming","blamable (adj.), blameable (adj.), blameworthy (adj.)","put or pin the blame on","He tried to blame his brother for breaking the window.","blame someone else; take the blame; blame yourself","A2"
"Birth","/ˈbɝθ/","n.","birth, births","None","the time when a baby is born","The new baby's birth made the whole family very happy.","give birth; the birth of; birth date","A2"
"Blank","/ˈblæŋk/","adj.","blank, blanker, blankest","blankness (n.)","with nothing written, printed, or drawn on it","She gave me a blank sheet of paper for my notes.","a blank page; a blank screen; a blank space","A2"
"Board","/ˈbɔɹd/","n.","board, boards","boarder (n.)","a flat piece of wood used for writing, games, or cutting","The teacher wrote the new words on the board.","on the board; cutting board; notice board","A2"
"Blackboard","/ˈblæˌkbɔɹd/","n.","blackboard, blackboards","None","a dark board on a classroom wall that you write on with chalk","The teacher wrote the new words on the blackboard.","a clean blackboard; write on the blackboard; a large blackboard","A2"
"Bit","/ˈbɪt/","n.","bit, bits","bitty (adj.)","a small piece or quantity of something","We've been a little bit lost in May.","bit complicated; every bit; tiny bit","A2"
"Blanket","/ˈblæŋkət/","n.","blanket, blankets","None","a thick warm cover that you put over you in bed","He pulled the warm blanket over his cold feet.","a warm blanket; a soft blanket; a wool blanket","A2"
"Boil","/ˈbɔɪl/","v.","boil, boils, boiled, boiled, boiling","boiler (n.)","come to the boiling point and change from a liquid to vapor","She boiled the eggs for ten minutes until they were hard.","boil water; boil an egg; boil over","A2"
"Blood","/ˈblʌd/","n. [U]","no changes","bloody (adj.)","the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets","A good diet helps keep blood pressure at a healthy level.","blood tests; red blood; blood supply","A2"
"Bookstore","/ˈbʊkˌstɔɹ/","n.","bookstore, bookstores","None","a shop where you can buy books","I bought two new books at the bookstore today.","local bookstore; go to the bookstore; online bookstore","A2"
"Brain","/ˈbɹeɪn/","n.","brain, brains","brainy (adj.)","the organ inside your head that controls your body and allows you to think, feel, and remember","Your brain peaked at the age of two.","human brain; brain function; use your brain","A2"
"Brand","/ˈbɹænd/","n.","brand, brands","None","a name given to a product or service","The store stocks many brand names at affordable prices.","a famous brand; brand new; a top brand","A2"
"Border","/ˈbɔɹdɚ/","n.","border, borders","None","the line that separates two countries or areas","They drove across the border into the next country.","a national border; cross the border; a border town","A2"
"Bone","/ˈboʊn/","n.","bone, bones","boney (adj.), bonelet (n.)","rigid connective tissue that makes up the skeleton of vertebrates","You got some meat on the bones now.","broken bone; collar bone; pick a bone","A2"
"Bun","/ˈbʌn/","n.","bun, buns","None","a small round piece of bread, often sweet","She ate a warm bun for breakfast this morning.","sweet bun; a warm bun; bun and butter","A2"
"Branch","/ˈbɹæntʃ/","n.","branch, branches","branchy (adj.)","a division of some larger or more complex organization","That is the branch that we face now.","judicial branch; olive branch; legislative branch","A2"
"Brow","/ˈbɹaʊ/","n.","brow, brows","None","the part of the face above the eyes","He furrowed his brow as he tried to solve the difficult maths problem.","furrowed brow; raised eyebrow; wipe his brow","A2"
"Bother","/ˈbɑðɚ/","v.","bother, bothers, bothered, bothered, bothering","botheration (n.)","to annoy someone or make them feel worried","The loud music started to bother the neighbors.","bother someone; really bother; bother to ask","A2"
"Brief","/ˈbɹif/","adj.","brief, briefer, briefest","briefing (n.), briefness (n.)","of short duration or distance","She gave a brief reply and walked away quickly.","brief review; brief two-minute quiz; brief survey","A2"
"Broad","/ˈbɹɔd/","adj.","broad, broader, broadest","broadness (n.)","having great (or a certain) extent from one side to the other","You're shaping the landscape, the broader global landscape of innovation.","broad context; broad category; broad strokes","A2"
"Brilliant","/ˈbɹɪljənt/","adj.","brilliant, more brilliant, most brilliant","brilliance (n.), brilliancy (n.)","of surpassing excellence","The new design was brilliant and impressed the whole team.","brilliant idea; brilliant student; absolutely brilliant","A2"
"Burger","/ˈbɝɡɚ/","n.","burger, burgers","None","a round flat piece of minced meat or vegetables, usually served in a bread roll","They ordered burgers and fries at the fast-food restaurant.","veggie burger; cheese burger; eat a burger","A2"
"Businessman","/ˈbɪznəˌsmæn/","n.","businessman, businessmen","None","a man who works in business or runs a company","I was going to become a businessman.","a successful businessman; a local businessman; a wealthy businessman","A2"
"Brush","/ˈbɹʌʃ/","n.","brush, brushes","brushy (adj.)","a tool with bristles attached to a handle, used for cleaning, painting, or styling hair","She used a soft brush to clean the dust off the old painting.","hair brush; paint brush; tooth brush","A2"
"Building","/ˈbɪldɪŋ/","n.","building, buildings","build (v.)","a structure that has a roof and walls and stands more or less permanently in one place","The old building had five floors and a wide entrance hall.","building relationships; building operation; building blocks","A2"
"Burst","/ˈbɝst/","v.","burst, bursts, burst, burst, bursting","burster (n.)","to break open or apart suddenly","The balloon burst with a loud bang at the party.","burst open; a pipe bursts; burst into tears","A2"
"Camel","/ˈkæməl/","n.","camel, camels","None","cud-chewing mammal used as a draft or saddle animal in desert regions","A camel can travel long distances without needing much water.","ride a camel; camel caravan; camel hump","A2"
"Calendar","/ˈkæləndɚ/","n.","calendar, calendars","calendric (adj.)","a chart that shows the days, weeks, and months of a year","I marked my birthday on the calendar with a red pen.","a wall calendar; check the calendar; mark the calendar","A2"
"Cabbage","/ˈkæbədʒ/","n.","cabbage, cabbages","None","a round vegetable with thick green or purple leaves","Cabbage is pretty boring on its own.","red cabbage; cabbage soup; cabbage leaves","A2"
"Burn","/ˈbɝn/","v.","burn, burns, burned, burned, burning","burner (n.), burnable (adj.)","destroy by fire","I was burning too bright for too long.","burn up; burn brightly; burn slowly","A2"
"Cage","/ˈkeɪdʒ/","n.","cage, cages","None","an enclosure made or wire or metal bars in which birds or animals can be kept","The bird sang happily inside its small cage.","a metal cage; a bird cage; in a cage","A2"
"Burden","/ˈbɝdən/","n.","burden, burdens","None","a heavy load or a hard duty that is difficult to carry","Paying for the house was a heavy burden for them.","a heavy burden; carry a burden; share the burden","A2"
"Cafe","/kəˈfeɪ/","n.","cafe, cafes","None","a small restaurant where drinks and snacks are sold","He thinks that we're going to a cafe now.","local cafe; sit in a cafe; corner cafe","A2"
"Candle","/ˈkændəl/","n.","candle, candles","None","a stick of wax with a string that you burn to give light","She lit a small candle when the lights went out.","light a candle; a burning candle; a birthday candle","A2"
"Cartoon","/kɑˈɹtun/","n.","cartoon, cartoons","cartoonist (n.)","a humorous or satirical drawing published in a newspaper or magazine","There's some good cartoons in this one.","cartoon character; animated cartoon; cartoon show","A2"
"Calm","/ˈkɑm/","adj.","calm, calmer, calmest","calmness (n.)","not agitated; without losing self-possession","He was calm, the snake was calm.","stay calm; calm way; pretty calm","A2"
"Capital","/ˈkæpətəl/","n.","capital, capitals","capitalise (v.), capitalist (n.), capitalize (v.)","the city that is the centre of a country or state and where the government is based","Berlin was not yet the capital of Germany.","capital city; the capital of; national capital","A2"
"Cause","/ˈkɑz/","n.","cause, causes","causal (adj.), causation (n.), causative (adj.)","something that makes something else happen","The only thing that would cause it to go back.","cause harm; cause problems; a good cause","A2"
"Cancel","/ˈkænsəl/","v.","cancel, cancels, canceled, canceled, canceling","cancellation (n.)","postpone indefinitely or annul something that was scheduled","They had to cancel the outdoor concert because of heavy rain.","cancel a plan; cancel a meeting; cancel an order","A2"
"Centimeter","/ˈsɛntəˌmitɚ/","n.","centimeter, centimeters","None","a metric unit of length equal to one hundredth of a meter","The gap between the stones was less than a centimeter wide.","a few centimeters; in centimeters; half a centimeter","A2"
"Cancer","/ˈkænsɚ/","n.","cancer, cancers","cancerous (adj.)","a serious illness in which some of the body's cells grow in an uncontrolled way","They discovered the genes that cause breast cancer.","pancreatic cancer; cancer patients; thyroid cancer","A2"
"Castle","/ˈkæsəl/","n.","castle, castles","castling (n.)","a large old building with thick walls, built to be strong","We visited an old stone castle on the hill.","an old castle; a stone castle; build a castle","A2"
"Cash","/ˈkæʃ/","n. [U]","no changes","cashable (adj.)","money in the form of bills or coins","I paid for the meal in cash because the machine was broken.","pay in cash; cash payment; short of cash","A2"
"Cereal","/ˈsɪɹiəl/","n.","cereal, cereals","None","a food made from grain, often eaten with milk for breakfast","She had a bowl of cereal with cold milk for breakfast.","eating cereal; cereal grains; cereal cultivation","A2"
"Ceiling","/ˈsilɪŋ/","n.","ceiling, ceilings","None","the top inside surface of a room, above your head","A bright lamp hangs from the ceiling in my room.","high ceiling; on the ceiling; white ceiling","A2"
"Chapter","/ˈtʃæptɚ/","n.","chapter, chapters","None","a subdivision of a written work; usually numbered and titled","The first chapter of the book introduces the main character.","first chapter; next chapter; read a chapter","A2"
"Cell","/ˈsɛl/","n.","cell, cells","cellular (adj.)","the smallest living part that makes up plants and animals","Our bodies are made of millions of tiny cells.","a living cell; a blood cell; a plant cell","A2"
"Century","/ˈsɛntʃɚi/","n.","century, centuries","None","a period of 100 years","Scientists hope to solve climate change before the end of the century.","last century; new century; turn of the century","A2"
"Central","/ˈsɛntɹəl/","adj.","central, more central, most central","center (n.), centrality (n.)","serving as an essential component","The library is in the central part of the town, near the market.","central role; central idea; central station","A2"
"Chalk","/ˈtʃɑk/","n. [U]","no changes","chalky (adj.)","a soft white or coloured stick used for writing or drawing, especially on a blackboard","The children drew lines on the pavement with pink chalk.","piece of chalk; draw in chalk; stick of chalk","A2"
"Chart","/ˈtʃɑɹt/","n.","chart, charts","chartist (n.)","a visual display of information","The doctor showed the patient a chart of the test results.","bar chart; pie chart; music chart","A2"
"Chain","/ˈtʃeɪn/","n.","chain, chains","None","a series of metal rings joined together to form a line","A long chain of metal links held the gate shut.","food chain; supply chain; chain of events","A2"
"Challenge","/ˈtʃæləndʒ/","n.","challenge, challenges","challenger (n.), challengeable (adj.)","something difficult that needs a lot of effort to do","Learning a new language was a big challenge for him.","a big challenge; face a challenge; a real challenge","A2"
"Channel","/ˈtʃænəl/","n.","channel, channels","channelize (v.), channelisation (n.), channelization (n.)","a television station or an online account where someone regularly posts videos","She subscribed to a new channel that posts cooking videos daily.","TV channel; YouTube channel; change the channel","A2"
"Cheer","/ˈtʃɪɹ/","v.","cheer, cheers, cheered, cheered, cheering","cheerful (adj.)","to shout loudly to show you are happy or to support someone","The fans began to cheer when their team scored a goal.","cheer loudly; cheer the team; cheer for someone","A2"
"Charge","/ˈtʃɑɹdʒ/","n.","charge, charges","charger (n.)","the amount of money you have to pay for something","There is no charge for children under six years old.","no charge; extra charge; in charge of","A2"
"Cheat","/ˈtʃit/","v.","cheat, cheats, cheated, cheated, cheating","cheater (n.), cheating (n.)","to act in a dishonest way to win or get something","He tried to cheat on the test by copying answers.","cheat on a test; cheat in a game; cheat someone","A2"
"Character","/ˈkɛɹɪktɚ/","n.","character, characters","characterise (v.), characterize (v.), characteristic (adj.)","a person in a story, film, or play","My favourite character in the book is the brave young girl.","main character; favourite character; cartoon character","A2"
"Chess","/ˈtʃɛs/","n. [U]","no changes","None","a board game for two players in which each player tries to trap the other's king","He's a US national master chess player.","play chess; a chess game; chess rating","A2"
"Chase","/ˈtʃeɪs/","v.","chase, chases, chased, chased, chasing","chaser (n.)","go after with the intent to catch","The dog likes to chase the ball across the garden.","give chase; chase after; a car chase","A2"
"Childish","/ˈtʃaɪldɪʃ/","adj.","childish, more childish, most childish","childishness (n.)","indicating a lack of maturity","It was childish of him to refuse to share the last piece of cake.","childish behavior; act childish; childish drama","A2"
