word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Manage,/ˈmænədʒ/,v.,"manage, manages, managed, managed, managing","manager (n.), manageable (adj.), management (n.)",be successful; achieve a goal｜成功達成目標,He managed to finish all his homework before dinner.,manage time; manage a team; manage well,A2
Mention,/ˈmɛnʃən/,v.,"mention, mentions, mentioned, mentioned, mentioning",mentioner (n.),make reference to｜提及,"By the way, I should mention one thing.",mention something; mention one thing; briefly mention,A2
Measure,/ˈmɛʒɚ/,v.,"measure, measures, measured, measured, measuring","measurer (n.), measuring (n.), measurable (adj.), measurement (n.)","determine the measurements of something or somebody, take measurements of｜測量某物或某人的尺寸",The teacher used a ruler to measure the length of the paper.,measure success; measure temperature; security measure,A2
Maintain,/meɪˈnteɪn/,v.,"maintain, maintains, maintained, maintained, maintaining","maintainer (n.), maintenance (n.), maintainable (adj.)",to keep something in its current state or at the same level｜維持某事物於現狀或相同水準,It is important to maintain good habits every day.,maintain control; maintain order; maintain balance,A2
Midnight,/ˈmɪˌdnaɪt/,n. [U],no changes,None,12 o'clock at night; the middle of the night｜午夜十二點；深夜,"At midnight, there are only two options.",at midnight; midnight snack; after midnight,A2
Method,/ˈmɛθəd/,n.,"method, methods",methodical (adj.),a planned or organized way of doing something｜有計畫或有條理的方式,She used a simple method to solve the math problem quickly.,learning method; simple method; effective method,A2
Minority,/maɪˈnɔɹəti/,n.,"minority, minorities",minor (adj.),a smaller part of a larger group that has different features or beliefs from most others｜比大多數人具有不同特徵或信念的較小群體,Only a small minority of the students were late today.,minority communities; small minority; ethnic minority,A2
Mile,/ˈmaɪl/,n.,"mile, miles",miler (n.),"a unit for measuring distance, equal to about 1.6 kilometers｜距離單位，約等於1.6公里",We walked nearly five miles along the river yesterday.,a few miles; miles away; walk a mile,A2
Military,/ˈmɪləˌtɛɹi/,adj.,no changes,"militarise (v.), militarize (v.), militaristic (adj.)","relating to soldiers, armed forces, or war｜與士兵、武裝部隊或戰爭有關的",Here's a guy who was a student of all the great military generals of the past.,military service; military training; military base,A2
Minor,/ˈmaɪnɚ/,adj.,"minor, more minor, most minor",minority (n.),small and not very important or serious｜小的且不太重要的,He made a minor mistake in his homework today.,minor problem; minor injury; minor change,A2
Mirror,/ˈmɪɹɚ/,n.,"mirror, mirrors",None,a piece of glass that shows you your own image｜映照自己形象的玻璃,She looked in the mirror before she left the house.,look in the mirror; a bathroom mirror; a broken mirror,A2
Mix,/ˈmɪks/,v.,"mix, mixes, mixed, mixed, mixing","mixer (n.), mixing (n.), mixable (adj.), mixture (n.)",mix together different elements｜將不同元素混合,You should mix the flour and the sugar together.,mix together; a good mix; mix well,A2
Mop,/ˈmɑp/,v.,"mop, mops, mopped, mopped, mopping","mopper (n.), mopping (n.)",to wash or wipe with or as if with a mop｜用拖把清洗或擦拭,She used a mop to clean the wet floor after the spill.,mop the floor; use a mop; clean with a mop,A2
Mixture,/ˈmɪkstʃɚ/,n.,"mixture, mixtures",mix (v.),something made by mixing two or more things together｜由兩種或多種東西混合而成的物質,"The cook made a mixture of flour, eggs, and sugar for the cake.",a mixture of; prepare a mixture; chemical mixture,A2
Motion,/ˈmoʊʃən/,n.,"motion, motions",motional (adj.),the act or process of moving from one place to another｜從一個地方移動到另一個地方的動作或過程,The slow motion of the boat made me feel sleepy.,constant motion; motion vectors; motion capture,A2
Mood,/ˈmud/,n.,"mood, moods",moody (adj.),the way you feel at a particular time｜在特定時間的感受,"See, I'm in a good mood now, I think.",bad mood; good mood; improve mood,A2
Motorcycle,/ˈmoʊtɚˌsaɪkəl/,n.,"motorcycle, motorcycles",motorcycling (n.),a motor vehicle with two wheels and a strong frame｜一種有兩個輪子和堅固車架的機動車輛,He rode his motorcycle to work every morning to avoid traffic.,ride a motorcycle; motorcycle race; motorcycle helmet,A2
Model,/ˈmɑdəl/,n.,"model, models","modeler (n.), modeling (n.), modeller (n.), modelling (n.)",a hypothetical description of a complex entity or process｜對複雜實體或過程的假設性描述,It's not my mental model of what I'm doing.,mental model; predictive model; particular model,A2
Mug,/ˈmʌɡ/,n.,"mug, mugs","muggee (n.), mugger (n.), mugging (n.)","a large cup with a handle, usually used for hot drinks｜一種有手柄的大杯子，通常用來裝熱飲",This is the mug that's on her desk.,favorite mug; coffee mug; mug of tea,A2
Musical,/ˈmjuzɪkəl/,adj.,"musical, more musical, most musical","music (n.), musicality (n.), musicalness (n.)",characterized by or capable of producing music｜以音樂為特徵的或能夠產生音樂的,She showed strong musical talent from an early age.,musical instrument; musical talent; musical notation,A2
Musician,/mjuˈzɪʃən/,n.,"musician, musicians","music (n.), musicianship (n.)",someone who plays a musical instrument (as a profession)｜演奏樂器的人（作為職業）,My brother is a talented musician who plays the piano.,jazz musician; best musician; recruited working musician,A2
Nail,/ˈneɪl/,n.,"nail, nails",nailer (n.),horny plate covering and protecting part of the dorsal surface of the digits｜覆蓋並保護手指或腳趾背面部分的角质板,The nails do not match the vibe tonight.,bite your nails; nail polish; cut your nails,A2
Narrow,/ˈnɛɹoʊ/,adj.,"narrow, narrower, narrowest","narrowing (n.), narrowness (n.)",not wide｜不寬的,The old town has many narrow streets.,pretty narrow; narrow space; narrow range,A2
Necessary,/ˈnɛsəˌsɛɹi/,adj.,"necessary, more necessary, most necessary",necessity (n.),absolutely essential｜絕對必要的,It is necessary to wear a helmet when you ride a bike.,if necessary; absolutely necessary; necessary steps,A2
Naughty,/ˈnɔti/,adj.,"naughty, naughtier, naughtiest",naughtiness (n.),"behaving badly or not following the rules, especially said of a child｜表現不好或不遵守規則（尤指小孩）",The naughty boy hid his sister's toy behind the sofa.,naughty boy; naughty girl; very naughty,A2
Nation,/ˈneɪʃən/,n.,"nation, nations",None,a politically organized body of people under a single government｜在單一政府下政治組織的人民團體,We established technology leadership for our nation.,island nation; sovereign nation; own nation,A2
Necklace,/ˈnɛkləs/,n.,"necklace, necklaces",None,a piece of jewelry worn around the neck｜佩戴在脖子上的珠寶飾品,She wore a beautiful gold necklace to the party.,gold necklace; wear a necklace; diamond necklace,A2
Nephew,/ˈnɛfju/,n.,"nephew, nephews",None,a son of your brother or sister｜你兄弟或姐妹的兒子,My nephew is my sister's young son.,young nephew; little nephew; favorite nephew,A2
Natural,/ˈnætʃɚəl/,adj.,"natural, more natural, most natural",naturalness (n.),"existing in or made by nature, not made by people｜存在於自然界或由自然界形成的，非人造的",We hiked through a beautiful area of natural forest and clean rivers.,natural beauty; natural resources; natural light,A2
Needle,/ˈnidəl/,n.,"needle, needles",None,"a thin, sharp metal tool used for sewing｜一種用於縫紉的細長金屬工具",She put thread through the needle to fix her shirt.,sewing needle; thread a needle; sharp needle,A2
Nearly,/ˈnɪɹli/,adv.,"nearly, more nearly, most nearly",None,almost but not completely｜幾乎但不完全,We have nearly finished cleaning the whole house.,nearly finished; nearly all; nearly every day,A2
Nearby,/ˈnɪˈɹbaɪ/,adj.,"nearby, more nearby, most nearby",None,close at hand｜近在手邊,There was one coffee shop open nearby.,located nearby; nearby village; nearby shows,A2
Negative,/ˈnɛɡətɪv/,adj.,"negative, more negative, most negative","negate (v.), negativity (n.), negativeness (n.)",bad or harmful; not good or hopeful｜不好的；有害的；不良的；不樂觀的,Too much screen time can have a negative effect on sleep.,a negative answer; a negative result; feel negative,A2
Noodle,/ˈnudəl/,n.,"noodle, noodles",None,a ribbonlike strip of pasta｜帶狀的義大利麵食,She ordered a bowl of noodle soup for lunch at the small restaurant.,noodle soup; instant noodles; noodle dish,A2
Nerve,/ˈnɝv/,n.,"nerve, nerves","nervy (adj.), nervous (adj.)",any bundle of nerve fibers running to various organs and tissues of the body｜通往身體各器官和組織的神經纖維束,Taking deep breaths helps calm my nerves before a test.,calm your nerves; nerve damage; steady your nerves,A2
Nervous,/ˈnɝvəs/,adj.,"nervous, more nervous, most nervous","nerve (n.), nervousness (n.)",easily agitated｜容易激動的；容易緊張的,"I am excited also, but a little bit nervous.",always nervous; nervous energy; nervous talking,A2
Niece,/ˈnis/,n.,"niece, nieces",None,a daughter of your brother or sister｜兄弟或姊妹的女兒,My niece came to visit us for the weekend and we all had a great time.,young niece; little niece; my niece,A2
Neighbor,/ˈneɪbɚ/,n.,"neighbor, neighbors","neighborly (adj.), neighborhood (n.)",a person who lives (or is located) near another｜住在附近的人；鄰居,Our neighbor always waves and says hello when we meet in the street.,next door neighbor; friendly neighbor; annoying neighbor,A2
None,/ˈnʌn/,pron.,no changes,None,not any; not one of a number or group｜沒有一個；全無；皆非,"I looked for my keys everywhere, but none of them could be found.",none of them; none at all; little or none,A2
Neither,/ˈniðɚ/,pron.,no changes,None,Not either one of two.｜兩者都不,Neither of the two boys knew the answer to the question.,neither of them; neither one; neither here nor there,A2
Network,/ˈnɛˌtwɝk/,n.,"network, networks",None,an interconnected system of things or people｜相互連接的事物或人的系統,The phone could not connect to the network at home.,large network; network based; network installation,A2
Nod,/ˈnɑd/,v.,"nod, nods, nodded, nodded, nodding",None,to move your head up and down to say yes or agree｜上下移動頭部表示同意,She gave a small nod to show that she agreed.,nod your head; nod in agreement; give a nod,A2
Obey,/oʊˈbeɪ/,v.,"obey, obeys, obeyed, obeyed, obeying",None,to do what a rule or person tells you to do｜服從；遵守（規則或指示）,All drivers must obey the traffic rules on the road.,obey the rules; obey the law; obey orders,A2
Nut,/ˈnʌt/,n.,"nut, nuts",nutty (adj.),a small hard fruit or seed with a shell that you can eat｜帶殼的可食用硬果或種子,I like to eat a few nuts as a healthy snack.,eat nuts; crack a nut; mixed nuts,A2
Northern,/ˈnɔɹðɚn/,adj.,no changes,northernness (n.),in or relating to the northern part of a region or country｜位於或關於某地區或國家的北部,The northern part of the country gets a lot of snow in winter.,northern coast; northern tip; northern flank,A2
Notebook,/ˈnoʊˌtbʊk/,n.,"notebook, notebooks",None,a book with blank pages for recording notes or memoranda｜用於記錄筆記的空白頁面本子,Maybe your notebook is in front of you.,notebook full; original notebook; personal notebook,A2
Novel,/ˈnɑvəl/,n.,"novel, novels","novelist (n.), novelette (n.)",an extended fictional work in prose; usually in the form of a story｜篇幅較長的虛構散文作品；通常以故事形式呈現,She stayed up late to finish reading her favorite novel.,novel ways; first novel; historical novel,A2
Nor,/ˈnɔɹ/,conj.,no changes,None,used after 'neither' or a negative statement to introduce a second negative alternative｜用於否定句中引出第二個否定選項,I don't see it happening nor being helpful.,neither nor; nor did I; nor was it,A2
Ocean,/ˈoʊʃən/,n.,"ocean, oceans",oceanic (adj.),a large body of water constituting a principal part of the hydrosphere｜構成水圈主要部分的大片水域,Large whales and tiny fish all live in the ocean together.,deep ocean; ocean floor; across the ocean,A2
Obvious,/ˈɑbviəs/,adj.,"obvious, more obvious, most obvious",obviousness (n.),easy to see or understand; very clear｜容易看見或理解的；非常清楚的,It was obvious that she was very tired after work.,obvious answer; obvious reason; obvious choice,A2
Object,/ˈɑbdʒɛkt/,n.,"object, objects","objector (n.), objectify (v.), objection (n.)",a tangible and visible entity; an entity that can cast a shadow｜有形的可見實體；能投射陰影的實體,We think of them as an object to get around.,gameplay object; object orientation; target object,A2
Occur,/əˈkɝ/,v.,"occur, occurs, occurred, occurred, occurring",None,come to pass｜發生；來臨,Power cuts occur frequently during severe storms.,occur naturally; occur frequently; rarely occur,A2
Official,/əˈfɪʃəl/,adj.,"official, more official, most official","office (n.), officialdom (n.)",having official authority or sanction｜具有官方權力或認可的,The official start time of the game is three o'clock.,official status; official capacity; official document,A2
Origin,/ˈɔɹədʒən/,n.,"origin, origins",originate (v.),the place or point where something begins or comes from｜事物開始或來源的地点或點,The origin of this old story is still a mystery to many people.,country of origin; the origin of; ethnic origin,A2
Offer,/ˈɔfɚ/,v.,"offer, offers, offered, offered, offering","offerer (n.), offeror (n.), offering (n.)",to ask someone if they want something you can give｜詢問某人是否想要你能給的東西,She offered me a cup of tea when I arrived.,offer help; offer advice; offer a job,A2
Organization,/ˌɔɹɡənəˈzeɪʃən/,n.,"organization, organizations",organize (v.),a group of people who work together｜一起工作的一群人,It almost indirectly says what you should do with the organization.,single organization; different organization; lobby organization,A2
Operate,/ˈɑpɚˌeɪt/,v.,"operate, operates, operated, operated, operating","operation (n.), operator (n.)",to control a machine or organization; to function or work in a particular way｜控制機器或組織；以特定方式運作或工作,It's that you are getting the answers about how to operate in the world.,operate independently; operate within; operate smoothly,A2
Ordinary,/ˈɔɹdəˌnɛɹi/,adj.,"ordinary, more ordinary, most ordinary",ordinariness (n.),not exceptional in any way especially in quality or ability or size or degree｜在品質、能力、大小或程度上沒有例外的,I'll read some of them from ordinary citizens.,ordinary person; ordinary life; ordinary day,A2
Opinion,/əˈpɪnjən/,n.,"opinion, opinions",opine (v.),what you think or believe about something｜你對某事物的想法或信念,"In my opinion, this is the best movie of the year.",in my opinion; give an opinion; honest opinion,A2
Operator,/ˈɑpɚˌeɪtɚ/,n.,"operator, operators",operate (v.),a person whose job is to use a machine or equipment｜工作為操作機器或設備的人,The machine operator checked all the buttons before starting.,machine operator; phone operator; skilled operator,A2
Ourselves,/aʊɚˈsɛlvz/,pron.,no changes,None,used to talk about us as the people doing and receiving an action｜用來談論我們作為進行和接受動作的人,We made the cake all by ourselves and shared it with our friends.,by ourselves; enjoy ourselves; for ourselves,A2
Organ,/ˈɔɹɡən/,n.,"organ, organs","organic (adj.), organist (n.)","a part of the body that does a special job, like the heart｜身體執行特殊工作的部分，如心臟",The heart is an important organ in the human body.,vital organ; internal organ; organ in the body,A2
Pajamas,/pəˈdʒɑməz/,n.,"pajamas, no changes",None,"loose, comfortable clothes worn in bed to sleep in｜睡覺時穿的寬鬆舒適的衣服",She put on her pajamas and went to bed early that night.,wear pajamas; striped pajamas; in pajamas,A2
