"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Verse","/ˈvɝs/","n.","verse, verses","versify (v.)","literature in metrical form","We sit down and I played him a verse chorus of one song.","second verse; verse chorus; final verse","B1"
"Various","/ˈvɛɹiəs/","adj.","various, more various, most various","None","of many different kinds purposefully arranged but lacking any uniformity","This critical period is designed to facilitate the collection of real-world operational data and empirical evidence from autonomous vessel trials conducted across various jurisdictions.","various parts; various points; various capabilities","B1"
"Vehicle","/ˈvihɪkəl/","n.","vehicle, vehicles","vehicular (adj.)","a conveyance that transports people or objects","You must park your vehicle in the car park behind the shop.","delivery vehicle; space vehicle; escape vehicle","B1"
"Victory","/ˈvɪktɚi/","n. [U]","no changes","victorious (adj.)","a successful ending of a struggle or contest","He thinks it'll be a quick victory.","huge victory; quick victory; small victory","B1"
"Victim","/ˈvɪktəm/","n.","victim, victims","victimise (v.), victimize (v.)","an unfortunate person who suffers from some adverse circumstance","The facts of this were the families of victims of an ICE attack in instanbul.","alleged victim; fall victim; victim mentality","B1"
"View","/ˈvju/","n.","view, views","viewer (n.), viewable (adj.)","a way of regarding situations or topics etc.","Meaning you have two completely different views of what the rules are.","view here; best view; viking view","B1"
"Violet","/ˈvaɪəlɪt/","n.","violet, violets","None","any of numerous low-growing violas with small flowers","A few small violets were growing quietly in the shade of the garden.","violet inc; violet ever garden; believe violet","B1"
"Village","/ˈvɪlədʒ/","n.","village, villages","None","a community of people smaller than a town","The shift toward high-quality urbanization has brought increased attention to the issue of ""urban villages"", which has become a prominent social problem in China.","small village; isolated village; village mapping","B1"
"Violence","/ˈvaɪələns/","n. [U]","no changes","violent (adj.)","an act of aggression (as one against a person who resists)","I got through doing three two-hour long trainings because Stanford understandably has you do harassment training and workplace safety, workplace violence.","gang violence; state violence; unbelievable violence","B1"
"Vivid","/ˈvɪvəd/","adj.","vivid, more vivid, most vivid","vividness (n.)","evoking lifelike images within the mind","We know that REM sleepbased dreams are very vivid.","crazy vivid; vivid memory; vivid highly vivid","B1"
"Vitamin","/ˈvaɪtəmən/","n.","vitamin, vitamins","vitaminize (v.)","any of a group of organic substances essential in small quantities to normal metabolism","It combines vitamins, minerals, prebiotics, probiotics, and adaptogens into a single scoop that's easy to drink, and it tastes great.","combines vitamin; need vitamin; get enough vitamin","B1"
"Visible","/ˈvɪzəbəl/","adj.","visible, more visible, most visible","visibility (n.), visibleness (n.)","capable of being seen; or open to easy view","AI-driven vision systems can now detect the molecular freshness of proteins long before any spoilage becomes visible to the human eye.","visible milestones; component remains visible; visible entity","B1"
"Vision","/ˈvɪʒən/","n. [U]","no changes","visionary (adj.)","a vivid mental image","My grandmother wears glasses because her vision is rather poor.","clear vision; vision pro; anyone else's vision","B1"
"Violent","/ˈvaɪələnt/","adj.","violent, more violent, most violent","violence (n.)","acting with or marked by or resulting from great force or energy or emotional intensity","Hamas is a violent extremist group known to commit heinous violence against civilians in Israel, and they were now in power.","horrible violent; violent tendencies; hyper violent","B1"
"Volleyball","/ˈvɑliˌbɔl/","n. [U]","no changes","None","a game in which two teams hit an inflated ball over a high net using their hands","Play a game of frisbee or soccer or volleyball, a pickup game at the picnic or something.","volleyball strategy; winning volleyball; volleyball softball","B1"
"Vocabulary","/voʊˈkæbjəˌlɛɹi/","n. [U]","no changes","None","a listing of the words used in some enterprise","We spent some time talking about the vocabulary words, which is very important.","vocabulary size; vocabulary output layer; full vocabulary","B1"
"Wagon","/ˈwæɡən/","n.","wagon, wagons","None","any of various kinds of wheeled vehicles drawn by an animal or a tractor","The farmer filled the wagon with hay and drove it to the barn.","cattle wagon; wagon pulled; beautiful ornate wagon","B1"
"Waist","/ˈweɪst/","n.","waist, waists","None","the narrowing of the body between the ribs and hips","She wore a wide belt around her waist to hold up the loose trousers.","waist deep; waist circumference; snatched waist","B1"
"Voter","/ˈvoʊtɚ/","n.","voter, voters","vote (v.)","a citizen who has a legal right to vote","Every voter must show some form of identification at the door.","voter base; american voter; voter file","B1"
"Volume","/ˈvɑljum/","n. [U]","no changes","voluminous (adj.)","the amount of 3-dimensional space occupied by an object","Please turn down the volume because the music is too loud.","shared volume; sheer volume; persistent volume","B1"
"Vote","/ˈvoʊt/","n.","vote, votes","voter (n.)","a choice that is made by counting the number of people in favor of each alternative","There were protests, they clashed with the local authorities, and it led to an independence vote.","single vote; vote interstate compact; national popular vote","B1"
"Waitress","/ˈweɪtɹəs/","n.","waitress, waitresses","None","A female attendant who serves customers in a restaurant, café, or similar.","We live in a world and that waitress and many people are it's a highlight reel.","fleetfooted waitress; waitress rolled; before waitress","B1"
"Wage","/ˈweɪdʒ/","n.","wage, wages","None","something that remunerates","He earns a fair wage for the long hours he works each week.","wage worker; wage equation; wage subsidies substantially","B1"
"Wallet","/ˈwɔlət/","n.","wallet, wallets","None","a pocket-size case for holding papers and paper money","I could put my wallet on here, too.","wallet exchanges; six wallet; wallet anymore","B1"
"Warmth","/ˈwɔɹmθ/","n. [U]","no changes","None","the sensation caused by heat energy","You can make the arena a little bit chilly and provide warmth at that location.","warmth back; feel its warmth; warmth scores","B1"
"Waterfall","/ˈwɔtɚˌfɔl/","n.","waterfall, waterfalls","None","a steep descent of the water of a river","They sit quietly around rivers that waterfall in Berkeley.","waterfall there; incredible waterfall; waterfall display","B1"
"War","/ˈwɔɹ/","n. [U]","no changes","warrior (n.)","the waging of armed conflict against an enemy","Many families lost their homes during the long and terrible war.","war efforts; vietnam war; war room","B1"
"Wander","/ˈwɑndɚ/","v.","wander, wanders, wandered, wandered, wandering","wanderer (n.), wandering (n.)","move about aimlessly or without any destination, often in search of food or employment","He liked to wander slowly through the old town.","wander through; continued wander; wander away","B1"
"Waste","/ˈweɪst/","n. [U]","no changes","waster (n.), wastage (n.), wasting (n.)","any materials unused and rejected as worthless or unwanted","It's more saying save this from going to waste.","laid waste; waste making; haste makes waste","B1"
"Vanish","/ˈvænɪʃ/","v.","vanish, vanishes, vanished, vanished, vanishing","vanishing (v.)","get lost, as without warning or explanation","The magician made the coin vanish right in front of our eyes.","vanish entirely; others vanish; equilibrium vanish","B1"
"Warn","/ˈwɔɹn/","v.","warn, warns, warned, warned, warning","warner (n.), warning (n.)","notify of danger, potential harm, or risk","The sign was put up to warn drivers about the sharp bend.","warn marks; first warn; warn putin","B1"
"Watermelon","/ˈwɔtɚˌmɛlən/","n.","watermelon, watermelons","None","an African melon","I love the watermelon, the raspberry, the citrus, and I really love the lemonade flavor.","watermelon between; say small watermelon; watermelon man composition","B1"
"Wash","/ˈwɑʃ/","v.","wash, washes, washed, washed, washing","washer (n.), washing (n.), washable (adj.)","clean with some chemical process","Remember to wash your hands before you sit down to eat.","wash three times; wash twice; manually wash","B1"
"Wax","/ˈwæks/","n. [U]","no changes","waxy (adj.), waxing (n.)","any of various substances of either mineral origin or plant or animal origin; they are solid at normal temperatures and insoluble in water","We don't have any wax in our clay.","wax philosophical about; yeah let's wax; wax poetic about","B1"
"Vary","/ˈvɛɹi/","v.","vary, varies, varied, varied, varying","None","become different in some particular way, without permanently losing one's or its former characteristics or essence","Ticket prices vary depending on the day and time of travel.","course vary; probably vary; vary widely","B1"
"Weave","/ˈwiv/","v.","weave, weaves, weaved, woven, weaving","weaver (n.), weaving (n.)","interlace by or as if by weaving","Against all odds, Pragmata also weaves in this hacking miniame while combating its many types of androids.","settlements weave; fibers they've weave; stuffed weave","B1"
"Weapon","/ˈwɛpən/","n.","weapon, weapons","weaponize (v.)","any instrument or instrumentality used in fighting or hunting","The guards searched every visitor to make sure no one carried a weapon inside.","weapon inspections; mobile weapon; good weapon","B1"
"Weaken","/ˈwikən/","v.","weaken, weakens, weakened, weakened, weakening","weakener (n.), weakening (n.)","lessen the strength of","Saddam sees this as an opportunity to weaken a major rival.","weaken hezbollah immensely; top leaders weaken; weaken complexity bounds","B1"
"Wealthy","/ˈwɛlθi/","adj.","wealthy, wealthier, wealthiest","wealth (n.), wealthiness (n.)","having an abundant supply of money or possessions of value","Inflationary displacement occurs when local residents are priced out of their own communities by the seasonal presence of wealthy digital nomads.","become wealthy; wealthy our nation; got wealthy","B1"
"Wealth","/ˈwɛlθ/","n. [U]","no changes","wealthy (adj.)","the state of being rich and affluent; having a plentiful supply of material goods and money","He used his great wealth to help the poor people in his town.","own wealth; per capita wealth; built wealth","B1"
"Web","/ˈwɛb/","n.","web, webs","webby (adj.), webbing (n.)","an intricate network suggesting something that was formed by weaving or interweaving","Okay guys, under nearly every video that I make about web servers or reverse proxies, I always get this one comment.","web into; web design; web technologies","B1"
"Weekday","/ˈwiˌkdeɪ/","n.","weekday, weekdays","None","any day except Sunday (and sometimes except Saturday)","The museum is much quieter on a weekday than at the weekend.","explained every weekday; weekday wherever; said both weekday","B1"
"Wed","/ˈwɛd/","v.","wed, weds, wedded, wed, wedding","wedding (n.)","take in marriage","The young couple decided to wed in a small church near the sea.","wed rings; wed here; own wed","B1"
"Wedding","/ˈwɛdɪŋ/","n.","wedding, weddings","wed (v.)","the social event at which the ceremony of marriage is performed","They invited nearly two hundred guests to their summer wedding.","wedding rings; own wedding; wedding speeches","B1"
"Weed","/ˈwid/","n.","weed, weeds","weedy (adj.), weeder (n.)","any plant that crowds out cultivated plants","You're supposed to these are weeds that come up in your life and you're supposed to burn them down.","pull up weeds; a stubborn weed; remove the weeds","B1"
"Weep","/ˈwip/","v.","weep, weeps, wept, wept, weeping","weeper (n.), weeping (n.)","shed tears because of sadness, rage, or pain","You tell the story of Charlemagne weeping because he foresaw the evil his descendants would suffer.","weep because; openly weep; episode without weep","B1"
"Western","/ˈwɛstɚn/","adj.","no changes","westernize (v.)","relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts","The sun set slowly over the western edge of the wide sea.","western society; western alliance; spaghetti western","B1"
"Weekly","/ˈwikli/","adj.","no changes","week (n.)","of or occurring every seven days","I'm not as strict with it because it does depend on my weekly schedule.","weekly content; df direct weekly; watch weekly","B1"
"Weight","/ˈweɪt/","n. [U]","no changes","weighty (adj.)","the vertical force exerted by a mass as a result of gravity","Nations now treat strategic control over compute and data corridors with the same national security weight as shipping lanes or oil pipelines.","weight squats; rapid weight; lost weight","B1"
"Weigh","/ˈweɪ/","v.","weigh, weighs, weighed, weighed, weighing","weigher (n.), weighing (n.)","have a certain weight","I think the justices are eventually going to have to weigh in on that.","weigh heavily; ruler xi weigh; weigh limits","B1"
"Whale","/ˈweɪl/","n.","whale, whales","whaler (n.)","a very large person; impressive in size or qualities","A huge whale rose to the surface and then dived back down.","dead whale; ocean after whale; true whale","B1"
"Wheat","/ˈwit/","n. [U]","no changes","None","annual or biennial grass having erect flower spikes and light brown grains","For example, Georgia gets nearly all of their wheat flour from Russia.","winter wheat; wheat barley; wheat because","B1"
"Whip","/ˈwɪp/","n.","whip, whips","whipper (n.), whipping (n.)","an instrument with a handle and a flexible lash that is used for whipping","All you can hear is the wind and the sand that it whips off these endless dunes.","whip off; slight whip; pistol whip","B1"
"Whistle","/ˈwɪsəl/","v.","whistle, whistles, whistled, whistled, whistling","whistler (n.), whistling (n.)","make whistling sounds","I would not try to whistle to them far away.","whistle stop tour; signature whistle; secret whistle","B1"
"Whatever","/ˌwʌˈtɛvɚ/","n. [U]","no changes","None","A thing or person whose actual name is unknown or forgotten.","You can order whatever you like from the menu tonight.","whatever wounds; whatever happened; whatever power","B1"
"Wheel","/ˈwil/","n.","wheel, wheels","wheeler (n.), wheeling (n.)","a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)","It's no longer in my wheel a priority.","wheel below; wheel eyes; ferris wheel","B1"
"Whenever","/wɛˈnɛvɚ/","conj.","no changes","None","at any time that something happens; on every occasion that a condition is met","You can call me whenever you need some help with your work.","day whenever; feel whenever; eyes whenever","B1"
"Wherever","/wɛˈɹɛvɚ/","conj.","no changes","None","in or to any place; used to mean 'no matter where' something happens or is done","They had to pack their bags, migrate to wherever there were jobs, and figure something out.","hope wherever; okay wherever; wherever else","B1"
"Width","/ˈwɪdθ/","n. [U]","no changes","None","the extent of something from side to side","You're looking at a specific channel to and you got to know the channel width also because you got choices there.","entire width; tn width; width compared","B1"
"Whoever","/huˈɛvɚ/","n. [U]","no changes","None","Who ever: an emphatic form of who.","Whoever finishes the test first may leave the room early.","marry whoever; whoever name; warren buffett whoever","B1"
"Whisper","/ˈwɪspɚ/","v.","whisper, whispers, whispered, whispered, whispering","whisperer (n.), whispering (n.)","speak softly; in a low voice","It has open AI image generation whisper for speech to text.","whisper learns; existing whisper; insanely fast whisper","B1"
"Whole","/ˈhoʊl/","adj.","no changes","wholeness (n.)","including all components without exception; being one unit or constituting the full amount or extent or duration; complete","She spent the whole afternoon reading in the garden.","whole bunch; whole period; whole career","B1"
"Wicked","/ˈwɪkəd/","adj.","wicked, more wicked, most wicked","wickedness (n.)","morally bad in principle or practice","In the old story, the wicked queen tried to harm the young princess.","wicked tongue; truly wicked; wicked thing","B1"
"Windy","/ˈwɪndi/","adj.","windy, windier, windiest","wind (n.), windiness (n.)","abounding in or exposed to the wind or breezes","This windy little choke point was no longer the Gate of Tears.","windy little choke; windy thing going; got that windy","B1"
"Widen","/ˈwaɪdən/","v.","widen, widens, widened, widened, widening","widening (n.)","become broader or wider or more extensive","The outperformance gap widens for mid-caps and small-caps.","widen range; ron widen; widen contexts","B1"
"Whom","/ˈhum/","n. [U]","no changes","None","What person or people; which person or people. As the object of a verb.","Decades of war forced out millions of Palestinians, many of whom ended up here in Lebanon.","whom apes; eats whom; fighting whom","B1"
"Willing","/ˈwɪlɪŋ/","adj.","willing, more willing, most willing","will (v.), willingness (n.)","disposed or inclined toward","He's willing to go to this really hard place.","perfectly willing; somebody who's willing; knowledge willing","B1"
"Wild","/ˈwaɪld/","adj.","wild, wilder, wildest","wildness (n.), wilderness (n.)","marked by extreme lack of restraint or control","Using a popular citizen science platform , we conducted a comprehensive validation in the wild of a game-based cognitive assessment suite.","wild west; pretty wild; wild ride","B1"
"Wine","/ˈwaɪn/","n. [U]","no changes","winey (adj.), winery (n.)","An alcoholic beverage made by fermenting grape juice, with an ABV ranging from 5.5–16%.","Yet we're not eating anti-inflammatory food and we're drinking wine every night and we're not getting enough sleep.","wine every day; drinks wine; beautiful wine","B1"
"Wing","/ˈwɪŋ/","n.","wing, wings","None","a movable organ for flying (one of a pair)","The little bird hurt its wing and could not fly away.","west wing; buffalo wild wing; wing discs","B1"
"Wipe","/ˈwaɪp/","v.","wipe, wipes, wiped, wiped, wiping","wiper (n.)","rub with a circular motion","Please wipe the table with a damp cloth after dinner.","completely wipe; accidentally wipe; absolutely wipe","B1"
"Workbook","/ˈwɝk.bʊk/","n.","workbook, workbooks","None","a student's book or booklet containing problems with spaces for solving them","I also have an Atomic Habits workbook that we're coming out with, it helps you operationalize some of the things.","open the workbook; grammar workbook; complete the workbook","B1"
"Wire","/ˈwaɪɚ/","n.","wire, wires","wirer (n.)","ligament made of metal and used to fasten things or make cages or fences etc","If you have these lines, you can have one or two copper wires go dead and you still can have a show.","wire guard mesh; razor wire; wire above","B1"
"Wisdom","/ˈwɪzdəm/","n. [U]","no changes","None","accumulated knowledge or erudition or enlightenment","My grandmother shared a great deal of wisdom about raising a family.","deep wisdom; infinite wisdom; political wisdom","B1"
"Within","/wɪˈðɪn/","prep.","no changes","None","inside the limits or boundaries of something; before a particular period of time has passed","Please return the book within two weeks.","built within; stay within; now within","B1"
"Wool","/ˈwʊl/","n. [U]","no changes","wooly (adj.), woolly (adj.)","a fabric made from the hair of sheep","If you didn't have access to either of those, you could also put on a hoodie or a wool hat and a hoodie.","wool over; wool ball; harvest their wool","B1"
"Wonder","/ˈwʌndɚ/","v.","wonder, wonders, wondered, wondered, wondering","wonderer (n.), wondrous (adj.), wonderment (n.)","have a wish or desire to know something","I often wonder what my life will be like in ten years.","seven wonder; often wonder; things i've wonder","B1"
"Wooden","/ˈwʊdən/","adj.","wooden, more wooden, most wooden","woodenness (n.)","made or consisting of (entirely or in part) or employing wood","They sat on an old wooden bench under the shady tree.","wooden houses; sturdy wooden; wooden components","B1"
"Wolf","/ˈwʊlf/","n.","wolf, wolves","None","any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs","A grey wolf was hunting deer in the snowy forest.","cried wolf; wolf inside; wolf pack","B1"
"Wood","/ˈwʊd/","n. [U]","no changes","woody (adj.)","the hard fibrous lignified substance under the bark of trees","I love this one because it's made out of wood and it feels really nice in the hand.","logging wood; wood johnson medical; wood elf warrior","B1"
"Worm","/ˈwɝm/","n.","worm, worms","wormy (adj.)","any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae","The bird pulled a long worm out of the wet soil.","worm infections; permanent worm; worm c elegance","B1"
"Yam","/ˈjæm/","n.","yam, yams","None","edible tuber of any of several yams","Yam based language but it also allows.","yam vegetable; yam chicken; objectively yam","B1"
"Worse","/ˈwɝs/","adj.","no changes","None","(comparative of `bad') inferior to another in quality or condition or desirability","My cold got worse after I walked in the rain.","feeling worse; hearing gets worse; worse health outcomes","B1"
"Wrist","/ˈɹɪst/","n.","wrist, wrists","None","a joint between the distal end of the radius and the proximal row of carpal bones","A lot of people have been coming out against the settlement and saying it's really a slap on the wrist.","wrist yesterday; wrist size; suggest skinny wrist","B1"
"Yearly","/ˈjɪɹli/","adj.","yearly, yearlier, yearliest","year (n.)","occurring or payable every year","The club holds a yearly meeting to choose its new leaders.","yearly call; world yearly; yearly salary","B1"
"Worst","/ˈwɝst/","adj.","no changes","None","(superlative of `bad') most wanting in quality or value or condition","I wanted to call the head of that school and say this is the worst advice you can give people.","own worst; worst enemies; absolute worst","B1"
"Wound","/ˈwaʊnd/","n.","wound, wounds","wounding (n.)","an injury to living tissue (especially an injury involving a cut or break in the skin)","The nurse cleaned the wound and put a fresh bandage on it.","tightly wound; cell chemicals wound; wound form","B1"
"Worth","/ˈwɝθ/","adj.","worth, worther, worthest","worthy (adj.)","worthy of being treated in a particular way; (often used ironically)","Reinforcement learning has proven its worth in a series of artificial domains, and is beginning to show some successes in real-world scenarios.","worth fighting; probably worth; always worth","B1"
"Upload","/ˈʌˌploʊd/","v.","upload, uploads, uploaded, uploaded, uploading","None","transfer a file or program to a central computer from a smaller computer or a computer at a remote location","Change the site route to our location where the website is uploaded.","easily upload; simply upload; upload comment","B1"
"Wrap","/ˈɹæp/","v.","wrap, wraps, wrapped, wrapped, wrapping","wrapper (n.), wrapping (n.)","arrange or fold as a cover or protection","She decided to wrap the gift in bright red paper.","bubble wrap; chat wrap; dig site wrap","B1"
"Yolk","/ˈjoʊk/","n.","yolk, yolks","None","the yellow spherical part of an egg that is surrounded by the albumen","The yolk was this amazingly rich caramelly egg flavor.","yolk provision; larger yolk; mt and yolk","B1"
"Youngster","/ˈjʌŋstɚ/","n.","youngster, youngsters","None","a young person of either sex","Matarić and her team developed a robot, Bandit, that can play games with a child and give the youngster words of affirmation.","commit youngster; youngster practice hitting; youngster words","B1"
"Zebra","/ˈzibɹə/","n.","zebra, zebras","None","any of several fleet black-and-white striped African equines","Take a zebra fininch and raise it with a canary.","zebra not zebra; zebra sounded; know what zebra","B1"
"Youth","/ˈjuθ/","n. [U]","no changes","None","a young person (especially a young man or boy)","He spent his youth on a small farm out in the country.","believing youth; communist youth; youth unemployment","B1"
"Yell","/ˈjɛl/","v.","yell, yells, yelled, yelled, yelling","yeller (n.), yelling (n.)","utter a sudden loud cry","The coach began to yell loudly when the team made a mistake.","rebel yell; coach yell; attendant yell","B1"
"Zipper","/ˈzɪpɚ/","n.","zipper, zippers","zip (v.)","a fastener for locking together two toothed edges by means of a sliding tab","The zipper on my jacket broke and now it will not close.","functional zipper; coil zipper; biggest zipper","B1"
"Zone","/ˈzoʊn/","n.","zone, zones","None","a locally circumscribed place characterized by some distinctive features","You must not park your car in this no-parking zone.","zone dns template; border zone; security buffer zone","B1"
