"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Because","/bɪˈkɔz/","conj.","no changes","None","for the reason that; used to introduce an explanation or cause","She stayed at home because she felt very sick.","sleep because; because you've got; computing platform because","A1"
"Ball","/ˈbɔl/","n.","ball, balls","None","round object that is hit or thrown or kicked in games","The animation of the balls was sick, too.","soccer ball; yoga ball; small ball","A1"
"Beautiful","/ˈbjutəfəl/","adj.","beautiful, more beautiful, most beautiful","None","delighting the senses or exciting intellectual or emotional admiration","It's the beginning of a beautiful friendship.","beautiful online store; absolutely beautiful; quite beautiful","A1"
"Bell","/ˈbɛl/","n.","bell, bells","None","a hollow device made of metal that makes a ringing sound when struck","The bell rings when the lesson is over.","bell tolls; mark bell; closing bell","A1"
"Banana","/bəˈnænə/","n.","banana, bananas","None","any of several tropical and subtropical treelike herbs of the genus Musa having a terminal crown of large entire leaves and usually bearing hanging clusters of elongated fruits","I love apples,"" or, ""I love bananas.","banana bread; beloved banana; banana leaf","A1"
"Bath","/ˈbæθ/","n.","bath, baths","None","a vessel containing liquid in which something is immersed (as to process it or to maintain it at a constant temperature or to lubricate it)","It's a red ocean, a blood bath.","wonderful bubble bath; bird bath; blood bath","A1"
"Before","/bɪˈfɔɹ/","prep.","no changes","None","earlier than a particular time or event","I always wash my hands before dinner.","before dinner; the night before; just before","A1"
"Beach","/ˈbitʃ/","n.","beach, beaches","None","an area of sand sloping down to the water of a sea or lake","The children played on the sandy beach all day.","beach boys; beach here; beach town","A1"
"Basket","/ˈbæskət/","n.","basket, baskets","basketeer (n.)","a container that is usually woven and has handles","She put the fresh bread in the basket.","traditional basket; basket case; net basket","A1"
"Bag","/ˈbæɡ/","n.","bag, bags","bagger (n.), bagging (n.)","a flexible container with a single opening","It's the same popcorn they bag it.","random grab bag; whole bag; bean bag","A1"
"Bear","/ˈbɛɹ/","n.","bear, bears","bearer (n.), bearing (n.), bearable (adj.)","a large strong wild animal with thick fur and sharp claws","A big brown bear lives in the forest.","a brown bear; a polar bear; a teddy bear","A1"
"Bedroom","/ˈbɛˌdɹum/","n.","bedroom, bedrooms","None","a room used primarily for sleeping","You want the bedroom to be cool.","bedroom lights; bedroom switch; bedroom eyes","A1"
"Bed","/ˈbɛd/","n.","bed, beds","None","a piece of furniture that you sleep on","I go to bed early on school nights.","go to bed; make the bed; a comfortable bed","A1"
"Bee","/ˈbi/","n.","bee, bees","None","a small flying insect that makes honey and can sting you","A bee flew around the bright flowers.","a busy bee; a honey bee; a bee sting","A1"
"Become","/bɪˈkʌm/","v.","become, becomes, became, become, becoming","None","enter or assume a certain state or condition","I think my kids can become kind.","instantly become; become incredibly popular; eventually become","A1"
"Begin","/bɪˈɡɪn/","v.","begin, begins, began, begun, beginning","beginner (n.), beginning (n.)","take the first step or steps in carrying out an action","The film will begin in five minutes.","begin construction; essentially begin; begin adapting secretly","A1"
"Bathroom","/ˈbæˌθɹum/","n.","bathroom, bathrooms","None","a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet","I really need to go to the bathroom.","bathroom at home; bathroom facing; bathroom time","A1"
"Below","/bɪˈloʊ/","prep.","no changes","None","at a lower level or position than something; less than a number or amount","The temperature dropped below zero late last night.","linked below; wheels below; website below","A1"
"Best","/ˈbɛst/","adj.","no changes","None","better than all the others; the very good one","She is my best friend at school.","the best friend; the best way; do your best","A1"
"Bean","/ˈbin/","n.","bean, beans","beaner (n.)","any of various edible seeds of plants of the family Leguminosae used for food","He ate rice and beans for lunch.","bean movie; broken bean; bean tells","A1"
"Believe","/bɪˈliv/","v.","believe, believes, believed, believed, believing","belief (n.), believer (n.), believable (adj.)","accept as true; take to be true","I believe you can pass the test.","already believe; truly believe; cannot believe","A1"
"Between","/bɪˈtwin/","prep.","no changes","None","in the space separating two things or people; shared by two parties; at a point in a range","The shop is between the bank and the post office.","between israel; travel between; distinguish between","A1"
"Bite","/ˈbaɪt/","v.","bite, bites, bit, bitten, biting","biter (n.)","to grip, cut off, or tear with or as if with the teeth or jaws","Be careful, the dog might bite your hand.","bite complicated; every bite; tiny bite","A1"
"Behind","/bɪˈhaɪnd/","prep.","no changes","None","at or toward the back of something; after someone in time or order; slower than expected","The cat is hiding behind the door.","tech behind; philosophy behind; story behind","A1"
"Beside","/bɪˈsaɪd/","prep.","no changes","None","next to or at the side of something or someone","The cat sat quietly beside the warm open fire.","sits beside; property beside; coexist beside","A1"
"Block","/ˈblɑk/","n.","block, blocks","blocky (adj.), blocker (n.), blockage (n.), blocking (n.)","a solid piece of something (usually having flat rectangular sides)","If you tweet at me with AI, I will block you.","granite block; transformer block; entire city block","A1"
"Big","/ˈbɪɡ/","adj.","big, bigger, biggest","bigness (n.)","large in size, amount, or degree","They live in a big house near the park.","a big house; a big city; a big problem","A1"
"Beef","/ˈbif/","n. [U]","no changes","None","cattle that are reared for their meat","We had roast beef and potatoes for dinner.","biggest beef; legal beef; eggs beef","A1"
"Bench","/ˈbɛntʃ/","n.","bench, benches","None","a long seat for more than one person","They sat on a bench in the park.","bench table; bench eq bench; bench categories","A1"
"Belong","/bɪˈlɔŋ/","v.","belong, belongs, belonged, belonged, belonging","belongings (n.)","to be owned by someone","This red bike belongs to my brother.","belong to me; belong here; belong together","A1"
"Blue","/ˈblu/","adj.","blue, bluer, bluest","blueness (n.)","of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky","It will stain your nails blue and your hair blue.","blue because; blue wolf; clear blue","A1"
"Body","/ˈbɑdi/","n.","body, bodies","None","the entire structure of an organism (an animal, plant, or human being)","It makes me I get full body shuddters when I hear about this stuff.","human body; whole body; body composition","A1"
"Bored","/ˈbɔɹd/","adj.","bored, more bored, most bored","None","feeling tired and unhappy because something is not interesting","The children were bored at home all day.","feel bored; get bored; look bored","A1"
"Blow","/ˈbloʊ/","v.","blow, blows, blew, blown, blowing","blowy (adj.), blower (n.), blowing (n.)","exhale hard","I am mind blown and I'm very excited.","killing blow; usually blow; jonathan blow","A1"
"Bike","/ˈbaɪk/","n.","bike, bikes","None","a vehicle with two wheels that you ride by pushing the pedals","She rides her bike to school every day.","ride a bike; a new bike; a mountain bike","A1"
"Bird","/ˈbɝd/","n.","bird, birds","birder (n.)","an animal with feathers and wings that can usually fly","A small bird sang in the tree.","a small bird; a baby bird; birds fly","A1"
"Belt","/ˈbɛlt/","n.","belt, belts","None","a band of leather or cloth that you wear around your waist","He wears a brown belt with his jeans.","a leather belt; wear a belt; a seat belt","A1"
"Brave","/ˈbɹeɪv/","adj.","brave, braver, bravest","braveness (n.)","possessing or displaying courage; able to face and deal with danger or fear without flinching","I don't know if I would have been brave.","incredibly brave; brave step; little brave","A1"
"Black","/ˈblæk/","adj.","black, blacker, blackest","blackness (n.)","being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light","One of the things I'm a black man.","big black; black dub; black swans","A1"
"Bow","/ˈbaʊ/","n.","bow, bows","None","a knot with two loops, used to tie shoes or as a decoration","She tied her hair with a pretty red bow.","a red bow; tie a bow; a hair bow","A1"
"Book","/ˈbʊk/","n.","book, books","booker (n.), booking (n.), booklet (n.), bookable (adj.)","a written work or composition that has been published (printed on pages bound together)","Because you've also written several amazing books.","first book; write another book; book again","A1"
"Blind","/ˈblaɪnd/","adj.","no changes","blinder (n.), blindness (n.)","unable to see; -","He's got teeth that could blind a man.","giant blind; blind faith; blind submission","A1"
"Boring","/ˈbɔɹɪŋ/","adj.","boring, more boring, most boring","boringness (n.)","not interesting and making you feel tired","The movie was so boring that I fell asleep.","a boring movie; a boring day; a boring job","A1"
"Boat","/ˈboʊt/","n.","boat, boats","boater (n.), boating (n.)","a small vessel for travel on water","We pull our tents off the boat.","boat journey; boat builder; alleged drug boat","A1"
"Born","/ˈbɔɹn/","adj.","born, borner, bornest","None","brought into existence","I was born in that golden era of coin-op.","born rule; born evil; born now","A1"
"Box","/ˈbɑks/","n.","box, boxes","boxy (adj.), boxer (n.), boxing (n.)","a (usually rectangular) container; may have a lid","She put all her toys in the box.","box down below; description box; light box","A1"
"Borrow","/ˈbɑˌɹoʊ/","v.","borrow, borrows, borrowed, borrowed, borrowing","borrower (n.)","get temporarily","It's an interest rate on borrowed money.","borrow against; borrow heavily; borrow elements","A1"
"Both","/ˈboʊθ/","adj.","no changes","None","(used with count nouns) two considered together; the two","Both children enjoy playing in the park after school.","both human; both know; buy both","A1"
"Boy","/ˈbɔɪ/","n.","boy, boys","boyhood (n.)","a youthful male person","The boy kicked the ball to his friend.","beach boy; game boy; boy club","A1"
"Bowl","/ˈboʊl/","n.","bowl, bowls","bowler (n.)","a round vessel that is open at the top; used chiefly for holding food or liquids","I think you've got two bowls of potatoes.","bowl commercial; bowl interview; begging bowl","A1"
"Bottle","/ˈbɑtəl/","n.","bottle, bottles","bottler (n.)","a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped","This plastic water bottle is BPA free.","whole bottle; glass bottle; antibiotics bottle","A1"
"Boss","/ˈbɑs/","n.","boss, bosses","bossy (adj.)","the person who is in charge of you at work","My boss is kind and helps me with my work.","a good boss; my new boss; ask the boss","A1"
"Bright","/ˈbɹaɪt/","adj.","bright, brighter, brightest","brightness (n.)","emitting or reflecting light readily or in large amounts","I want that tail a bit brighter.","bright flash; bright sky; bright blue skies","A1"
"Break","/ˈbɹeɪk/","n.","break, breaks","breaker (n.), breakage (n.), breakable (adj.)","a short time when you stop working to rest","We took a short break for lunch.","a short break; take a break; a lunch break","A1"
"Bottom","/ˈbɑtəm/","n.","bottom, bottoms","None","the lowest part of something","My keys were at the bottom of my bag.","the bottom of; at the bottom; bottom shelf","A1"
"Bus","/ˈbʌs/","n.","bus, buses","None","a vehicle carrying many passengers; used for public transport","This is a boom followed by a bus.","catch the bus; a bus stop; miss the bus","A1"
"Business","/ˈbɪznəs/","n. [U]","no changes","None","a commercial or industrial enterprise and the people who constitute it","Now, NVIDIA is not in the market share business.","foundry business; entire business; business today","A1"
"Busy","/ˈbɪzi/","adj.","busy, busier, busiest","busyness (n.)","having a lot of things to do; not free","My mother is very busy at work today.","a busy day; too busy; busy week","A1"
"Bring","/ˈbɹɪŋ/","v.","bring, brings, brought, brought, bringing","None","to take something or someone with you to a place","Please bring your books to class tomorrow.","bring a friend; bring food; bring a gift","A1"
"Bridge","/ˈbɹɪdʒ/","n.","bridge, bridges","bridgeable (adj.)","a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.","Now this is the -called land bridge.","brooklyn bridge; land bridge; bridge changes","A1"
"But","/ˈbʌt/","conj.","no changes","None","used to introduce a contrast or exception; however; except","I wanted to go out, but it started to rain.","companion but; time ago but; but these islands","A1"
"Brother","/ˈbɹʌðɚ/","n.","brother, brothers","brotherly (adj.), brotherhood (n.)","a boy or man who has the same parents as you","My brother is two years older than me.","my older brother; a little brother; a baby brother","A1"
"Build","/ˈbɪld/","v.","build, builds, built, built, building","builder (n.), building (n.)","make by combining materials and parts","Many of them built their own PCs anyways.","build out; build operation; build within","A1"
"Brown","/ˈbɹaʊn/","adj.","brown, browner, brownest","brownness (n.)","of a color similar to that of wood or earth","He wore a warm brown coat in winter.","brown feathers; bobby brown; brown shirt","A1"
"Car","/ˈkɑɹ/","n.","car, cars","None","a motor vehicle with four wheels; usually propelled by an internal combustion engine","I could not find a rental car place.","rental car; car around; car especially","A1"
"Breakfast","/ˈbɹɛkfəst/","n.","breakfast, breakfasts","None","the first meal you eat in the morning","I eat eggs and bread for breakfast.","eat breakfast; have breakfast; breakfast time","A1"
"Bug","/ˈbʌɡ/","n.","bug, bugs","buggy (adj.)","a small insect","A small green bug landed on my arm.","a small bug; catch a bug; a tiny bug","A1"
"Bread","/ˈbɹɛd/","n. [U]","no changes","None","food made from dough of flour or meal and usually raised with yeast or baking powder and then baked","Give us this day our daily bread.","since sliced bread; bread basket; bread pasta rice","A1"
"By","/ˈbaɪ/","prep.","no changes","None","near or next to; using a particular method; before a certain time; through the action of","This long letter was written by my grandmother.","by charles; followed by; captured by","A1"
"Call","/ˈkɔl/","v.","call, calls, called, called, calling","caller (n.), calling (n.), callable (adj.)","assign a specified (usually proper) proper name to","Please call me when you get home.","approach call; broker call; brain call","A1"
"Buy","/ˈbaɪ/","v.","buy, buys, bought, bought, buying","buyer (n.), buying (n.)","to get something by paying money for it","I want to buy a new pair of shoes today.","buy a gift; buy food; buy a ticket","A1"
"Button","/ˈbʌtən/","n.","button, buttons","buttony (adj.)","a small round thing you push or use to close clothes","She pushed the button to start the machine.","push a button; press the button; shirt button","A1"
"Cent","/ˈsɛnt/","n.","cent, cents","None","a small amount of money; one hundred cents make a dollar","This little candy costs only one cent.","ten cents; fifty cents; every cent","A1"
"Can","/ˈkæn/","v.","no changes","cannery (n.)","to be able to do something","My little sister can swim very well now.","can swim; can help; can come","A1"
"Butter","/ˈbʌtɚ/","n. [U]","no changes","butt (v.), buttery (adj.)","an edible emulsion of fat globules made by churning milk or cream; for cooking and table use","She spread butter on a slice of warm fresh bread.","butter into; butter creates; butter needs","A1"
"Careful","/ˈkɛɹfəl/","adj.","careful, more careful, most careful","carefulness (n.)","exercising caution or showing care or attention","Be careful when you cross the busy road.","careful analysis; bit more careful; careful putting board","A1"
"Camp","/ˈkæmp/","n.","camp, camps","campy (adj.), camper (n.), camping (n.)","a place where people stay in tents for a short time, often outdoors","We set up our tent at the camp by the lake.","summer camp; a camp site; set up camp","A1"
"Cake","/ˈkeɪk/","n.","cake, cakes","None","a block of solid substance (such as soap or wax)","This flour I'll use in the cake.","cake frosting cake; chocolate cake; marvelous cake","A1"
"Camera","/ˈkæmɚə/","n.","camera, cameras","None","a device that you use to take photos or videos","She took a photo of the cat with her camera.","a new camera; a digital camera; use a camera","A1"
"Care","/ˈkɛɹ/","n.","care, cares","None","the work of providing treatment for or attending to someone or something","We care about the things that are new.","taken care; access care; care doctor","A1"
"Butterfly","/ˈbʌtɚˌflaɪ/","n.","butterfly, butterflies","None","diurnal insect typically having a slender body with knobbed antennae and broad colorful wings","The butterflies are swirling off the beach.","butterfly velocity; counting butterfly; butterfly retains","A1"
"Card","/ˈkɑɹd/","n.","card, cards","None","one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes","This was one of the icebreaker cards.","graphics card; business card; sd card","A1"
"Center","/ˈsɛntɚ/","n.","center, centers","central (adj.), centric (adj.), centering (n.), centrical (adj.)","an area that is approximately central within some larger region","The shop is in the center of town.","center cost; center proposed; operation center","A1"
"Case","/ˈkeɪs/","n.","case, cases","None","an occurrence of something","I'm talking to you about Waqar's case.","worst case; case maybe; case involving","A1"
"Cab","/ˈkæb/","n.","cab, cabs","None","a compartment at the front of a motor vehicle or locomotive where driver sits","We took a cab to the train station.","cab now; skater cab; cab llc","A1"
"Change","/ˈtʃeɪndʒ/","n.","change, changes","changer (n.)","an event that occurs when something passes from one state or phase to another","There was a big change in the weather.","change happens; fundamentally change; regime change","A1"
"Celebrate","/ˈsɛləˌbɹeɪt/","v.","celebrate, celebrates, celebrated, celebrated, celebrating","celebrant (n.), celebrator (n.), celebration (n.), celebratory (adj.)","behave as expected during of holidays or rites","We celebrate my birthday with a big cake.","celebrate humans; celebrate music broadly; celebrate chinese identity","A1"
"Child","/ˈtʃaɪld/","n.","child, children","childly (adj.), childhood (n.)","a young person of either sex","Every child in the class has a book.","child teenagers; child too; child went","A1"
"Catch","/ˈkætʃ/","v.","catch, catches, caught, caught, catching","catchy (adj.), catcher (n.), catchment (n.)","to take and hold something that is moving in the air","Try to catch the ball with both hands.","catch a ball; catch a bus; catch a fish","A1"
"Carry","/ˈkæɹi/","v.","carry, carries, carried, carried, carrying","carrier (n.), carriage (n.)","move while supporting, either in a vehicle or in one's hands or on one's body","She's the, she carries the flame forward.","carry away; ominous lady carry; carry water","A1"
"Check","/ˈtʃɛk/","v.","check, checks, checked, checked, checking","checker (n.)","examine so as to determine accuracy, quality, or condition","I can go to sleep because I checked it off.","podcast please check; check now; double check","A1"
"Circle","/ˈsɝkəl/","n.","circle, circles","circular (adj.), circulate (v.)","a round shape like a ring","The children sat in a big circle on the floor.","draw a circle; a big circle; sit in a circle","A1"
"Certain","/ˈsɝtən/","adj.","certain, more certain, most certain","None","sure about something; having no doubt","I am certain that he will come to the party.","feel certain; quite certain; almost certain","A1"
"Choice","/ˈtʃɔɪs/","n.","choice, choices","choiceness (n.)","the act of choosing between two or more things","You can make your own choice about dinner.","a good choice; make a choice; the best choice","A1"
"Cap","/ˈkæp/","n.","cap, caps","None","a tight-fitting headdress","Cap lock would be your standard go-to.","mo cap; root cap; artificial cap","A1"
"Chance","/ˈtʃæns/","n.","chance, chances","chancy (adj.)","a possibility due to a favorable combination of circumstances","This is the only chance I have.","better chance; higher chance; chance against","A1"
"Cat","/ˈkæt/","n.","cat, cats","catty (adj.)","a small animal with soft fur that people keep as a pet","The little cat is sleeping on my warm bed.","a black cat; a pet cat; feed the cat","A1"
"Chicken","/ˈtʃɪkən/","n.","chicken, chickens","None","the flesh of a chicken used for food","We need to bring out the chicken hats.","chicken hats; chicken eggs; chicken becomes deaf","A1"
"Cheap","/ˈtʃip/","adj.","cheap, cheaper, cheapest","cheapness (n.)","relatively low in price or charging low prices","Many times, I do the refactor because refactors are cheap now.","really cheap; cheap goods; cheap models","A1"
"Chocolate","/ˈtʃɔklət/","n. [U]","no changes","None","a beverage made from cocoa powder and milk and sugar; usually drunk hot","The children shared a bar of chocolate after lunch.","chocolate double chocolate; chocolate coating; chocolate chip cookies","A1"
"Chair","/ˈtʃɛɹ/","n.","chair, chairs","None","a seat for one person, with a support for the back","I can sit here in the chair and wear it.","federal reserve chair; lawn chair; rocking chair","A1"
