word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Security,/sɪˈkjʊɹəti/,n. [U],no changes,secure (adj.),the state of being free from danger or injury｜沒有危險或傷害的狀態,Nations now treat strategic control over compute and data corridors with the same national security weight as shipping lanes or oil pipelines.,national security; tight security; security guard,B1
Shampoo,/ʃæˈmpu/,n. [U],no changes,None,cleansing agent consisting of soaps or detergents used for washing the hair｜用於洗髮的清潔劑，由肥皂或清潔劑組成,I don't use deodorant or shampoo or any of that stuff.,hair shampoo; apply shampoo; shampoo bottle,B1
Shepherd,/ˈʃɛpɚd/,n.,"shepherd, shepherds",None,A person who takes care of and guides sheep.｜照顧並引導羊的人。,The shepherd led his sheep across the hills to fresh grass.,shepherd a flock; German shepherd; shepherd's pie,B1
Sensible,/ˈsɛnsəbəl/,adj.,"sensible, more sensible, most sensible","sense (v.), sensibility (n.), sensibleness (n.)",showing reason or sound judgment｜顯示理性或明智的判斷,Wearing a helmet when cycling is a sensible decision that could save your life.,sensible defaults; sensible until; seem sensible,B1
Separation,/ˌsɛpɚˈeɪʃən/,n.,"separation, separations",separate (v.),the state of lacking unity｜缺乏團結的狀態,The separation of the two friends made them both very sad.,painful separation; separation of powers; church-state separation,B1
Shadow,/ˈʃæˌdoʊ/,n.,"shadow, shadows","shadowy (adj.), shadower (n.), shadowing (n.)",shade within clear boundaries｜輪廓清晰的陰影,The tall tree cast a long shadow across the quiet garden.,cast a shadow; in the shadow of; under the shadow,B1
Shallow,/ˈʃæloʊ/,adj.,"shallow, shallower, shallowest",shallowness (n.),lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center｜缺乏物理深度；從外表面或從中心向內向下延伸的空間很小,"It was known mostly for strong winds, unpredictable crosscurrents and shallow reefs that made navigating it dangerous.",vast shallow; shallow lake ecosystems; shallow reefs,B1
Shorten,/ˈʃɔɹtən/,v.,"shorten, shortens, shortened, shortened, shortening","shortener (n.), shortening (n.)",make shorter than originally intended; reduce or retrench in length or duration｜使比原來短；減少或縮減長度或持續時間,"The first stage of an ovulation disorder is a luteal phase defect, meaning a shortening of your luteal phase.",shorten the journey; shorten a word; shorten the gap,B1
Shiny,/ˈʃaɪni/,adj.,"shiny, shinier, shiniest","shine (n.), shininess (n.)",reflecting light｜反射光線的,"For decades, visitors to China have marvelled at its built environment — the lightning-fast trains, the futuristic skylines, and shiny, colossal bridges.",shiny surface; shiny new; bright and shiny,B1
Silk,/ˈsɪlk/,n. [U],no changes,silky (adj.),a fabric made from the fine threads produced by certain insect larvae｜由某些昆蟲幼蟲產生的細絲製成的織物,She wore a soft silk dress to the wedding last weekend.,silk dress; pure silk; silk road,B1
Senior,/ˈsinjɚ/,adj.,"senior, more senior, most senior",seniority (n.),older; higher in rank; longer in length of tenure or service｜年齡較大的；級別較高的；任職時間較長的,She is a senior member of the team with many years of experience.,senior vice president; senior director; senior lecturer,B1
Shortly,/ˈʃɔɹtli/,adv.,"shortly, more shortly, most shortly",None,soon; in a short or brief manner｜很快；以短暫或簡潔的方式,"The train will arrive shortly, so please wait on the platform.",shortly afterwards; depart shortly; arrive shortly,B1
Shovel,/ˈʃʌvəl/,n.,"shovel, shovels",shoveler (n.),a hand tool for lifting loose material; consists of a curved container or scoop and a handle｜一種用於鏟起鬆散物料的手工具，由鏟斗或勺狀容器和手柄組成,He used a shovel to dig a hole for the new tree.,dig with a shovel; garden shovel; snow shovel,B1
Shrimp,/ˈʃɹɪmp/,n.,"shrimp, shrimps","shrimpy (adj.), shrimper (n.)","A small sea creature with a curved body and thin legs, often eaten as food.｜一種身體彎曲、細腿的小型海洋生物，常作為食物食用",We ordered fried shrimp at the seafood restaurant.,grilled shrimp; shrimp cocktail; shrimp paste,B1
Sigh,/ˈsaɪ/,v.,"sigh, sighs, sighed, sighed, sighing",None,heave or utter a sigh; breathe deeply and heavily｜嘆氣；沉重或大聲地呼吸,She sighed with relief when the missing child was found.,sigh deeply; sigh with relief; sigh loudly,B1
Signal,/ˈsɪɡnəl/,n.,"signal, signals","signaler (n.), signaling (n.), signalize (v.), signaller (n.)",any nonverbal action or gesture that encodes a message｜任何傳達訊息的非語言動作或手勢,The driver gave a clear signal before he turned left at the corner.,honest signal; gps signal; input signal,B1
Situation,/ˌsɪtʃuˈeɪʃən/,n.,"situation, situations",situate (v.),the general state of things; the combination of circumstances at a given time｜事物的總體狀態；特定時間各種情況的組合,She stayed calm and handled the difficult situation very well.,difficult situation; current situation; handle a situation,B1
Sincere,/sɪˈnsɪɹ/,adj.,"sincere, more sincere, most sincere",sincerity (n.),open and genuine; not deceitful｜坦誠且真誠的；不欺騙的,Please accept my sincere thanks for your help.,sincere thanks; sincere gratitude; totally sincere,B1
Significant,/səˈɡnɪfɪkənt/,adj.,"significant, more significant, most significant","signify (v.), significance (n.)",important in effect or meaning｜在效果或意義上重要的,The emergence of autonomous surgical robots capable of performing intricate laparoscopic suturing marks a significant milestone in the evolution of minimally invasive medical procedures.,significant improvements; significant amounts; significant milestone,B1
Shrink,/ˈʃɹɪŋk/,v.,"shrink, shrinks, shrank, shrunk, shrinking","shrinkage (n.), shrinking (n.)","to become or make smaller in size, amount, or value｜在尺寸、數量或價值上變小或使變小","Facing shrinking revenue and rising expenses, something had to change.",shrink in size; fabric shrinks; shrink from responsibility,B1
Sip,/ˈsɪp/,v.,"sip, sips, sipped, sipped, sipping",sipper (n.),drink in sips｜小口喝,She likes to sip her hot tea slowly while reading a book.,first sip; sip whiskey; sip through straws,B1
Skate,/ˈskeɪt/,v.,"skate, skates, skated, skated, skating","skater (n.), skating (n.)",move along on skates｜穿著溜冰鞋滑行,The children love to skate on the frozen lake in winter.,ice skate; roller skate; skate on thin ice,B1
Sin,/ˈsɪn/,n.,"sin, sins","sinner (n.), sinning (n.)",An act that goes against religious or moral rules; something considered to be very wrong.｜違背宗教或道德規範的行為；被認為是非常錯誤的事,"In the old story, it was a sin to tell lies.",commit a sin; a terrible sin; forgive a sin,B1
Sink,/ˈsɪŋk/,n.,"sink, sinks","sinker (n.), sinking (n.)",plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe｜固定在牆壁或地板上並有排水管的水盆衛生設備,She left the dirty dishes in the kitchen sink to wash later.,kitchen sink; sink or swim; down the sink,B1
Similarity,/ˌsɪməˈlɛɹəti/,n.,"similarity, similarities",similar (adj.),the quality of being similar｜相似的特質,We developed a methodology for identifying and classifying multidimensional app usage time series based on similarity.,strong similarity; structural similarity; similarity graph,B1
Skillful,/ˈskɪlfəl/,adj.,"skillful, more skillful, most skillful",skillfulness (n.),having or showing knowledge and skill and aptitude｜具有或展現知識、技術和能力的,The surgeon was known for being skillful and careful in the operating room.,highly skillful; skillful player; skillful hands,B1
Slender,/ˈslɛndɚ/,adj.,"slender, more slender, most slender",slenderness (n.),being of delicate or slender build｜身材纖細的,The slender cat slipped through the narrow gap in the fence with ease.,slender figure; tall and slender; slender fingers,B1
Sleeve,/ˈsliv/,n.,"sleeve, sleeves",None,the part of a garment that is attached at the armhole and that provides a cloth covering for the arm｜服裝上連接袖孔並為手臂提供布料的部分,He rolled up the sleeve of his shirt to wash his hands.,roll up one's sleeves; shirt sleeve; long sleeve,B1
Slave,/ˈsleɪv/,n.,"slave, slaves",slavery (n.),a person who is owned by someone｜被他人擁有的人,"In ancient times, prisoners were often captured and sold as slaves.",slave trade; slave labor; free the slaves,B1
Ski,/ˈski/,v.,"ski, skis, skied, ski'd, skiing","skier (n.), skiing (n.)",move along on skis｜穿著滑雪板滑行,We learned to ski down the gentle slope near the small village.,ski resort; go skiing; ski slope,B1
Skinny,/ˈskɪni/,adj.,"skinny, skinnier, skinniest","skin (n.), skinniness (n.)",being very thin｜非常瘦的,He was very skinny as a child but grew much stronger later.,skinny jeans; skinny top; skinny dipping,B1
Skip,/ˈskɪp/,v.,"skip, skips, skipped, skipped, skipping",skipper (n.),bypass｜跳過,You should not skip breakfast because your body needs energy in the morning.,skip class; skip a meal; skip ahead,B1
Slippery,/ˈslɪpɚi/,adj.,"slippery, more slippery, most slippery",slipperiness (n.),causing or tending to cause things to slip or slide｜使事物容易滑動或滑落的,"The wet floor was slippery, so everyone walked carefully.",slippery slope; slippery surface; slippery when wet,B1
Slope,/ˈsloʊp/,n.,"slope, slopes",None,A surface or piece of ground that goes upward or downward at an angle; a hillside.｜向上或向下傾斜的地面或表面；山坡,The children rolled down the grassy slope behind the old house.,steep slope; grassy slope; ski slope,B1
Slice,/ˈslaɪs/,n.,"slice, slices","slicer (n.), slicing (n.)","a thin, flat piece cut from something; a share or portion｜從某物切下的薄片；一份",He cut a thick slice of bread and put butter on it.,thin slice; slice of bread; slice of cake,B1
Snap,/ˈsnæp/,v.,"snap, snaps, snapped, snapped, snapping","snappy (adj.), snapper (n.)",To break suddenly with a sharp sound.｜突然發出尖銳聲音斷裂,"Be careful, or the dry branch will snap under your foot.",snap a branch; snap in two; snap in half,B1
Sorrow,/ˈsɑɹoʊ/,n. [U],no changes,sorrower (n.),an emotion of great sadness associated with loss or bereavement｜因失去或喪亡而產生的強烈悲傷情感,Regret is defined as this deep sorrow that we have as a result of our wrongdoing.,deep sorrow; fill with sorrow; sorrow and grief,B1
Someday,/ˈsʌˌmdeɪ/,adv.,no changes,None,some unspecified time in the future｜未來某個不確定的時間,She hopes to travel around the world someday with her family.,maybe someday; hope someday; dream that someday,B1
Spaghetti,/spəˈɡɛti/,n. [U],no changes,None,spaghetti served with a tomato sauce｜配番茄醬的義大利麵,We cooked a large pot of spaghetti for dinner.,a plate of spaghetti; cook spaghetti; spaghetti sauce,B1
Solid,/ˈsɑləd/,adj.,"solid, more solid, most solid","solidify (v.), solidity (n.), solidness (n.)",characterized by good substantial quality｜品質堅實可靠的,The old bridge was built with solid stone and still stands today.,pretty solid; solid geometry; something solid,B1
Spice,/ˈspaɪs/,n.,"spice, spices",spicery (n.),A substance from a plant used to add flavor or aroma to food.｜用於為食物增添風味或香氣的植物物質,"She added a variety of spices to the soup to give it a rich, warm flavor.",add spice; spice up a dish; exotic spice,B1
Sometime,/ˈsʌˌmtaɪm/,adv.,no changes,None,at some indefinite or unstated time｜在某個不確定的時間,Come and visit us sometime over the summer when you have free time.,sometime ago; stop by sometime; visit sometime,B1
Spinach,/ˈspɪnətʃ/,n. [U],no changes,None,A plant with large dark green leaves that are eaten as a vegetable.｜一種葉片大且呈深綠色的蔬菜植物,She added fresh spinach and garlic to the pan and cooked them in olive oil.,fresh spinach; spinach salad; eat spinach,B1
Somehow,/ˈsʌˌmhaʊ/,adv.,no changes,None,in some unspecified way or manner; or by some unspecified means｜以某種不確定的方式或方法,"However, that process somehow needs to be automated and that of course depends on how the DNS provider is able to do this.",somehow manage; somehow feel; somehow work,B1
Spill,/ˈspɪl/,v.,"spill, spills, spilled, spilled, spilling","spiller (n.), spillage (n.)",cause or allow (a liquid substance) to run or flow from a container｜使液體物質從容器中流出或溢出,Be careful not to spill the hot soup on the table.,spill water; spill onto; spill from,B1
Specific,/spəˈsɪfɪk/,adj.,"specific, more specific, most specific",specificity (n.),"Relating to one particular thing, person, or situation; exact and clearly defined.｜涉及某一特定事物、人或情況；精確且明確的",The teacher gave us a specific date for handing in the work.,specific piece; specific conversation; specific ways,B1
Spite,/ˈspaɪt/,n.,"spite, spites",None,"A desire to hurt or upset someone; also used in the phrase ""in spite of"" meaning despite.｜想要傷害或擾亂他人的欲望；也用於片語「in spite of」意為儘管",Syria is doing this in spite of having spent years removing hundreds of thousands of Kurds from its own country.,in spite of; out of spite; motivated by spite,B1
Spit,/ˈspɪt/,v.,"spit, spits, spat, spit, spitting","spitter (n.), spitting (n.)",expel or eject (saliva or phlegm or sputum) from the mouth｜從口中吐出或噴出唾液或痰,He turned away before he spat on the ground.,spit on the ground; spit out; spit saliva,B1
Splash,/ˈsplæʃ/,v.,"splash, splashes, splashed, splashed, splashing","splashy (adj.), splashing (n.)","cause (a liquid) to spatter about, especially with force｜液體特別是帶有力道地四濺",The children splashed water at each other in the pool.,splash water; splash onto; splash around,B1
Spoil,/ˈspɔɪl/,v.,"spoil, spoils, spoiled, spoilt, spoiling","spoiler (n.), spoilage (n.), spoiling (n.), spoilation (n.)","make a mess of, destroy or ruin｜搞砸、破壞或毀滅",The heavy rain will spoil our plans for a picnic today.,spoil a child; spoil the fun; go to spoil,B1
Squirrel,/ˈskwɝəl/,n.,"squirrel, squirrels",None,a kind of arboreal rodent having a long bushy tail｜一種長有蓬鬆長尾巴的樹棲嚙齒動物,A small squirrel ran up the tree with a nut in its mouth.,tree squirrel; ground squirrel; flying squirrel,B1
Spray,/ˈspɹeɪ/,n.,"spray, sprays","sprayer (n.), spraying (n.)",A liquid sent out in fine drops; a device that releases liquid in fine drops.｜以細小液滴形式噴射的液體；可噴出細小液滴的裝置,A lot of times you use it in nasal spray.,hairspray; spray paint; nasal spray,B1
Stadium,/ˈsteɪdiəm/,n.,"stadium, stadiums",None,a large structure for open-air sports or entertainments｜大型露天運動或娛樂建築,They're copper lines that go up to different positions in the stadium for sound and for headsets for communications and returns.,football stadium; packed stadium; stadium crowd,B1
Stale,/ˈsteɪl/,adj.,"stale, staler, stalest",staleness (n.),No longer fresh; old and not enjoyable or interesting.｜不再新鮮的；陳舊無趣的,The bread became stale after several days in the cupboard.,stale quickly; becomes stale; feel stale,B1
Squeeze,/ˈskwiz/,v.,"squeeze, squeezes, squeezed, squeezed, squeezing","squeezer (n.), squeezing (n.)","to press something firmly, often from two sides｜從兩側用力按壓",She squeezed his hand gently to reassure him.,squeeze a hand; squeeze gently; squeeze tightly,B1
Statue,/ˈstæˌtʃu/,n.,"statue, statues","statuary (adj.), statuette (n.)",a sculpture representing a human or animal｜人或動物的雕像,There is a tall stone statue in the centre of the town square.,stone statue; build a statue; statue of a hero,B1
Stable,/ˈsteɪbəl/,adj.,"stable, stabler, stablest","stabling (n.), stability (n.), stableness (n.)",resistant to change of position or condition｜不易改變位置或狀態的,Digital natives are creating a stable hybrid language that blends standard syntax with platform-specific emojis and clipped forms.,stay stable; stable ground; stable form,B1
Stare,/ˈstɛɹ/,v.,"stare, stares, stared, stared, staring",starer (n.),look at with fixed eyes｜凝視；盯著看,It is rude to stare at people you do not know.,blank stare; stare into space; stare in disbelief,B1
Staff,/ˈstæf/,n.,"staff, staffs",None,personnel who assist their superior in carrying out an assigned task｜協助上司執行任務的人員,The hotel staff were friendly and helped us carry our heavy bags.,teaching staff; staff meeting; full of staff,B1
Starve,/ˈstɑɹv/,v.,"starve, starves, starved, starved, starving","starving (n.), starvation (n.)",be hungry; go without food｜挨餓；沒有食物吃,The lost hikers began to starve after their food ran out.,starve to death; nearly starve; starve for food,B1
Stiff,/ˈstɪf/,adj.,"stiff, stiffer, stiffest",stiffness (n.),not moving or operating freely｜不能自由活動或運作的,My legs felt stiff after the long bus ride to the coast.,stiff neck; feel stiff; stiff competition,B1
Sticky,/ˈstɪki/,adj.,"sticky, stickier, stickiest",stickiness (n.),having the sticky properties of an adhesive｜具有黏合劑特性的,I had it mop up some really sticky spots on the floor and it did a really good job getting it all up.,sticky fingers; sticky situation; sticky mess,B1
Steep,/ˈstip/,adj.,"steep, steeper, steepest","steeper (n.), steepness (n.)",having a sharp inclination｜坡度陡峭的,The steep path was difficult to climb after the rain.,steep hill; steep slope; steep climb,B1
Sting,/ˈstɪŋ/,v.,"sting, stings, stung, stung, stinging","stinger (n.), stinging (n.)",cause a sharp or stinging pain or discomfort｜引起刺痛或不适,"Be careful, that bee might sting you if you get too close.",bee sting; sting operation; sting of defeat,B1
Steady,/ˈstɛdi/,adj.,"steady, steadier, steadiest",steadiness (n.),not subject to change or variation especially in behavior｜不易變化或動搖的（尤指行為方面）,Keep a steady pace and you will finish the long walk easily.,steady hand; keep steady; steady income,B1
Steal,/ˈstil/,v.,"steal, steals, stole, stolen, stealing","stealer (n.), stealing (n.)",take without the owner's consent｜未經主人同意拿走,He tried to steal the bike but was caught by a police officer nearby.,steal money; steal secrets; steal a glance,B1
Stitch,/ˈstɪtʃ/,n.,"stitch, stitches","stitcher (n.), stitchery (n.), stitching (n.)","a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing｜編織、鈎織、繡花或縫紉時製成的線環或結",She sewed a neat stitch to fix the hole in his coat.,a stitch in time; drop a stitch; stitch by stitch,B1
Steam,/ˈstim/,n. [U],no changes,steamer (n.),water at boiling temperature diffused in the atmosphere｜沸騰時散發到空氣中的水,He stood over the pot and felt the warm steam rise to his face.,steam engine; steam room; full steam ahead,B1
Stool,/ˈstul/,n.,"stool, stools",None,a simple seat without a back or arms｜無靠背或扶手的簡單座椅,He sat on a tall stool at the counter and ordered a drink.,bar stool; sitting stool; stool sample,B1
Stomach,/ˈstʌmək/,n.,"stomach, stomachs","stomachal (adj.), stomachic (adj.)",an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion｜消化道中擴大且肌肉發達的囊狀器官，是消化的主要器官,I had a sore stomach after eating too much sweet cake.,empty stomach; stomach issues; stomach pains,B1
Stormy,/ˈstɔɹmi/,adj.,"stormy, stormier, stormiest","storm (n.), storminess (n.)",having strong winds and heavy rain｜有強風和大雨的,"The weather was wet and stormy, so we stayed inside all day.",stormy weather; dark and stormy; stormy night,B1
Stir,/ˈstɝ/,v.,"stir, stirs, stirred, stirred, stirring","stirrer (n.), stirring (n.)",move an implement through｜用工具攪拌,She stirred the soup gently to keep it from sticking to the bottom of the pot.,stir a pot; stir emotions; cause a stir,B1
Stove,/ˈstoʊv/,n.,"stove, stoves",None,a kitchen appliance used for cooking food｜廚房用具，用於烹飪食物,The gas in a gas stove doesn't have an intrinsic odor to it.,gas stove; wood stove; cook on the stove,B1
Straw,/ˈstɹɔ/,n.,"straw, straws",None,"A thin hollow tube for drinking; also, the dried stems of grain plants used as animal bedding.｜用於飲用的細空心管；也可指穀物植物的乾莖，用作動物墊料",She drank the juice through a paper straw.,drinking straw; paper straw; straw bedding,B1
Strategy,/ˈstɹætədʒi/,n.,"strategy, strategies","strategic (adj.), strategist (n.), strategical (adj.)",an elaborate and systematic plan of action｜精心策劃的系統行動計劃,The team made a clear strategy to win the football match.,long-term strategy; plan a strategy; winning strategy,B1
Stubborn,/ˈstʌbɚn/,adj.,"stubborn, more stubborn, most stubborn",stubbornness (n.),tenaciously unwilling or marked by tenacious unwillingness to yield｜頑固的，不肯讓步的,We all have that stubborn friend who insists on doing things the hard way.,stubborn as a mule; stubbornly refused; pretty stubborn,B1
Strip,/ˈstɹɪp/,n.,"strip, strips","stripper (n.), stripping (n.)",a relatively long narrow piece of something｜較長的窄條狀物,She tore a strip of tape and used it to hang the picture on the wall.,landing strip; comic strip; strip of paper,B1
Strength,/ˈstɹɛŋkθ/,n. [U],no changes,None,the property of being physically or mentally strong｜體力或智力的強度,Regular exercise helped her regain her physical strength.,physical strength; build strength; muscle strength,B1
Subtract,/səbˈtɹækt/,v.,"subtract, subtracts, subtracted, subtracted, subtracting","subtraction (n.), subtractive (adj.)",make a subtraction｜做減法,Subtract three from ten to get seven.,subtract a number; subtract from total; add and subtract,B1
Studio,/ˈstudiˌoʊ/,n.,"studio, studios",None,workplace for the teaching or practice of an art｜藝術教學或實踐的工作場所,The artist painted quietly in her small studio every morning.,big studio; studio apartment; studio again,B1
Suburb,/ˈsʌbɚb/,n.,"suburb, suburbs",None,a residential district located on the outskirts of a city｜位於城市郊區的住宅區,They moved to a quiet suburb with green parks and wide streets.,quiet suburb; move to the suburbs; suburb of the city,B1
Structure,/ˈstɹʌktʃɚ/,n. [U],no changes,None,a thing constructed; a complex entity constructed of many parts｜建築物；由多個部分組成的複雜實體,Researchers used ground-penetrating radar to map an atrium structure and underground tunnels within a vessel-shaped formation.,lattice structure; centralized leadership structure; deep underlying structure,B1
Stuff,/ˈstʌf/,n. [U],no changes,"stuffer (n.), stuffing (n.)",materials or substances; informal personal belongings or things in general｜材料或物質；非正式的个人物品或一般物品,She put all her stuff into boxes before moving to the new house.,personal stuff; pack your stuff; household stuff,B1
Substance,/ˈsʌbstəns/,n.,"substance, substances",substantial (adj.),the real physical matter of which a person or thing consists｜人或物的實際物理物質,"Rurora's filtration technology removes harmful substances, including endocrine disruptors and disinfection byproducts while preserving beneficial minerals magnesium and calcium.",harmful substance; addictive substance; chemical substance,B1
Summit,/ˈsʌmət/,n.,"summit, summits",None,the highest point of a hill or mountain; the highest level of achievement｜山丘或山脈的最高點；最高成就水平,"After hours of climbing, they reached the summit of the high hill.",reach the summit; climate summit; mountain summit,B1
Suck,/ˈsʌk/,v.,"suck, sucks, sucked, sucked, sucking","sucker (n.), sucking (n.)",draw into the mouth by creating a practical vacuum in the mouth｜通過在口腔中形成真空來吸入,Use the straw to suck the juice from the cup.,suck through a straw; suck the juice; suck in air,B1
Sufficient,/səˈfɪʃənt/,adj.,"sufficient, more sufficient, most sufficient","suffice (v.), sufficiency (n.)",of a quantity that can fulfill a need or requirement but without being abundant｜數量足以滿足需要但並不豐富,We had sufficient food and water for the whole long trip.,sufficient funds; more than sufficient; sufficient evidence,B1
Suicide,/ˈsuəˌsaɪd/,n.,"suicide, suicides",suicidal (adj.),the act of killing yourself｜自我了結的行為,Hamas becomes a major player in the violence with suicide bombings and attacks.,commit suicide; suicide mission; suicide bomber,B1
Suffer,/ˈsʌfɚ/,v.,"suffer, suffers, suffered, suffered, suffering","sufferer (n.), suffering (n.), sufferance (n.)",undergo or be subjected to｜經歷或遭受,Many residents suffered from smoke after the forest fire.,suffer pain; suffer a loss; suffer the consequences,B1
Swan,/ˈswɑn/,n.,"swan, swans",None,stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult｜體態優美、體型較大的水鳥，脖子很長，通常成年後羽毛為白色,A white swan swam slowly across the calm lake in the park.,white swan; swan song; swan lake,B1
Sum,/ˈsʌm/,n.,"sum, sums","summate (v.), summation (n.)","A total amount, especially of money; also, a calculation or problem in arithmetic.｜總金額（尤指金錢）；算術中的計算或問題",The total sum came to more than five hundred dollars.,largest sum; donate huge sum; large sum,B1
Survey,/sɚˈveɪ/,n.,"survey, surveys","surveyor (n.), surveying (n.)",a detailed critical inspection｜詳細的批評性檢查,The survey asked residents about public transport.,conduct a survey; online survey; survey results,B1
Suspicion,/səˈspɪʃən/,n. [U],no changes,"suspect (v.), suspicious (adj.)",an impression that something might be the case｜對某事可能如此的一種直覺或感覺,She looked at the broken vase with a clear sense of suspicion.,under suspicion; arouse suspicion; deep suspicion,B1
Superior,/suˈpɪɹiɚ/,adj.,"superior, more superior, most superior",superiority (n.),of high or superior quality or performance｜品質或表現優異的,This brand of coffee is superior to the cheaper one we tried.,vastly superior; feel superior; superior quality,B1
Survivor,/sɚˈvaɪvɚ/,n.,"survivor, survivors",survive (v.),one who lives through affliction｜經歷苦難而存活下來的人,The sole survivor of the crash was rescued by a passing boat.,sole survivor; cancer survivor; disaster survivor,B1
Surround,/sɚˈaʊnd/,v.,"surround, surrounds, surrounded, surrounded, surrounding",surroundings (n.),extend on all sides of simultaneously; encircle｜同時向四面八方延伸；環繞,Tall trees surround the quiet little village.,surround with trees; surrounded by friends; surround the building,B1
Suspect,/səˈspɛkt/,n.,"suspect, suspects","suspicion (n.), suspicious (adj.)",someone who is under suspicion｜受到懷疑的人,Police questioned the main suspect for several hours.,prime suspect; main suspect; police suspect,B1
