"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Administration","/æˌdmɪnɪsˈtɹeɪʃən/","n. [U]","no changes","administer (v.)","a method of tending to or managing the affairs of a some group of people (especially the group's business affairs)","His administration faced difficulties guarding Western settlers, railroads, and telegraph lines from Native American attacks.","current administration; obama administration; first administration","C1"
"Administrative","/əˈdmɪnəsˌtɹeɪtɪv/","adj.","administrative, more administrative, most administrative","administer (v.), administrate (v.)","of or relating to or responsible for administration","The French language in Algeria persists, especially in media, education, and certain administrative matters, but has no official status.","administrative burden; administrative region; administrative control","C1"
"Administrator","/əˈdmɪnəsˌtɹeɪtɚ/","n.","administrator, administrators","administrate (v.)","someone who administers a business","The system reasons over the knowledge graph to derive better actionable intelligence to security administrators, thus decreasing their cognitive load and increasing their confidence in the system.","isp network administrator; expert administrator; great administrator","C1"
"Adolescent","/ˌædəˈlɛsənt/","adj.","adolescent, more adolescent, most adolescent","adolesce (v.), adolescence (n.)","relating to or peculiar to or suggestive of an adolescent","And once the child develops these theories of mind, they enter the adolescent stage, which I think of as the transactional stage of life.","adolescent depression; adolescent girls; adolescent behavior","C1"
"Adolescent","/ˌædəˈlɛsənt/","n.","adolescent, adolescents","adolesce (v.), adolescence (n.)","a juvenile between the onset of puberty and maturity","And once the child develops these theories of mind, they enter the adolescent stage, which I think of as the transactional stage of life.","adolescents with depression; adolescents with sleep; raise adolescent","C1"
"Adverse","/æˈdvɝs/","adj.","adverse, more adverse, most adverse","adversity (n.), adversely (adv.)","contrary to your interests or welfare","Comprehensive information on housing stock is crucial for climate adaptation initiatives aiming to reduce the adverse impacts of climate-extreme hazards in high-risk regions the Caribbean.","adverse change; adverse conditions; adverse effects","C1"
"Affection","/əˈfɛkʃən/","n. [U]","no changes","affectionate (adj.)","a positive feeling of liking","However, existing methods did not fully comprehend empathy as a complex process involving three aspects: cognition, affection and behavior.","great affection; mutual affection; express affection","C1"
"Advocate","/ˈædvəkət/","n.","advocate, advocates","advocacy (n.)","a person who pleads for a cause or propounds an idea","Anarchism advocates for the replacement of the state with Stateless society and voluntary Free association (communism and anarchism).","strong advocate; big advocate; huge advocate","C1"
"Agenda","/əˈdʒɛndə/","n.","agenda, agendas","None","a temporally organized plan for matters to be attended to","Anarchist feminists were advocates of free love, against marriage, and Abortion-rights movement (using a contemporary term), and had a similar agenda.","dei agenda; political agenda; set agenda","C1"
"Aggression","/əˈɡɹɛʃən/","n. [U]","no changes","aggress (v.)","a disposition to behave aggressively","Some Southerners have described it as the ""War of Northern Aggression""","predatory aggression; impulsive aggression; physical aggression","C1"
"Agony","/ˈæɡəni/","n.","agony, agonies","agonal (adj.), agonise (v.), agonist (n.), agonize (v.)","intense feelings of suffering; acute mental or physical pain","Achilles tells Hector it is hopeless to expect that of him, declaring that, ""my rage, my fury would drive me now to hack your flesh away and eat you raw – such agonies you have caused me.","in agony; unnecessary agony; of agony","C1"
"Acquaint","/əˈkweɪnt/","v.","acquaint, acquaints, acquainted, acquainted, acquainting","acquaintance (n.)","cause to come to know personally","In his youth, Alexander was also acquainted with Persian exiles at the Macedonian court, who received the protection of Philip II for several years as they opposed Artaxerxes III.","acquainted with actors; acquainted with work; acquaint with life","C1"
"Abolish","/əˈbɑlɪʃ/","v.","abolish, abolishes, abolished, abolished, abolishing","abolition (n.)","to officially end a law, system, or practice","The new government promised to abolish the unfair tax within a year.","abolish slavery; abolish a law; abolish the death penalty","C1"
"Adore","/əˈdɔɹ/","v.","adore, adores, adored, adored, adoring","adorer (n.), adorable (adj.)","love intensely","The theater was called ""Andy Warhol's Theater: Boys to Adore Galore.","adore their children; adore wife; adore children","C1"
"Aisle","/ˈaɪl/","n.","aisle, aisles","None","a long narrow passage (as in a cave or woods)","Sometimes, as at Llanthony Priory and Christchurch, Dorset (Twynham), the choir was closed from the aisles.","in aisle; cross aisle; political aisle","C1"
"Agricultural","/ˌæɡɹəˈkʌltʃɚəl/","adj.","no changes","None","relating to or used in or promoting agriculture or farming","Following the war, the state remained chiefly agricultural, with an economy tied to cotton.","agricultural cycle; agricultural society; agricultural industry","C1"
"Abuse","/əˈbjus/","v.","abuse, abuses, abused, abused, abusing","abuser (n.), abusive (adj.)","treat badly","Among other child-related programs that Agassi supports through his Andre Agassi Charitable Foundation is Clark County's only residential facility for abused and neglected children, Child Haven.","human rights abuse; abuse power; abuse of power","C1"
"Advocate","/ˈædvəkət/","v.","advocate, advocates, advocated, advocated, advocating","advocacy (n.)","push for something","Anarchism advocates for the replacement of the state with Stateless society and voluntary Free association (communism and anarchism).","play devil's advocate; advocate for policies; advocate for rights","C1"
"Accommodate","/əˈkɑməˌdeɪt/","v.","accommodate, accommodates, accommodated, accommodated, accommodating","accommodation (n.), accommodating (v.)","be agreeable or acceptable to","And the root of a triumphal procession, we don't exactly know where it goes, but it must have been able to accommodate thousands, hundreds of thousands.","easily accommodate; naturally accommodate; accommodate growth","C1"
"Accelerate","/æˈksɛlɚˌeɪt/","v.","accelerate, accelerates, accelerated, accelerated, accelerating","acceleration (n.), accelerator (n.)","move faster","Investment in new equipment helped accelerate the pace of research at the laboratory.","accelerate aging; significantly accelerate; accelerate drug discovery","C1"
"Accord","/əˈkɔɹd/","v.","accord, accords, accorded, accorded, according","accordant (adj.), accordance (n.)","go together","Her honest account of the events did not accord with what the others claimed.","accord to rules; accord to needs; accord to law","C1"
"Alcoholic","/ˌælkəˈhɑlɪk/","adj.","no changes","alcohol (n.)","characteristic of or containing alcohol","The Alabama Alcoholic Beverage Control Board controls the sale and distribution of alcoholic beverages in the state.","serious alcoholic; alcoholic beverages; alcoholic fathers","C1"
"Alcoholic","/ˌælkəˈhɑlɪk/","n.","alcoholic, alcoholics","alcohol (n.)","a person who drinks alcohol to excess habitually","The Alabama Alcoholic Beverage Control Board controls the sale and distribution of alcoholic beverages in the state.","serious alcoholic; severe alcoholics; for alcoholics","C1"
"Allergic","/əˈlɝdʒɪk/","adj.","allergic, more allergic, most allergic","allergy (n.)","characterized by or caused by allergy","She discovered that she was allergic to certain nuts after a sudden reaction at dinner.","allergic diseases; allergic reactions; allergic reaction","C1"
"Alien","/ˈeɪliən/","adj.","alien, more alien, most alien","None","not contained in or deriving from the essential nature of something","The characters in his very first story used a system called ""Nexialism"" to analyze the alien's behavior.","advanced alien; alien species; alien civilization","C1"
"Alien","/ˈeɪliən/","n.","alien, aliens","None","a person who comes from a foreign country; someone who does not owe allegiance to your country","The characters in his very first story used a system called ""Nexialism"" to analyze the alien's behavior.","see aliens; find aliens; freakish aliens","C1"
"Allergy","/ˈælɚdʒi/","n.","allergy, allergies","allergic (adj.), allergist (n.)","hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity","Allergy to these compounds is the leading cause of allergic contact dermatitis in florists in the US.","allergy information; have allergies; develop allergies","C1"
"Allocate","/ˈæləˌkeɪt/","v.","allocate, allocates, allocated, allocated, allocating","allocation (n.)","distribute according to a plan or set apart for a special purpose","The council decided to allocate more funds to repairing the worn-out local roads.","fairly allocate; allocate resources; allocate budget","C1"
"Alliance","/əˈlaɪəns/","n.","alliance, alliances","None","the state of being allied or confederated","Priam is willing because it would mean the end of the war and an alliance with the world's greatest warrior.","northern alliance; military alliance; new alliance","C1"
"Ally","/ˈælaɪ/","v.","ally, allies, allied, allied, allying","alliance (n.)","to join with another person or group to give mutual support","The smaller party chose to ally itself with the ruling government for support.","ally oneself; ally with movement; ally in war","C1"
"Ally","/ˈælaɪ/","n.","ally, allies","alliance (n.)","a country or person that helps and supports another","Our country has remained a loyal ally for many years.","close ally; loyal ally; powerful ally","C1"
"Ample","/ˈæmpəl/","adj.","ample, ampler, amplest","ampleness (n.)","more than enough in size or scope or capacity","Although we demonstrate the ability to overcome assumptions in prior work, there is ample scope for improving absolute performance.","ample scope; ample supply; ample evidence","C1"
"Amend","/əˈmɛnd/","v.","amend, amends, amended, amended, amending","amendable (adj.), amendment (n.), amendatory (adj.)","make amendments to","New technic is used to conduct population in specific limitation since FDO technic has a problem to amend population.","amend standards; amend constitution; amend company","C1"
"Alternate","/ˈɔltɚnət/","adj.","alternate, more alternate, most alternate","alternation (n.)","every second one of a series; - the White Queen","She can alternate between gripping with her legs and holding tighter with her arms.","alternate universe; alternate reality; alternate method","C1"
"Alternate","/ˈɔltɚnət/","v.","alternate, alternates, alternated, alternated, alternating","alternation (n.)","go back and forth; swing back and forth between two states or conditions","She can alternate between gripping with her legs and holding tighter with her arms.","alternate current; alternate elements; alternate breathing","C1"
"Antique","/æˈntik/","adj.","antique, more antique, most antique","antiquate (v.), antiquity (n.)","made in or typical of earlier times and valued for its age","And now it's late antique or the early Middle Ages.","antique devices; antique dealers; antique dealer","C1"
"Alter","/ˈɔltɚ/","v.","alter, alters, altered, altered, altering","alterable (adj.), alteration (n.)","cause to change; make different; cause a transformation","Ice–albedo feedback is a positive feedback climate process where a change in the area of ice caps, glaciers, and sea ice alters the albedo and surface temperature of a planet.","significantly alter; alter outcomes; alter behavior","C1"
"Antique","/æˈntik/","n.","antique, antiques","antiquate (v.), antiquity (n.)","an elderly man","And now it's late antique or the early Middle Ages.","antique devices; late antique; monde antique","C1"
"Anonymous","/əˈnɑnəməs/","adj.","anonymous, more anonymous, most anonymous","anonymity (n.)","having no known name or identity or known source","Due to the proliferation in alchemical literature of pseudepigrapha and anonymous works, however, it is difficult to know which of the alchemists were actually women.","remain anonymous; anonymous author; anonymous accounts","C1"
"Applause","/əˈplɔz/","n. [U]","no changes","applaud (v.)","a demonstration of approval by clapping the hands together","‘Beyond COP’ climate summit puts scientists at the centre of the action The new initiative’s strong focus on having scientists lay out a path towards a fossil-free future deserves much applause.","first applause; get applause; loudest applause","C1"
"Architect","/ˈɑɹkəˌtɛkt/","n.","architect, architects","None","someone who creates plans to be used in making something (such as buildings)","The temples should be Canon (basic principle), and the architects were trying to achieve this esthetic perfection.","original architect; struggling architect; architect of story","C1"
"Alongside","/əˈlɔˈŋsaɪd/","prep.","no changes","None","next to or together with someone or something at the same time",""" In his many works on anarchism, historian Noam Chomsky describes anarchism, alongside libertarian Marxism, as the libertarian wing of socialism.","trained alongside; work alongside; runs alongside","C1"
"Anticipate","/æˈntɪsəˌpeɪt/","v.","anticipate, anticipates, anticipated, anticipated, anticipating","anticipator (n.), anticipative (adj.), anticipatory (adj.)","regard something as probable or likely","Aristotle does not analyse the nature of this movement; he does not anticipate geometrical optics.","anticipate issues; anticipate problems; anticipate future","C1"
"Arena","/ɚˈinə/","n.","arena, arenas","None","a particular environment or walk of life","And that feels good in the moment, but you're not stepping into the arena.","in arena; political arena; into arena","C1"
"Apt","/ˈæpt/","adj.","apt, more apt, most apt","aptness (n.)","(usually followed by `to') naturally disposed toward","There are three ways to install and use TensorFlow Serving: through a Docker container, through an apt package, or using pip.","apt description; perfectly apt; apt phrase","C1"
"Appliance","/əˈplaɪəns/","n.","appliance, appliances","None","a device or control that is very useful for a particular job","A non-intrusive sensor-based infrastructure acquires low-level data about the interaction of the individual with home appliances and furniture, as well as data from environmental sensors.","new appliances; buy appliances; professional appliances","C1"
"Arrogant","/ˈɛɹəɡənt/","adj.","arrogant, more arrogant, most arrogant","arrogantly (adv.), arrogance (n.)","having or showing feelings of unwarranted importance out of overbearing pride","Now I don't mean that in an arrogant way.","arrogant way; arrogant attitude; arrogant individual","C1"
"Arouse","/ɚˈaʊz/","v.","arouse, arouses, aroused, aroused, arousing","arousal (n.), arouser (n.)","to make someone feel a particular emotion or reaction","The strange noise in the attic aroused my curiosity at once.","arouse curiosity; arouse suspicion; arouse interest","C1"
"Articulate","/ɑˈɹtɪkjəˌleɪt/","v.","articulate, articulates, articulated, articulated, articulating","articulation (n.), articulately (adv.)","provide with a joint","Anarchic attitudes were also articulated by Tragedy and Philosophy in Greece.","cannot articulate; articulate vision; articulate idea","C1"
"Analyst","/ˈænələst/","n.","analyst, analysts","analyze (v.)","someone who is skilled at analyzing data","Other ways anthropology contributes to environmental discourse include serving as theorists and analysts, or refining definitions to be more neutral/universal, etc.","wall street analyst; human analyst; financial analysts","C1"
"Articulate","/ɑˈɹtɪkjəˌleɪt/","adj.","articulate, more articulate, most articulate","articulation (n.), articulately (adv.)","expressing yourself easily or characterized by clear expressive language","It explains methods to instruct deaf-mutes (as they were then known) to articulate words and read other people's lip movements to decipher meaning.","articulate exactly; cannot articulate; articulate justification","C1"
"Athletics","/æˈθlɛtɪks/","n. [U]","no changes","athletic (adj.)","an active diversion requiring physical exertion and competition","Socrates uses various analogies, discussing athletics and the sciences to prove his point.","at athletics; in athletics; do athletics","C1"
"Architecture","/ˈɑɹkəˌtɛktʃɚ/","n. [U]","no changes","None","an architectural product or work","They show the spread of the cult of Apollo and the evolution of Greek architecture, which was mostly based on the rightness of form and on mathematical relations.","design computer architecture; new architecture; build architecture","C1"
"Assault","/əˈsɔlt/","n.","assault, assaults","assaulter (n.), assaultive (adj.)","a violent physical attack on a person","The man was arrested and charged with assault after the fight.","a physical assault; an assault victim; a violent assault","C1"
"Assault","/əˈsɔlt/","v.","assault, assaults, assaulted, assaulted, assaulting","assaulter (n.), assaultive (adj.)","attack someone physically or emotionally","Patroclus succeeds in pushing the Trojans back from the beaches, but is killed by Hector before he can lead a proper assault on the city of Troy.","assault officer; assault woman; assault on city","C1"
"Assert","/əˈsɝt/","v.","assert, asserts, asserted, asserted, asserting","assertion (n.), assertive (adj.)","state categorically","He asserted that the nation was ""conceived in liberty and dedicated to the proposition that all men are created equal"", and that the deaths of the ""brave men.","assert independence; assert power; assert will","C1"
"Array","/ɚˈeɪ/","n.","array, arrays","None","an orderly arrangement","Snakes, monitor lizards, and numerous other reptiles can be found living among an array of rodents throughout the semi arid regions of Algeria.","vast array; diverse array; full array","C1"
"Attendance","/əˈtɛndəns/","n. [U]","no changes","attend (v.), attendant (adj.)","the act of being present (at a meeting or event etc.)","I also document positive associations between endurance and college attendance, college quality, college graduation, firm quality, and other outcomes.","in attendance; attendance across nation; attendance at preview","C1"
"Attic","/ˈætɪk/","n.","attic, attics","None","the space or room just below the roof of a house, often used for storage","We found some old photographs in a dusty box in the attic.","dusty attic; attic room; attic window","C1"
"Asset","/ˈæˌsɛt/","n.","asset, assets","None","a useful or valuable quality","A calm and patient manner is a real asset for anyone working in customer service.","valuable asset; asset directory; return on asset","C1"
"Auction","/ˈɑkʃən/","n.","auction, auctions","auctioneer (n.)","a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge","In our pilot case study, the ""Water Allocation Challenge,"" we explore Alympics through a challenging strategic game focused on the multi-round auction on scarce survival resources.","sequential auction; round auction; multi auction","C1"
"Auction","/ˈɑkʃən/","v.","auction, auctions, auctioned, auctioned, auctioning","auctioneer (n.)","sell at an auction","In our pilot case study, the ""Water Allocation Challenge,"" we explore Alympics through a challenging strategic game focused on the multi-round auction on scarce survival resources.","sequential auction; auction on resources; auction for advertisements","C1"
"Attorney","/əˈtɝni/","n.","attorney, attorneys","attorneyship (n.)","a professional person authorized to practice law; conducts lawsuits or gives legal advice","Her attorney advised her to read every clause of the contract before signing it.","trial attorney; attorney who's helped; plaintiffs attorney","C1"
"Assumption","/əˈsʌmpʃən/","n.","assumption, assumptions","assume (v.)","a statement that is assumed to be true and from which a conclusion can be drawn","The ways that we might be believing in a fantasy or have some false assumption about ourselves or other people or the way that the world should work.","fundamental assumption; implicit assumption; make assumption","C1"
"Authorize","/ˈɔθɚˌaɪz/","v.","authorize, authorizes, authorized, authorized, authorizing","authorizer (n.), authorization (n.)","grant authorization or clearance for","Alabama has the death penalty with authorized methods of execution that include the electric chair and the gas chamber.","authorize users; authorize payment; authorize transaction","C1"
"Banner","/ˈbænɚ/","n.","banner, banners","None","long strip of cloth or paper used for decoration or advertising","The Hoof and Horn symbol is removed from the green banner, and Old Major's skull is reburied.","black banner; under banner; with banner","C1"
"Attribute","/ˈætɹəˌbjut/","v.","attribute, attributes, attributed, attributed, attributing","attribution (n.), attributable (adj.)","attribute or credit to","Historians attribute much of the city's wealth to its position on the trade route.","attribute to nature; attribute to action; attribute decline","C1"
"Backyard","/ˈbæˌkjɑɹd/","n.","backyard, backyards","None","the grounds in back of a house","And I got to meet someone who recreated an Egyptian style loaf of bread in his backyard.","backyard every day; in backyard; own backyard","C1"
"Awe","/ˈɑ/","n. [U]","no changes","awesome (adj.), awestruck (adj.)","an overwhelming feeling of wonder or admiration","The music behind 'amazing' had a sense of awe to it.","in awe; of awe; with awe","C1"
"Awe","/ˈɑ/","v.","awe, awes, awed, awed, aweing","awesome (adj.), awestruck (adj.)","inspire awe in","Whenever the oblivious crew members tried throwing the dolphin overboard, the god shook the ship until the crew was awed into submission.","awe of ability; awe towards music; awe of flower","C1"
"Ballot","/ˈbælət/","v.","ballot, ballots, balloted, balloted, balloting","None","vote by ballot","This paper considers the ranking problem of candidates for a certain position based on ballot papers filled by voters.","ballot boxes down; ballot laws; ballot as response","C1"
"Ballot","/ˈbælət/","n.","ballot, ballots","None","a document listing the alternatives that is used in voting","This paper considers the ranking problem of candidates for a certain position based on ballot papers filled by voters.","on ballot; fake ballots; voter ballots","C1"
"Autonomy","/ɔˈtɑnəmi/","n. [U]","no changes","autonomous (adj.)","immunity from arbitrary exercise of authority: political independence","Aeschylus and Sophocles used the myth of Antigone to illustrate the conflict between laws imposed by the state and personal autonomy.","complete autonomy; full autonomy; give autonomy","C1"
"Barren","/ˈbæɹən/","adj.","barren, more barren, most barren","barrenness (n.)","providing no shelter or sustenance","This leads to extreme suffering for the mother and for the piglets, which are held in a barren area, separated by metal bars and taken away at three weeks old.","barren women; barren valleys; barren cow","C1"
"Belongings","/bɪˈlɔŋɪŋz/","n. [U]","no changes","belong (v.)","something owned; any tangible or intangible possession that is owned by someone","They got their belongings taken and they decided they were never coming back to San Francisco.","personal belongings; replace belongings; cover belongings","C1"
"Ban","/ˈbæn/","v.","ban, bans, banned, banned, banning","None","forbid the public distribution of ( a movie or a newspaper)","A total of 25 of the 67 counties are ""Dry county"" which ban the sale of alcohol, and there are many dry municipalities in counties which permit alcohol sales.","ban phones; ban recordings; ban workers","C1"
"Ban","/ˈbæn/","n.","ban, bans","None","a decree that prohibits something","A total of 25 of the 67 counties are ""Dry county"" which ban the sale of alcohol, and there are many dry municipalities in counties which permit alcohol sales.","assault weapons ban; blanket ban; outright ban","C1"
"Beloved","/bɪˈlʌvd/","adj.","beloved, more beloved, most beloved","None","dearly loved","After receiving the news of the death of Patroclus from Antilochus, the son of Nestor, Achilles grieves over his beloved companion's death.","beloved gamers; beloved movies; beloved tool","C1"
"Beloved","/bɪˈlʌvd/","n.","beloved, beloveds","None","a beloved person; used as terms of endearment","After receiving the news of the death of Patroclus from Antilochus, the son of Nestor, Achilles grieves over his beloved companion's death.","own beloved; dear beloved; beloved without self","C1"
"Betray","/bɪˈtɹeɪ/","v.","betray, betrays, betrayed, betrayed, betraying","betrayal (adj.)","reveal unintentionally","In a sense, anarchists always remain liberals and socialists, and whenever they reject what is good in either they betray anarchism itself.","betray country; betray leader; betray intentions","C1"
"Behalf","/bɪˈhæf/","n. [U]","no changes","None","as the agent of or on someone's part (usually expressed as  rather than )","All AMPAS members must be invited to join by the Board of Governors, on behalf of Academy Branch Executive Committees.","on behalf; own behalf; behalf of company","C1"
"Beware","/bɪˈwɛɹ/","v.","beware, bewares, bewareed, bewareed, bewareing","None","be on one's guard; be cautious or wary about; be alert to","But beware that the screenshot will only be taken at the end of the whole action, it won't see intermediate states.","beware of man; beware of philosophers; beware power","C1"
"Beneficial","/ˌbɛnəˈfɪʃəl/","adj.","beneficial, more beneficial, most beneficial","beneficially (adv.), benefit (n.)","promoting or enhancing well-being","Aristotle believed that although communal arrangements may seem beneficial to society, and that although private property is often blamed for social strife, such evils in fact come from human nature.","necessarily beneficial; beneficial effects; beneficial bacteria","C1"
"Batch","/ˈbætʃ/","n.","batch, batches","None","all the loaves of bread baked at the same time","The brood feed as a batch for about seven minutes at intervals of approximately three days which gives the skin an opportunity to regenerate.","new batch; batch key; bad batch","C1"
"Bid","/ˈbɪd/","n.","bid, bids","bidder (n.), bidding (n.), biddable (adj.)","an authoritative direction or instruction to do something","If you bid in and found a chunk of raw flour in there, you would think, ""Okay, the baker didn't mix the flour as well as they should have."" Archaeologists had the same thought with the Roman concrete.","proposed bid; minimum bid; successful bid","C1"
"Bid","/ˈbɪd/","v.","bid, bids, bade, bid, bidding","bidder (n.), bidding (n.), biddable (adj.)","propose a payment","If you bid in and found a chunk of raw flour in there, you would think, ""Okay, the baker didn't mix the flour as well as they should have."" Archaeologists had the same thought with the Roman concrete.","bid up; bid for attention; bid price","C1"
"Bias","/ˈbaɪəs/","v.","bias, biases, biased, biassed, biasing","None","influence in an unfair way","And the negativity bias can really highlight those things that we say to ourselves, those negative stories.","bias in reporting; bias towards play; bias in model","C1"
"Bias","/ˈbaɪəs/","n.","bias, biases","None","a partiality that prevents objective consideration of an issue or situation","And the negativity bias can really highlight those things that we say to ourselves, those negative stories.","developmental bias; personal bias; political bias","C1"
"Blast","/ˈblæst/","n.","blast, blasts","blaster (n.)","a very long fly ball","There could be an active region that's about to blast, but then it could spin out of our view and we're safe from it.","blast radius; full blast; have blast","C1"
"Blush","/ˈblʌʃ/","v.","blush, blushes, blushed, blushed, blushing","blusher (n.)","turn red, as if in embarrassment or shame","The faces have blue eyeshadow, pink blush, and red lips.","blush with embarrassment; blush with shame; blush on cheeks","C1"
"Blur","/ˈblɝ/","n.","blur, blurs","blurry (adj.)","a hazy or indistinct representation","His ability to blur the lines between art, commerce, and everyday life was central to his creative philosophy.","reduce blur; blur effect; little blur","C1"
"Blast","/ˈblæst/","v.","blast, blasts, blasted, blasted, blasting","blaster (n.)","make a strident sound","Nobel's father was an alumnus of the Royal Institute of Technology in Stockholm and was an engineer and inventor who built bridges and buildings and experimented with different ways of blasting rocks.","blast away; blast off; blast into space","C1"
"Biological","/ˌbaɪəˈlɑdʒɪkəl/","adj.","no changes","biology (n.)","pertaining to biology or to life and living things","One of the earliest criticisms is that anarchism defies and fails to understand the biological inclination to authority.","biological response; biological rhythms; biological systems","C1"
"Bizarre","/bəˈzɑɹ/","adj.","bizarre, more bizarre, most bizarre","bizarreness (n.), bizarrely (adv.)","conspicuously or grossly unconventional or unusual","What REM sleep normally does is it creates all kinds of bizarre ideas, but all kinds of creative ideas as well.","a bizarre coincidence; bizarre behavior; a bizarre situation","C1"
"Bodyguard","/ˈbɑdiˌɡɑɹd/","n.","bodyguard, bodyguards","None","someone who escorts and protects a prominent person","Prime Minister Pedro Pires sent Revolutionary Armed Forces of the People soldiers to Angola where they served as the personal bodyguards of Angolan President José Eduardo dos Santos.","strong bodyguard; tall bodyguard; need bodyguard","C1"
"Blur","/ˈblɝ/","v.","blur, blurs, blurred, blurred, blurring","blurry (adj.)","become glassy; lose clear vision","This gave Spain the right to evangelise the Americas and appoint and dismiss priests, blurring the separation between church and state in the region.","blur boundary; blur out; blur faces","C1"
"Bolt","/ˈboʊlt/","n.","bolt, bolts","None","a discharge of lightning accompanied by thunder","A sudden bolt of lightning lit up the sky just before the heavy storm began.","bolt anchors; metal bolt; bolt of lightning","C1"
"Bolt","/ˈboʊlt/","v.","bolt, bolts, bolted, bolted, bolting","None","move or jump suddenly","The frightened horse decided to bolt across the field at the sudden noise.","bolt onto; bolt on; bolt to text","C1"
"Boredom","/ˈbɔɹdəm/","n. [U]","no changes","None","the feeling of being bored by something tedious","With FlexAI, users reported significantly greater enjoyment, a stronger sense of achievement, and significantly lower levels of boredom and frustration.","of boredom; escape boredom; sheer boredom","C1"
"Booth","/ˈbuθ/","n.","booth, booths","None","a table (in a restaurant or bar) surrounded by two high-backed benches","On April 14, 1865, five days after the Battle of Appomattox Court House, Lincoln was fatally shot by John Wilkes Booth at Ford's Theatre in Washington County, D.","booth space; at booth; in booth","C1"
"Bonus","/ˈboʊnəs/","n.","bonus, bonuses","None","anything that tends to arouse","I think most people get joy wrong because they think it's a bonus level of happiness.","added bonus; exploration bonus; get bonus","C1"
"Boom","/ˈbum/","v.","boom, booms, boomed, boomed, booming","booming (v.)","make a resonant sound, like artillery","Oil boom The 1968 discovery of oil at Prudhoe Bay and the 1977 completion of the Trans-Alaska Pipeline System led to an oil boom.","boom in investment; boom in robotics; boom in rest","C1"
"Boom","/ˈbum/","n.","boom, booms","booming (v.)","a deep prolonged loud noise","Oil boom The 1968 discovery of oil at Prudhoe Bay and the 1977 completion of the Trans-Alaska Pipeline System led to an oil boom.","artificial boom; shale boom; storage boom","C1"
