"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Accuracy","/ˈækjɚəsi/","n. [U]","no changes","None","the quality of being near to the true value","Recent breakthroughs in magneto-surgical microrobots enable precise three-dimensional navigation through complex arterial networks to deliver localized drug treatments with unprecedented accuracy.","reasonable accuracy; accuracy demonstrating; improves predictive accuracy","B2"
"Adequate","/ˈædəkwət/","adj.","adequate, more adequate, most adequate","adequacy (n.), adequately (adv.)","having the requisite qualities or resources to meet a task","We find that popular keyword-based models are not adequate for such a complex and evolving task.","perfectly adequate; adequate academic; powers adequate","B2"
"Admirable","/ˈædmɚəbəl/","adj.","admirable, more admirable, most admirable","admirability (n.), admirableness (n.)","deserving of the highest esteem or admiration","The legacy of World War II and the Japanese people’s admirable commitment to peace created a taboo against anything resembling war — one that still lingers today.","admirable quality; think it's admirable; deeply admirable","B2"
"Admiration","/ˌædmɚˈeɪʃən/","n. [U]","no changes","admire (v.)","a feeling of delighted approval and liking","And going all the way to Constantinople, and having a deep admiration for Constantinople, enough to then begin to dream of sacking Constantinople.","deep admiration; romantic admiration; shared admiration","B2"
"Admission","/æˈdmɪʃən/","n. [U]","no changes","admit (v.)","the act of admitting someone to enter","You should apply for early admissions this year."" Early admission.","own admission; admission exclusion; arrival admission","B2"
"Access","/ˈæˌksɛs/","v.","access, accesses, accessed, accessed, accessing","accession (n.), accessible (adj.)","obtain or retrieve from a storage device; as of information on a computer","You access your Hostinger's control panel, select the Docker manager, and quickly see everything that's running.","lose access; got access; private internet access","B2"
"Addict","/əˈdɪkt/","v.","addict, addicts, addicted, addicted, addicting","addiction (n.), addictive (adj.)","to cause (someone or oneself) to become dependent (on something, especially a narcotic drug)","Number one, the world had become addicted to fossil fuels, oil and gas, which was the lifeblood of their economies.","addict parent; word addict; born addict","B2"
"Accompany","/əˈkʌmpəni/","v.","accompany, accompanies, accompanied, accompanied, accompanying","accompaniment (n.)","be present or associated with an event or entity","The examples are accompanied by detailed tutorials and code samples that allow readers to apply the methods described in this review to their own data.","often accompany; components accompany; breathing everything accompany","B2"
"Accomplish","/əˈkɑmplɪʃ/","v.","accomplish, accomplishes, accomplished, accomplished, accomplishing","accomplishable (adj.), accomplishment (n.)","put in effect","The accomplished solution includes a highly performant prediction ability, an efficient energy use, and feature importance explanation for predicted probabilities.","accomplish a goal; accomplish a task; accomplish the mission","B2"
"Accuse","/əˈkjuz/","v.","accuse, accuses, accused, accused, accusing","accusation (n.), accusatory (adj.)","bring an accusation against; level a charge against","There's been no shenanigans other than both sides accusing each other of spying on each other constantly.","both sides accuse; accuse itself; accuse carter","B2"
"Adapt","/əˈdæpt/","v.","adapt, adapts, adapted, adapted, adapting","adaptation (n.), adaptable (adj.)","make fit for, or change to suit a new purpose","He spent much time on this box, it's adapted to him.","problem by adapt; adapt by michael; adapt instead","B2"
"Adjust","/əˈdʒʌst/","v.","adjust, adjusts, adjusted, adjusted, adjusting","adjuster (n.), adjustor (n.), adjustive (adj.), adjustable (adj.), adjustment (n.)","alter or regulate so as to achieve accuracy or conform to a standard","And there's a couple guys who are adjusting color, aperture, and all that stuff.","adjust instead; adjust based; slowly adjust","B2"
"Absorb","/əˈbzɔɹb/","v.","absorb, absorbs, absorbed, absorbed, absorbing","absorber (n.), absorbate (n.), absorbent (adj.), absorbable (adj.), absorption (n.), absorptive (adj.)","become imbued","Look at a page and somehow absorb all that information and commit it to memory.","absorb everything; completely absorb; absorb cost","B2"
"Acquire","/əˈkwaɪɚ/","v.","acquire, acquires, acquired, acquired, acquiring","acquisition (n.), acquisitive (adj.)","come into the possession of something concrete or abstract","This process maps the independent components of the sensory input onto the attractor relics, which acquire in this way a semantic meaning.","acquire language capabilities; grounding problem acquire; acquire circuits","B2"
"Adopt","/əˈdɑpt/","v.","adopt, adopts, adopted, adopted, adopting","adoptee (n.), adopter (n.), adoption (n.), adoptive (adj.), adoptable (adj.)","choose and follow; as of theories, ideas, policies, strategies or plans","Teams adopting async-first workflows report significantly higher productivity than those relying on synchronous real-time meetings for coordination.","mine adopt; recently adopt; adopt chinese","B2"
"Agreeable","/əˈɡɹiəbəl/","adj.","agreeable, more agreeable, most agreeable","agreeably (adv.), agree (v.)","conforming to your own liking or feelings or nature; - Disraeli","There's no guarantee under the First Amendment that you that everyone that speaks will say things that you find pleasing and agreeable.","particularly agreeable; agreeable guy; pretty agreeable","B2"
"Allowance","/əˈlaʊəns/","n.","allowance, allowances","allow (v.)","an amount allowed or granted (as during a given period)","A large number of parents , the future of what we see happening on Roblox when I was younger, I got an allowance to go buy comic books at the local drugstore.","finite allowance; make allowance; got an allowance","B2"
"Agency","/ˈeɪdʒənsi/","n.","agency, agencies","agent (n.), agential (adj.)","an administrative unit of government","Designers are embracing imperfection and glitch effects as a form of visual protest to signal human agency and digital soul.","high agency; atomic energy agency; agency over","B2"
"Ambiguous","/æˈmbɪɡjuəs/","adj.","ambiguous, more ambiguous, most ambiguous","ambiguity (n.), ambiguously (adv.)","open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead","However, automating this process is a challenge, as climate change is a complex, fast-moving, and often ambiguous topic with scarce resources for popular text-based AI tasks.","highly ambiguous; an ambiguous statement; morally ambiguous","B2"
"Alcohol","/ˈælkəˌhɑl/","n. [U]","no changes","alcoholic (adj.), alcoholize (v.)","a liquor or brew containing alcohol as the active agent","I don't want to hear that alcohol is bad for me.","alcohol because; alcohol problem; often because alcohol","B2"
"Alert","/əˈlɝt/","v.","alert, alerts, alerted, alerted, alerting","alertness (n.)","warn or arouse to a sense of danger or call to a state of preparedness","The Methane Alert and Response System uses thirty-five satellite instruments to detect massive human-caused methane sources and provide actionable data to governments and industry leaders.","create alert; stay alert; alert later","B2"
"Alert","/əˈlɝt/","adj.","alert, more alert, most alert","alertness (n.)","engaged in or accustomed to close observation","The Methane Alert and Response System uses thirty-five satellite instruments to detect massive human-caused methane sources and provide actionable data to governments and industry leaders.","email alert; critical alert; stay alert","B2"
"Agent","/ˈeɪdʒənt/","n.","agent, agents","agency (n.), agential (adj.)","an active and efficient cause; capable of producing a certain effect","The rise of 'Meta-Cognitive Controllers' allows AI agents to decide when to use fast intuition versus slow, deliberate logic, enabling systems to recognize their own limitations.","made agent; agent ourselves; white agent","B2"
"Amateur","/ˈæməˌtɝ/","adj.","amateur, more amateur, most amateur","None","engaged in as a pastime","I went from a novice two weeks later to compete in the World Games against Buried Demay, who became a top Olympian, Matt Mendesol, who was the best amateur in USA at the time.","an amateur photographer; an amateur athlete; amateur theatre","B2"
"Amateur","/ˈæməˌtɝ/","n.","amateur, amateurs","None","someone who pursues a study or sport as a pastime","I went from a novice two weeks later to compete in the World Games against Buried Demay, who became a top Olympian, Matt Mendesol, who was the best amateur in USA at the time.","a talented amateur; a complete amateur; a keen amateur","B2"
"Aggressive","/əˈɡɹɛsɪv/","adj.","aggressive, more aggressive, most aggressive","aggression (n.), aggressively (adv.)","having or showing determination and energetic pursuit of your ends","Our major finding is that provided its policy is not too aggressive the Central Bank is successful in achieving its goals.","aggressive version; aggressive algorithm; got aggressive","B2"
"Alternative","/ɔˈltɝnətɪv/","n.","alternative, alternatives","None","one of a number of things from which only one can be chosen","But I think what I will do in the future is I will think more about alternatives to reverse proxies and web servers.","promising alternative; alternative approach; alternative sources","B2"
"Alternative","/ɔˈltɝnətɪv/","adj.","alternative, more alternative, most alternative","None","serving or used in place of another","Then it describes several alternative mathematical methods for mapping fundamental quantum concepts to fundamental psychological concepts.","promising alternative; alternative hypotheses; alternative sources","B2"
"Anniversary","/ˌænəˈvɝsɚi/","n.","anniversary, anniversaries","None","the date on which an event occurred in some previous year (or the celebration of it)","And although I had anniversary plans, I imagine this is how John Muir felt when he said, ""The comments are calling and I must go."" The idea for Atlas is pretty simple.","anniversary last week; year anniversary; anniversary plans","B2"
"Amuse","/əˈmjuz/","v.","amuse, amuses, amused, amused, amusing","amusive (adj.), amusement (n.)","occupy in an agreeable, entertaining or pleasant fashion","Now, to some, this is all an amusing — perhaps even endearing — feature of the Chinese landscape.","amuse anyone; amuse life lessons; found amuse","B2"
"Analyze","/ˈænəˌlaɪz/","v.","analyze, analyzes, analyzed, analyzed, analyzing","analyst (n.), analysis (n.), analyzer (n.)","consider in detail and subject to an analysis in order to discover essential features or meaning","New startups showcased systems that use EMG sensors and AI to analyze muscle activation and fatigue in real-time during live training.","analyze everything; execute commands analyze; start analyze","B2"
"Ambitious","/æˈmbɪʃəs/","adj.","ambitious, more ambitious, most ambitious","ambition (n.), ambitiousness (n.)","having a strong desire for success or achievement","The time is ripe to reformulate his ambitious goals, searching for ways to interpret objectively measured brain processes in terms of suitable psychological constructs.","ambitious about; ambitious vision; real ambitious","B2"
"Applicant","/ˈæplɪkənt/","n.","applicant, applicants","apply (v.)","a person who requests or seeks something such as assistance or employment or admission","Each year, medical schools collectively reject roughly as many applicants as they ultimately enroll.","among loan applicant; classify applicant; march applicant","B2"
"Analysis","/əˈnæləsəs/","n.","analysis, analyses","analyze (v.), analytic (adj.), analytical (adj.)","an investigation of the component parts of a whole and their relations in making up the whole","Microbiome-first strategies use RNA analysis and AI to deliver hyper-personalized supplement recommendations as the gut environment shifts over time.","comparative analysis; cognitive data analysis; deep political analysis","B2"
"Ancestor","/ˈæˌnsɛstɚ/","n.","ancestor, ancestors","ancestral (adj.), ancestry (n.)","someone from whom you are descended (but usually more remote than a grandparent)","This is where I imagine myself as a Viking and one of my ancestors perhaps.","founder ancestor; last common ancestor; recent common ancestor","B2"
"Anxiety","/æˈŋzaɪəti/","n. [U]","no changes","None","(psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic","I've had anxiety or live with it for a lot of my life, but sometimes I say hello to it.","feel anxiety; reducing anxiety; looming anxiety","B2"
"Apology","/əˈpɑlədʒi/","n.","apology, apologies","apologise (v.), apologist (n.), apologize (v.), apologetic (adj.)","an expression of regret at having caused trouble for someone","She offered a sincere apology for arriving late and disrupting the meeting.","apology tour coming; talk about apology; studied apology","B2"
"Approval","/əˈpɹuvəl/","n. [U]","no changes","approve (v.), approbate (v.)","the formal act of approving","New regulations in Turkey have digitalized the EIA process and introduced a direct EIA Positive status for streamlined approval pipelines.","seek approval; win approval; gain approval","B2"
"Apparent","/əˈpɛɹənt/","adj.","apparent, more apparent, most apparent","apparency (n.), apparentness (n.)","clearly revealed to the mind or the senses or judgment","When are people's life trajectories really starting to be apparent.","heir apparent; immediately apparent; boundary conditions apparent","B2"
"Annoy","/əˈnɔɪ/","v.","annoy, annoys, annoyed, annoyed, annoying","annoyer (n.), annoyance (n.)","cause annoyance in; disturb, especially by minor irritations","I agree that not everybody might need DNS challenges, but in my case, I'm often running services behind firewalls and I still want trusted TLS certificates to get rid of this annoying browser warning.","super annoy; slightly annoy; quite annoy","B2"
"Annual","/ˈænjuəl/","adj.","no changes","None","completing its life cycle within a year","This is published in annual review of psychology.","annual review template; annual tradition; annual comparisons","B2"
"Aquarium","/əˈkwɛɹiəm/","n.","aquarium, aquariums","None","a tank or pool or bowl filled with water for keeping live fish and underwater animals","Elodea is rather unextraordinary: a staple in home aquariums and middle school science classes.","launch project aquarium; aquarium shops; aquarium botanical gardens","B2"
"Appoint","/əˈpɔɪnt/","v.","appoint, appoints, appointed, appointed, appointing","appointee (n.), appointive (adj.)","create and charge with a task or function","It no longer had a king appointed by God.","newly appoint; appoint through; recently appoint","B2"
"Appreciation","/əˌpɹiʃiˈeɪʃən/","n. [U]","no changes","appreciate (v.), appreciative (adj.)","understanding of the nature or meaning or quality or magnitude of something","This makes me feel a deep appreciation for the internet and the algorithms that helped give me a career.","deep appreciation; appreciation affection love; typically appreciation","B2"
"Arch","/ˈɑɹtʃ/","n.","arch, arches","None","a curved shape in the vertical plane that spans an opening","Their arches, their writing systems, their agricultural practices, all very similar.","arch kim; use arch; robust arch","B2"
"Arch","/ˈɑɹtʃ/","v.","arch, arches, arched, arched, arching","None","form an arch or curve","It's been studied in the context of the -called lordosis response the receptivity or arching of the back of the female to receive intrammission and mating from the male.","arch kim; use arch; robust arch","B2"
"Ashamed","/əˈʃeɪmd/","adj.","ashamed, more ashamed, most ashamed","None","feeling shame or guilt or embarrassment or remorse","Why would it be that many boys feel they're going to be perceived as feminine if they say they're disappointed or sad or ashamed.","ashamed emotions; sad disappointment ashamed; often deeply ashamed","B2"
"Application","/ˌæpləˈkeɪʃən/","n.","application, applications","apply (v.)","the act of bringing something to bear; using it for a particular purpose","This is the official website where you can download the application or get a link to the documentation or the GitHub repository where you find the source code.","chat application; application possible; greatest application","B2"
"Aspirin","/ˈæspɹɪn/","n.","aspirin, aspirins","None","the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets","They send people looking for plants that then they can find isolates and everything from aspirin to umratom to anesthetics cocaine.","everything from aspirin; aspirin you'll feel; aspirin for instance","B2"
"Appropriate","/əˈpɹoʊpɹiət/","adj.","appropriate, more appropriate, most appropriate","appropriation (n.), appropriateness (n.)","suitable for a particular person or place or condition etc","Firstly, appropriate terms are introduced and used in explanations related to the framework and within the definition of a mechanism.","appropriate dose; appropriate amount; word appropriate","B2"
"Artistic","/ɑˈɹtɪstɪk/","adj.","artistic, more artistic, most artistic","art (n.), artist (n.)","relating to or characteristic of art or artists","And when people say your brain is your artistic brain and your left brain is your thinking brain, this is what they're referring to.","artistic vision; artistic integrity; artistic intent","B2"
"Acid","/ˈæsəd/","n.","acid, acids","acidify (v.), acidity (n.), acidulate (v.)","any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt","Peptides are derived from little pieces of amino acids which think of them as the Legos that make up the human body.","acid sequences; acid tail; usually acid","B2"
"Artificial","/ˌɑɹtəˈfɪʃəl/","adj.","artificial, more artificial, most artificial","artificiality (n.)","contrived by art rather than nature","Organizations BIMCO are embedding artificial intelligence into digital platforms to streamline the drafting of charterparties and identify potential legal inconsistencies.","artificial agents; artificial sources; artificial boom","B2"
"Arise","/ɚˈaɪz/","v.","arise, arises, arose, arisen, arising","None","come into existence; take on form or shape","A natural question arises as to whether quantum logical nondistributivity in human logic can be tested experimentally.","problem arise; ever arise; arise within","B2"
"Arms","/ˈɑɹmz/","n.","arms, armses","None","weapons considered collectively","The cavity mode, after getting split from beam splitter, interacts with two independent Bose-Einstein Condensates transversely trapped in the arms of the cavity along $x$-axis and $y$-axis.","ai arms; large arms; arms snap","B2"
"Aspect","/ˈæˌspɛkt/","n.","aspect, aspects","aspectual (adj.)","a distinct feature or element in a problem","I'll get back to that aspect later in the tape room.","beautiful aspect; murder mystery aspect; scaling aspect","B2"
"Assemble","/əˈsɛmbəl/","v.","assemble, assembles, assembled, assembled, assembling","assemblage (n.)","create by putting components or members together","We show the applicability of our approach in a real-world assembly domain, where a bi-manual Baxter robot collaborates with a human teammate to assemble furniture.","robots assemble; assemble 'em inside; assemble here","B2"
"Assistance","/əˈsɪstəns/","n. [U]","no changes","assist (v.)","the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose","We revisit the task of visible compression of an ensemble of quantum states with entanglement assistance in the one-shot setting.","assistance available; analytical assistance; personalized assistance","B2"
"Assembly","/əˈsɛmbli/","n.","assembly, assemblies","None","a group of machine parts that fit together to form a self-contained unit","We show the applicability of our approach in a real-world assembly domain, where a bi-manual Baxter robot collaborates with a human teammate to assemble furniture.","assembly processes; assembly systems enhance; various assembly","B2"
"Assurance","/əˈʃʊɹəns/","n.","assurance, assurances","assure (v.)","freedom from doubt; belief in yourself and your abilities","AMD further said it quote expects to apply for licenses but there is no assurance that licenses will be granted.","age assurance; assurance department; qa quality assurance","B2"
"Assign","/əˈsaɪn/","v.","assign, assigns, assigned, assigned, assigning","assignee (n.), assignable (adj.), assignment (n.), assignation (n.)","give an assignment to (a person) to a post, or assign a task to (a person)","Global availability of information and self-modeling are now used to assign a consciousness probability score that dictates legal protections.","automatically assign; auto assign; assign jointly","B2"
"Assure","/əˈʃʊɹ/","v.","assure, assures, assured, assured, assuring","assurance (n.)","make certain of","And they assure me, oh, the campus cops, they'll look the other way.","mutual assure; assure your listeners; assure me oh","B2"
"Athletic","/æˈθlɛtɪk/","adj.","athletic, more athletic, most athletic","athlete (n.), athletics (n.)","relating to or befitting athletics or athletes","We'll talk a little bit about your life and maybe your athletic life a little bit later, but I want to talk about dopamine.","athletic outfit; athletic maybe; athletic accomplishments","B2"
"Associate","/əˈsoʊsiət/","v.","associate, associates, associated, associated, associating","associable (adj.), association (n.), associative (adj.), associatory (adj.)","make a logical or causal connection","And as a little Easter egg, my dad noticed the truck is made by Gerling and Associates, a familyrun company that we met at NEB last year.","often associate; typically associate; associate game designer","B2"
"Associate","/əˈsoʊsiət/","n.","associate, associates","associable (adj.), association (n.), associative (adj.), associatory (adj.)","a person who joins with others in some activity or endeavor","And as a little Easter egg, my dad noticed the truck is made by Gerling and Associates, a familyrun company that we met at NEB last year.","associate game designer; associate following; associate quest designer","B2"
"Association","/əˌsoʊsiˈeɪʃən/","n.","association, associations","associate (v.)","a formal organization of people or groups of people","By conducting association analyses, it was found that highly dense station areas tended to display low diversity at multiple scales.","strong association; international association; association substrate","B2"
"Attraction","/əˈtɹækʃən/","n.","attraction, attractions","attract (v.)","something interesting that makes people want to visit or see it","The old castle is the main tourist attraction in this small town.","tourist attraction; main attraction; a strong attraction","B2"
"Atmosphere","/ˈætməˌsfɪɹ/","n.","atmosphere, atmospheres","atmospheric (adj.), atmospherical (adj.)","a particular environment or surrounding influence","But when I went inside the truck, it's it's a completely different atmosphere.","upper atmosphere; thin atmosphere; atmosphere shortly","B2"
"Autobiography","/ˌɔtəbaɪˈɑɡɹəfi/","n.","autobiography, autobiographies","autobiographer (n.), autobiographical (adj.)","a biography of yourself","I see that as a positive part of my autobiography, and that is what good therapy should be doing.","frederick douglass' autobiography; autobiography or autos; oh autobiography","B2"
"Atom","/ˈætəm/","n.","atom, atoms","atomic (adj.), atomise (v.), atomize (v.)","(physics and chemistry) the smallest component of an element having the chemical properties of the element","Under these conditions, the carbon and metals dissolve into a flux, and the carbon atoms crystallize on the diamond seed.","five atom; atom methods; atom mathematical objects","B2"
"Atomic","/əˈtɑmɪk/","adj.","no changes","atom (n.)","of or relating to or comprising atoms","The interaction of intra-cavity optical mode excites momentum side modes in Bose-Einstein Condensates, which then mimic as two atomic mirrors coupled through cavity field.","nazi atomic; atomic states; international atomic","B2"
"Authority","/əˈθɔɹəti/","n. [U]","no changes","None","the power or right to give orders or make decisions","A central result-""the No-Null-Space Leadership Condition""-characterizes leadership as a property of representational reachability rather than persuasion or authority.","religious authority; palestinian authority; control authority","B2"
"Autograph","/ˈɔtəˌɡɹæf/","n.","autograph, autographs","None","something written by one's own hand","And I was , ""Oh, he's short, but he was signing autographs and talking to everyone.","signing autograph; autograph tier; autograph versions","B2"
"Ballet","/bæˈleɪ/","n. [U]","no changes","balletic (adj.)","a type of dance that tells a story with graceful movements set to music","She studied ballet for ten years before joining the national dance company.","study ballet; classical ballet; a ballet dancer","B2"
"Autograph","/ˈɔtəˌɡɹæf/","v.","autograph, autographs, autographed, autographed, autographing","None","mark with one's signature","The same ADD brain that ruined this shirt is the brain that wrote the books that were being autographed.","both autograph; signing autograph; autograph tier","B2"
"Attach","/əˈtætʃ/","v.","attach, attaches, attached, attached, attaching","attachable (adj.), attachment (n.)","cause to be attached","They get attached to what they learned early in life and don't realize there's a there's another way.","automatically attach; becoming emotionally attach; military base attach","B2"
"Authentic","/əˈθɛntɪk/","adj.","authentic, more authentic, most authentic","authenticity (n.)","conforming to fact and therefore worthy of belief","I'm not being authentic and I'm not demonstrating the skill.","authentic taste; authentic resources; authentic aspects","B2"
"Bald","/ˈbɔld/","adj.","bald, balder, baldest","baldness (n.)","with no effort to conceal","I do have a bald spot on the top of my head.","bald spot; bald eagles; bald wrinkled man","B2"
"Bargain","/ˈbɑɹɡən/","n.","bargain, bargains","bargainer (n.), bargaining (n.)","an agreement between parties (usually arrived at after discussion) fixing obligations of each","But then after they increased the price and they staggered it with the way PC works now, it's much less of a value bargain there.","corrupt bargain; bargain basement; well bargain","B2"
"Audio","/ˈɑdiˌoʊ/","adj.","no changes","None","Focused on audible sound, as opposed to sight.","But entering the back of the truck, there's an audio booth on the left.","audio feeds; audio tracks available; audio files","B2"
"Await","/əˈweɪt/","v.","await, awaits, awaited, awaited, awaiting","None","look forward to the probable occurrence of","Meanwhile, there are only many glamorous white-collar tech jobs — the kind China’s college graduates were told awaited them.","eagerly await; amazing surprises await; await excavation","B2"
"Bandage","/ˈbændɪdʒ/","n.","bandage, bandages","None","a piece of soft material that covers and protects an injured part of the body","But as he was lying there in the dark, annoyed at was lying there in the dark, annoyed at his earlier carelessness, his mind his earlier carelessness, his mind drifted back to the bandage.","grabbed a bandage; like a bandage; inside that bandage","B2"
"Bandage","/ˈbændɪdʒ/","v.","bandage, bandages, bandaged, bandaged, bandaging","None","wrap around with something so as to cover or enclose","But as he was lying there in the dark, annoyed at was lying there in the dark, annoyed at his earlier carelessness, his mind his earlier carelessness, his mind drifted back to the bandage.","bandage up; grabbed a bandage; like a bandage","B2"
"Bankrupt","/ˈbæŋkɹəpt/","adj.","no changes","bankruptcy (n.)","financially ruined","Still, it certainly won’t bankrupt the world’s second largest economy.","totally bankrupt; gone bankrupt; won t bankrupt","B2"
"Basin","/ˈbeɪsən/","n.","basin, basins","None","a bowl-shaped vessel; usually used for holding food or liquids","And it's that property of the nitro basin defect in synthetic diamond that makes it useful for quantum sensing, quantum computing, and other types of quantum applications.","permian basin; catchment basin; caspian basin","B2"
"Bargain","/ˈbɑɹɡən/","v.","bargain, bargains, bargained, bargained, bargaining","bargainer (n.), bargaining (n.)","negotiate the terms of an exchange","Finally, and most importantly, Russia uses Transnistria as a bargaining chip.","corrupt bargain; bargain outcomes; resulting bargain","B2"
"Beggar","/ˈbɛɡɚ/","n.","beggar, beggars","beggarly (adj.)","a pauper who lives by begging","It would be nice if this was an option in the settings or something, but beggars can't be choosers.","beggar cross; beggar belief; merchants craftsmen beggar","B2"
"Blessing","/ˈblɛsɪŋ/","n.","blessing, blessings","bless (v.)","the formal act of approving","And I want to tell you, it's a blessing to be taken seriously by you and to be offered this opportunity.","pray blessing; greatest blessing; extraordinary blessing","B2"
"Biography","/baɪˈɑɡɹəfi/","n.","biography, biographies","biographer (n.), biographical (adj.)","an account of the series of events making up a person's life","I really appreciate that and I'm also impressed that you're reading these biographies.","great biography; documentaries biography; creative biography","B2"
"Barrier","/ˈbæɹiɚ/","n.","barrier, barriers","None","a structure or object that impedes free movement","However, its adoption remains limited among scientists outside the deep learning community due to storage, compute, and technical expertise barriers.","put barrier; create barrier; remove barrier","B2"
"Battery","/ˈbætɚi/","n.","battery, batteries","None","group of guns or missile launchers operated together at one place","Pivotals is powered by eight huge batteries.","battery mode; social battery; car battery","B2"
"Behavior","/bɪˈheɪvjɚ/","n. [U]","no changes","None","manner of acting or controlling yourself","To address such inquiries, we utilize theoretical tools from scaling theory, enabling a quantitative description of how a system's behavior changes across different scales, from micro to macro.","behavior science; collective behavior; behavior group behavior","B2"
"Blink","/ˈblɪŋk/","v.","blink, blinks, blinked, blinked, blinking","blinker (n.), blinking (n.)","briefly shut the eyes","I programmed this to blink more brightly depending on the level of sound coming out of a headphone jack.","blink dots; deciding blink; making text blink","B2"
"Blossom","/ˈblɑsəm/","n.","blossom, blossoms","None","reproductive organ of angiosperm plants especially one having showy or colorful parts","The most recent major addition was a terraforming feature, and earlier updates added animals, Halloween decorations, cherry blossoms and other seasonal goodies.","blossom even though; blossom doesn't mean; eventually blossom","B2"
"Biology","/baɪˈɑlədʒi/","n. [U]","no changes","biologic (adj.), biologist (n.), biological (adj.)","the science that studies living organisms","Concepts scale invariance, universalities, and fractals are fundamental to this inquiry and find application in biology, physics, and particularly urbanism.","developmental biology; call biology; biology works","B2"
"Bin","/ˈbɪn/","n.","bin, bins","None","a container; usually has a lid","A new generation of automated bin picking systems using deep learning is evolving to support increasing demand for e-commerce.","storage bin; killing bin; fighting bin","B2"
"Blade","/ˈbleɪd/","n.","blade, blades","None","especially a leaf of grass or the broad portion of a leaf as distinct from the petiole","They're deployed from a truck and are initially boosted by a rocket, but shortly after, a twin blade propeller and a smaller piston engine take over.","blade itself; roller blade; blade films blade","B2"
"Boast","/ˈboʊst/","v.","boast, boasts, boasted, boasted, boasting","boaster (n.)","show off","NBA Live is genuinely a beautiful game with well- modeled players boasting visible sweat droplets and realistic skin rendering.","lisa sue boast; boast visible sweat; modeled players boast","B2"
"Bracelet","/ˈbɹeɪslət/","n.","bracelet, bracelets","None","a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist","Still, it’s hard to believe the non-college-educated workforce is buying all these luxury watches, Cartier bracelets, or designer handbags.","gold bracelet; bracelet or designer; watches cartier bracelet","B2"
"Blend","/ˈblɛnd/","v.","blend, blends, blended, blent, blending","blender (n.)","combine into one","Digital natives are creating a stable hybrid language that blends standard syntax with platform-specific emojis and clipped forms.","blend fraction; shake which blend; blend standard syntax","B2"
"Bloom","/ˈblum/","v.","bloom, blooms, bloomed, bloomed, blooming","bloomer (n.)","produce or yield flowers","Paul Bloom who's a child psychologist has a great paper where he says people prefer inequality to unfairness.","bloom training; bloom toxin; red flowers bloom","B2"
