word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Magic,/ˈmædʒɪk/,n. [U],no changes,"magical (adj.), magician (n.)",any art that invokes supernatural powers｜任何運用超自然力量的法術,The magician performed magic for the children.,perform magic; magic trick; black magic,A1
Machine,/məˈʃin/,n.,"machine, machines","machinery (n.), machinist (n.)",any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks｜任何傳遞或轉換能量以執行或輔助人類任務的機械或電器裝置,She put her clothes in the washing machine.,time machine; vending machine; biological machine,A1
Lucky,/ˈlʌki/,adj.,"lucky, luckier, luckiest","luck (n.), luckiness (n.)",occurring by chance｜偶然發生的,We were lucky to find seats on the busy train.,incredibly lucky; lucky break; lucky ones,A1
Low,/ˈloʊ/,adj.,"low, lower, lowest",lowness (n.),less than normal in degree or intensity or amount｜低於正常程度、強度或數量,The price of milk is very low this week.,low cost; low voice; low temperature,A1
Mail,/ˈmeɪl/,n. [U],no changes,"mailer (n.), mailing (n.)",the bags of letters and packages that are transported by the postal service｜由郵政服務傳送的信件和包裹,We had pigeonholes in the same mail room.,mail delivery; hate mail; fan mail,A1
Main,/ˈmeɪn/,adj.,no changes,None,most important｜最重要的,It was a main weapon in their arsenal.,main source; main issue; main categories,A1
May,/ˈmeɪ/,v.,no changes,None,used to say that something is allowed or possible｜用於表示某事被允許或可能,You may go out to play after lunch.,you may; it may; may help,A1
Married,/ˈmɛɹid/,adj.,no changes,marry (v.),having a husband or a wife｜有丈夫或妻子的,They are married and live in a small house.,get married; married couple; married woman,A1
Man,/ˈmæn/,n.,"man, men",manly (adj.),an adult male person｜成年男性,The man walked into the store and bought some bread.,gay man; hey man; young man,A1
Mark,/ˈmɑɹk/,n.,"mark, marks","marker (n.), marking (n.)",a number or letter given to show the quality of someone's work｜用於表示某人工作品質的數字或字母,She got a high mark on her test.,miss the mark; leave a mark; every mark,A1
Map,/ˈmæp/,n.,"map, maps","mapper (n.), mapping (n.)",a diagrammatic representation of the earth's surface (or part of it)｜地球表面或其部分的示意圖,She used a map to find the nearest bus stop.,road map; read a map; on the map,A1
Math,/ˈmæθ/,n. [U],no changes,None,a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement｜研究數量、形狀和排列邏輯的科學,We have a math class every morning.,math question; math problem; complex math,A1
Many,/ˈmɛni/,adj.,no changes,None,a large number of people or things｜大量的人或事物,Many of them built their own PCs anyways.,many times; many kinds; many places,A1
Market,/ˈmɑɹkət/,n.,"market, markets","marketer (n.), marketing (n.), marketable (adj.)",the world of commercial activity where goods and services are bought and sold｜商品和服務買賣的商業活動領域,We went to the market to buy fresh vegetables.,financial market; market rates; farmers market,A1
Matter,/ˈmætɚ/,n.,"matter, matters",None,a vaguely specified concern｜模糊指定的問題,The committee discussed the matter for several hours.,important matter; matter of time; discuss a matter,A1
Member,/ˈmɛmbɚ/,n.,"member, members",membership (n.),a person who belongs to a group or organization｜屬於某個團體或組織的人,Every team member received a copy of the schedule.,paying member; team member; audience member,A1
Medicine,/ˈmɛdəsən/,n. [U],no changes,"medical (adj.), medicate (v.), medicinal (adj.)",the branches of medical science that deal with nonsurgical techniques｜處理非手術技術的醫學科學分支,I want to be very specific to my colleagues in regenerative medicine and everything.,plant medicine; western medicine; practice medicine,A1
Meal,/ˈmil/,n.,"meal, meals",mealy (adj.),the food served and eaten at one time｜一次所供應和食用的食物,We had a delicious meal at the restaurant last night.,meal delivery service; first meal; delicious meal,A1
Medium,/ˈmidiəm/,adj.,"medium, more medium, most medium",medial (adj.),not big and not small; in the middle size｜不大也不小；中等尺寸,Please choose a medium-sized box for these books.,medium size; medium heat; medium height,A1
Meat,/ˈmit/,n. [U],no changes,meaty (adj.),the flesh of animals (including fishes and birds and snails) used as food｜用作食物的動物肉（包括魚、鳥和蝸牛）,We bought fresh meat from the market.,eat meat; red meat; fresh meat,A1
Maybe,/ˈmeɪbi/,adv.,"maybe, no changes",None,by chance｜也許；或許,Maybe we can go to the park after school.,maybe not; maybe later; maybe tomorrow,A1
Meeting,/ˈmitɪŋ/,n.,"meeting, meetings",meet (v.),a time when people come together to talk about something｜人們聚在一起討論事情的時間,We have a meeting at work every week.,a long meeting; team meeting; morning meeting,A1
Milk,/ˈmɪlk/,n. [U],no changes,milky (adj.),a white drink that comes from cows｜來自奶牛的白色飲料,She drinks a glass of milk with breakfast.,a glass of milk; fresh milk; drink milk,A1
Mine,/ˈmaɪn/,n.,"mine, mines",miner (n.),a deep hole in the ground where people dig for coal or metal｜人們挖掘煤或金屬的地下深洞,Many workers go down into the mine.,a coal mine; a gold mine; work in a mine,A1
Menu,/ˈmɛnju/,n.,"menu, menus",None,a list of food and drinks you can order at a restaurant｜餐廳中可以點的食物和飲料清單,The waiter gave us the menu to read.,read the menu; lunch menu; on the menu,A1
Minute,/ˈmɪnət/,n.,"minute, minutes",minutely (adv.),a unit of time equal to 60 seconds or 1/60th of an hour｜時間單位，等於60秒或1/60小時,Please wait a few minutes and I will be ready.,takes minute; minute started; minute need,A1
Middle,/ˈmɪdəl/,adj.,"middle, no changes",None,"in the center, between two ends or sides｜在兩個端點或兩側之間的中心位置",She sat in the middle seat on the bus.,middle seat; middle finger; middle row,A1
Mind,/ˈmaɪnd/,n. [U],no changes,None,"the part of you that thinks, feels, and remembers｜負責思考、感受和記憶的部分",She has a quick mind and learns very fast.,change your mind; peace of mind; clear mind,A1
Million,/ˈmɪljən/,n.,"million, millions",None,the number that is represented as a one followed by 6 zeros｜由1後接6個零組成的數字,There's over a million displaced people in the last several weeks.,million people; million dollars; million times,A1
Modern,/ˈmɑdɚn/,adj.,"modern, more modern, most modern","modernity (n.), modernness (n.)",relating to the present time or recent times; not old-fashioned｜與當代或近期相關的；不過時的,They live in a small modern house.,modern era; modern culture; modern society,A1
Mistake,/mɪˈsteɪk/,n.,"mistake, mistakes",mistaking (n.),something you do wrong or get wrong｜做錯或搞錯的事情,I made a small mistake in my homework today.,make a mistake; big mistake; silly mistake,A1
Monkey,/ˈmʌŋki/,n.,"monkey, monkeys",None,"a small animal with a long tail that lives in trees, found in tropical regions｜棲息在樹上、有長尾巴的小型動物，分布於熱帶地區",I don't know what it is about monkeys.,spider monkey; monkey bars; little monkey,A1
Moment,/ˈmoʊmənt/,n.,"moment, moments","momentary (adj.), momentous (adj.), momentaneous (adj.)",a very short period of time｜非常短的一段時間,Please wait here for a moment.,wait a moment; at the moment; for a moment,A1
Month,/ˈmʌnθ/,n.,"month, months",monthly (adj.),one of the twelve divisions of the calendar year｜一年十二個月分之一,I have to wait six months on average.,next month; every month; last month,A1
Money,/ˈmʌni/,n. [U],no changes,"moneyer (n.), monetary (adj.)",coins and banknotes used to buy things｜用來購買東西的硬幣和紙鈔,There'd be a lot of money available.,lose money; make money; borrow money,A1
Moon,/ˈmun/,n.,"moon, moons",moony (adj.),the natural satellite of the Earth｜地球的天然衛星,The moon was bright in the night sky.,full moon; new moon; bright moon,A1
More,/ˈmɔɹ/,adj.,no changes,None,a greater amount or number of something｜更大或更多的某物,"Can I have some more rice, please?",much more; a little more; more than enough,A1
Most,/ˈmoʊst/,adv.,no changes,None,used to form the superlative｜用於形成最高級,This is the most fun game in the box.,single most; most of the time; most people,A1
Morning,/ˈmɔɹnɪŋ/,n.,"morning, mornings",None,"the early part of the day, from sunrise until noon｜一天中從日出到中午的時間",I drink a cup of coffee every morning before work.,early morning; this morning; morning coffee,A1
Mother,/ˈmʌðɚ/,n.,"mother, mothers","motherly (adj.), motherhood (n.)",a woman who has a child or children｜有子女的婦女,My mother makes a warm breakfast for us every day.,my mother; a loving mother; mother and father,A1
Mean,/ˈmin/,v.,"mean, means, meant, meant, meaning",meaning (n.),to have a particular meaning; to refer to or indicate something｜有特定的意思；指或表示某事物,What does this long new word mean?,mean a lot; mean well; mean to say,A1
Mountain,/ˈmaʊntən/,n.,"mountain, mountains","mountaineer (n.), mountainous (adj.)",a land mass that projects well above its surroundings; higher than a hill｜高出周圍地形的陸地；比丘陵更高,He said he saw clouds and mountains and there's land there.,actual mountain; mountain ranges; mountain climber,A1
Meet,/ˈmit/,v.,"meet, meets, met, met, meeting","meeter (n.), meeting (n.)",come together｜相遇,We knew we met you for a reason.,meet up; never meet; meet new people,A1
Mud,/ˈmʌd/,n. [U],no changes,muddy (adj.),water soaked soil; soft wet earth｜水浸的土壤；潮濕的軟土,"After playing outside, the children were covered in mud.",mud hut; mud flats; in the mud,A1
Mouse,/ˈmaʊs/,n.,"mouse, mice","mousy (adj.), mousey (adj.)","a small furry animal with a long tail, often found in homes or fields｜一種小型有毛的動物，尾巴細長，常見於住宅或田野",A small mouse ran across the kitchen floor.,computer mouse; house mouse; little mouse,A1
Miss,/ˈmɪs/,v.,"miss, misses, missed, missed, missing",None,to fail to catch or notice something; to feel sad because someone is absent｜未抓住或注意到某事物；因某人不在而感到傷心,She missed her old friends when she moved to a new town.,miss out; miss someone; miss a chance,A1
Must,/ˈmʌst/,aux./n.,no changes,None,used to say something is necessary or required; expressing certainty about something; something that is essential｜表示必要或必須；肯定某事物；必不可少的事物,You must finish your homework before you go out.,must-have; must-see; must-read,A1
Mouth,/ˈmaʊθ/,n.,"mouth, mouths",None,the part of your face that you use to eat and speak｜臉部用於進食和說話的部位,She put the food in her mouth and smiled.,open your mouth; a wide mouth; cover the mouth,A1
Music,/ˈmjuzɪk/,n. [U],no changes,"musical (adj.), musician (n.)",an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner｜以結構化且持續的方式呈現的聲音藝術形式,Or you might hear music and it triggers a visual experience.,rock music; play music; listen to music,A1
Make,/ˈmeɪk/,v.,"make, makes, made, made, making",maker (n.),to create or cause something to happen｜創造或使某事發生,This is going to make a difference.,make changes; make money; make clear,A1
Museum,/mjuˈziəm/,n.,"museum, museums",None,a depository for collecting and displaying objects having scientific or historical or artistic value｜收藏並展示具有科學、歷史或藝術價值的物品的場所,We saw old bones at the museum.,art museum; science museum; visit a museum,A1
Move,/ˈmuv/,v.,"move, moves, moved, moved, moving","mover (n.), moveable (adj.), movement (n.)","change location; move, travel, or proceed, also metaphorically｜改變位置；移動、行進，也可比喻",Locals from the village came rushing to tell us we needed to move.,move away; risky move; move elsewhere,A1
Much,/ˈmʌtʃ/,adj.,"much, no changes",muchness (n.),a large amount of something｜大量的某物,We do not have much time before the train leaves.,too much; how much; much better,A1
Name,/ˈneɪm/,n.,"name, names",namer (n.),a language unit by which a person or thing is known｜用來識別某人或事物的語言單位,Please write your name at the top.,first name; last name; full name,A1
Neck,/ˈnɛk/,n.,"neck, necks","necker (n.), necking (n.)",the part of the body that joins the head to the shoulders｜連接頭部與肩部的身體部位,She wears a warm scarf around her neck in winter.,a long neck; around the neck; a stiff neck,A1
Need,/ˈnid/,v.,"need, needs, needed, needing",needy (adj.),necessary/essential｜必要的；必需的,I need a glass of water because I am thirsty.,need help; really need; need to know,A1
Nature,/ˈneɪtʃɚ/,n. [U],no changes,None,the essential qualities or characteristics by which something is recognized｜事物的基本特質或特徵,The artist was interested in the true nature of light and color.,human nature; true nature; nature of the problem,A1
Near,/ˈnɪɹ/,prep.,no changes,nearness (n.),"at or within a short distance; close in space, time, or relationship｜在近距離內；在空間、時間或關係上接近",We sat down near the big tree in the park.,near the end; stay near; near the school,A1
Net,/ˈnɛt/,n.,"net, nets",netting (n.),a mesh of thread or wire with small holes; also short for internet｜帶有小孔的線或金屬絲編織網；也指網路的簡稱,The fisherman pulled the net out of the water.,net result; a fishing net; net positive,A1
National,/ˈnæʃənəl/,adj.,no changes,nationality (n.),of or relating to or belonging to a nation or country｜屬於或關於一個國家或祖國的,Technology leadership is important for national security.,national anthem; national park; national team,A1
Never,/ˈnɛvɚ/,adv.,no changes,None,at no time; not at any time｜從不；從未,She never eats meat because she loves animals.,never again; almost never; never late,A1
News,/ˈnuz/,n. [U],no changes,newsy (adj.),information about recent and important events｜關於近來重要事件的消息或報導,I suppose the good news is it can be done.,great news; news today; breaking news,A1
Nope,/ˈnoʊp/,adv.,"nope, no changes",None,an informal word used to say no｜俚語中用於表示否定的詞,"I asked if he was tired, and he just said nope.",say nope; just nope; nope at all,A1
New,/ˈnu/,adj.,"new, newer, newest",newness (n.),not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered｜持續時間不長的；最近才產生、製作、獲得或發現的,It's not too late to seek a newer world.,brand new; new idea; something new,A1
Newspaper,/ˈnuˌzpeɪpɚ/,n.,"newspaper, newspapers",None,"printed sheets of paper with news, stories and pictures｜印有新聞、故事和圖片的紙張",My father reads the newspaper at breakfast every day.,a daily newspaper; read the newspaper; newspaper article,A1
Noon,/ˈnun/,n.,"noon, noons",None,the middle of the day｜一天的中間；中午,They tell themselves a nice sentence and by noon they're in chaos.,at noon; before noon; until noon,A1
Next,/ˈnɛkst/,adj.,no changes,None,immediately following in time or order｜在時間或順序上緊接在後的,We will discuss the next question after lunch.,next week; next morning; happens next,A1
Night,/ˈnaɪt/,n.,"night, nights",nightly (adj.),"the dark part of the day, when the sun is down｜一天中黑暗的時段，太陽下山後",We can see many bright stars at night.,last night; at night; a long night,A1
Nice,/ˈnaɪs/,adj.,"nice, nicer, nicest",niceness (n.),pleasant or pleasing or agreeable in nature or appearance｜本質或外觀上令人愉悅的,We had a nice walk in the park.,nice house; nice voice; nice side effect,A1
Nobody,/ˈnoʊˌbɑˌdi/,pron./n.,no changes,None,no person; not a single person; a person considered to have no importance or influence in a given situation｜沒有人；在特定情境中被視為不重要或沒有影響力的人,"No, nobody agrees with me on this.",nobody knew; nobody thinks; nobody wanted,A1
Not,/ˈnɑt/,adv.,"not, no changes",None,negation of a word or group of words｜對一個詞或詞組的否定,"He's not a duke, and it's not clear.",not going; not everything; not sure,A1
North,/ˈnɔɹθ/,n.,"north, norths",None,the direction toward the top of a map; opposite of south｜地圖上朝向頂部的方向；南方的相反方向,The cold wind comes from the north.,far north; go north; north side,A1
Notice,/ˈnoʊtəs/,v.,"notice, notices, noticed, noticed, noticing","notify (v.), noticer (n.), noticeable (adj.)",to see or become aware of something｜看見或察覺某事物,I did not notice the small spider on the wall.,notice a change; barely notice; suddenly notice,A1
Noise,/ˈnɔɪz/,n. [U],no changes,noisy (adj.),an unwanted or unpleasant sound｜不受歡迎或不愉快的聲音,That's why the noise doesn't affect me.,loud noise; background noise; make noise,A1
Nose,/ˈnoʊz/,n.,"nose, noses",nosey (adj.),the part of your face above your mouth that you use to smell and breathe｜臉上位於嘴巴上方、用於嗅覺和呼吸的部位,You got to punch him in the nose.,long nose; runny nose; blow your nose,A1
Noisy,/ˈnɔɪzi/,adj.,"noisy, noisier, noisiest","noise (n.), noisiness (n.)",full of or characterized by loud and nonmusical sounds｜充滿喧鬧聲音的,The class was very noisy before the lesson.,noisy environment; noisy crowd; noisy classroom,A1
Nurse,/ˈnɝs/,n.,"nurse, nurses","nurser (n.), nursery (n.), nursing (n.)",a person trained to care for sick or injured people in a hospital or clinic｜在醫院或診所照顧病人或傷患的人,The nurse gave the sick child some water.,school nurse; kind nurse; fertility nurse,A1
Now,/ˈnaʊ/,adv.,"now, no changes",None,at the present time; at this moment｜此時此刻,We need to leave now or we will be late.,right now; do it now; now and then,A1
Nothing,/ˈnʌθɪŋ/,pron./n.,no changes,None,not anything; not a single thing｜什麼都沒有,There is nothing in the empty box.,nothing new; nothing wrong; almost nothing,A1
Note,/ˈnoʊt/,n.,"note, notes",None,a brief written record｜簡短的書面記錄,She wrote a short note to remind herself.,leave a note; write a note; first note,A1
Number,/ˈnʌmbɚ/,n.,"number, numbers",numbering (n.),a word or symbol used to count or measure things｜用來計算或測量事物的詞或符號,Write your phone number on the form.,a large number; phone number; huge number,A1
Office,/ˈɔfəs/,n.,"office, offices","official (adj.), officiate (v.)",a room or building where people work at desks｜人們在桌子前工作的房間或建築物,My father works in a small office near our home.,go to the office; an office building; a busy office,A1
Of,/əv/,prep.,no changes,None,used to show what something belongs to or is part of｜用於表示所屬或部分,The pages of the book are old and yellow.,a cup of tea; the end of; a piece of cake,A1
Officer,/ˈɔfəsɚ/,n.,"officer, officers",None,"a person in a position of authority, such as a police officer or military officer｜擔任具權威職位的人，例如警察或軍官",The police officer helped us find the way.,officer corps; admissions officer; corrections officer,A1
Often,/ˈɔfən/,adv.,no changes,None,many times; on many occasions｜多次,We often eat dinner together as a family.,how often; very often; often go,A1
Off,/ˈɔf/,adv.,"off, no changes",None,"away from a place, or not connected or working｜離開某處，或未連接或運作",Please turn off the lights before you leave.,turn off; take off; day off,A1
On,/ˈɑn/,prep.,no changes,None,resting above and in contact with a surface; operating or active; attached; happening at a particular time｜停留在表面上方並接觸；運作中或啟動；附著；在特定時間發生,She put the book on the shelf.,on top; linger on; reflect on,A1
Once,/ˈwʌns/,adv.,"once, no changes",None,one time only｜只有一次,I clean my whole room once a week.,once a week; once more; at once,A1
Oil,/ˈɔɪl/,n. [U],no changes,"oily (adj.), oiler (n.)","a thick liquid used for cooking, fuel, or making machines work smoothly｜用於烹飪、燃料或使機器順暢運作的濃稠液體",We cook our food with olive oil.,oil reserves; oil fields; oil money,A1
Old,/ˈoʊld/,adj.,"old, older, oldest",oldness (n.),(used especially of persons) having lived for a relatively long time or attained a specific age｜活了相對較長的時間或達到特定年齡,The old man walks to the park every morning.,old man; old enough; old days,A1
Outside,/ˈaʊˈtsaɪd/,prep.,no changes,None,beyond the boundaries of a place; on or to the outer side of something; the external surface or area｜在某地的邊界之外；在某物的外側；外部表面或區域,The children played outside in the garden.,go outside; play outside; outside world,A1
Only,/ˈoʊnli/,adv.,no changes,None,and nothing more｜僅此而已,Only the elite would know how to do that.,only child; only one; only way,A1
Online,/ˈɔˌnlaɪn/,adj.,no changes,None,connected to the internet or available through a computer network｜連接到網路或可透過電腦網路使用,"If you look online, you can probably find a version of everything.",go online; shop online; online services,A1
Open,/ˈoʊpən/,adj.,"open, more open, most open","opener (n.), opening (n.), openness (n.)",affording unobstructed entrance and exit; not shut or closed｜沒有阻礙進出的；開著的,"The door was open, so we went inside.",open door; open window; wide open,A1
Order,/ˈɔɹdɚ/,n.,"order, orders","orderer (n.), orderly (adj.), ordering (n.)","a request for food or goods, or an instruction to do something｜訂購食物或商品的請求，或做某事的指示",The waiter took our order for lunch.,short order; in order; order of magnitude,A1
Orange,/ˈɔɹəndʒ/,adj.,"orange, more orange, most orange",orangeness (n.),of the color between red and yellow; similar to the color of a ripe orange｜橙色的；紅色和黃色之間的顏色；像成熟橘子顏色的,The sky turned bright orange as the sun went down.,orange juice; bright orange; orange color,A1
Other,/ˈʌðɚ/,adj.,no changes,otherness (n.),different from the one or ones already named｜不同於已提及的；別的,I want to read the other book.,the other day; on the other hand; other people,A1
Or,/ˈɔɹ/,conj.,no changes,None,used to connect alternatives; introducing another possibility; otherwise; used to indicate a consequence｜用於連接替代選項；引出另一種可能性；否則；表示結果,You can have tea or coffee with your breakfast.,or not; more or less; sooner or later,A1
Out,/ˈaʊt/,adv.,"out, no changes",None,away from home｜離開家；在外,He's been kicked out of enough places.,turns out; find out; check out,A1
Over,/ˈoʊvɚ/,prep.,no changes,None,above and across; more than a particular amount; finished; during a period of time; covering a surface｜在...上方並穿過；超過某數量；結束；在...期間；覆蓋表面,They will come from all over the place.,over time; go over; all over,A1
Pack,/ˈpæk/,n.,"pack, packs","packer (n.), package (n.), packing (n.)",a group of things wrapped or put together; a set of items｜包裝或組裝在一起的一組東西；一套物品,He bought a pack of cards at the shop.,pack of cards; pack a bag; ice pack,A1
Own,/ˈoʊn/,adj.,no changes,owner (n.),belonging to a particular person and no one else｜屬於某人的；自己的,Many of them built their own PCs anyways.,own employees; own data; own eyes,A1
